Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"Northern New England",Weekly,"2021-10-17 00:00:00",Conventional,1.312723973,418754.40,107862.42,193500.65,36.14,75959.88,,,,41395.32
"Northern New England",Weekly,"2021-10-10 00:00:00",Conventional,1.323674854,400599.10,99798.99,194158.19,12.78,70164.80,,,,36464.33
"New Orleans/Mobile",Weekly,"2021-10-31 00:00:00",Conventional,0.911519328,304699.03,102496.08,14380.66,92.67,145498.13,,,,42231.49
"New Orleans/Mobile",Weekly,"2021-10-24 00:00:00",Conventional,1.030093548,286321.82,103940.50,13846.74,223.87,124823.59,,,,43487.12
"New Orleans/Mobile",Weekly,"2021-10-17 00:00:00",Conventional,1.045164016,274903.51,101529.75,15644.38,30.12,117215.13,,,,40484.14
"New Orleans/Mobile",Weekly,"2021-10-10 00:00:00",Conventional,1.064934751,293936.26,111024.04,15433.61,28.62,122641.51,,,,44808.47
"New York",Weekly,"2021-10-31 00:00:00",Conventional,1.390987977,1562117.96,205214.49,670279.39,579.14,583983.87,,,,102061.08
"New York",Weekly,"2021-10-24 00:00:00",Conventional,1.422170713,1534847.07,216107.93,667590.71,304.45,587896.45,,,,62947.52
"New York",Weekly,"2021-10-17 00:00:00",Conventional,1.402818432,1626105.89,225091.88,683984.27,140.00,650464.92,,,,66424.83
"New York",Weekly,"2021-10-10 00:00:00",Conventional,1.303762986,1878276.75,235071.30,942886.01,246.21,641035.79,,,,59037.44
Orlando,Weekly,"2021-10-31 00:00:00",Conventional,1.127489784,423227.37,188303.77,8168.73,17.01,132010.34,,,,94727.53
Orlando,Weekly,"2021-10-24 00:00:00",Conventional,1.138311677,429085.76,186508.13,8309.22,351.00,138073.02,,,,95844.39
Orlando,Weekly,"2021-10-17 00:00:00",Conventional,1.141103979,445537.84,197976.68,9249.00,596.72,136007.09,,,,101708.35
Orlando,Weekly,"2021-10-10 00:00:00",Conventional,1.173077364,497675.99,229615.87,8817.75,554.72,124627.80,,,,134059.86
Peoria/Springfield,Weekly,"2021-10-31 00:00:00",Conventional,1.039548146,105666.16,29603.53,12443.23,41.12,33309.27,,,,30269.01
Peoria/Springfield,Weekly,"2021-10-24 00:00:00",Conventional,1.084091798,106849.14,32600.18,14509.69,67.24,29908.23,,,,29763.80
Peoria/Springfield,Weekly,"2021-10-17 00:00:00",Conventional,1.042944507,112650.36,36977.22,9944.91,31.32,34734.38,,,,30962.54
Peoria/Springfield,Weekly,"2021-10-10 00:00:00",Conventional,1.085230940,104610.26,31743.92,11677.64,21.61,34541.35,,,,26625.74
Philadelphia,Weekly,"2021-10-31 00:00:00",Conventional,1.178556448,566217.48,129971.57,162106.62,307.93,184368.95,,,,89462.41
Philadelphia,Weekly,"2021-10-24 00:00:00",Conventional,1.267883814,509557.48,110690.87,146982.20,167.73,207209.68,,,,44507.00
Philadelphia,Weekly,"2021-10-17 00:00:00",Conventional,1.254714976,533710.31,120142.88,159821.48,163.88,207475.50,,,,46106.58
Philadelphia,Weekly,"2021-10-10 00:00:00",Conventional,1.246167491,549413.94,108188.33,188186.89,261.71,210755.65,,,,42021.36
Phoenix/Tucson,Weekly,"2021-10-31 00:00:00",Conventional,0.863406305,1231480.98,416152.76,114443.23,3197.75,183661.73,,,,514025.51
Phoenix/Tucson,Weekly,"2021-10-24 00:00:00",Conventional,0.823009066,1327235.86,517083.56,115700.69,3098.53,180898.83,,,,510454.25
Phoenix/Tucson,Weekly,"2021-10-17 00:00:00",Conventional,1.003765997,1078846.03,387024.20,114123.06,2869.26,184285.29,,,,390544.21
Phoenix/Tucson,Weekly,"2021-10-10 00:00:00",Conventional,1.069399582,1009463.89,308265.69,116558.60,3598.44,185994.59,,,,395046.57
Pittsburgh,Weekly,"2021-10-31 00:00:00",Conventional,1.034173338,121530.94,49774.43,5544.27,2.83,27748.26,,,,38461.15
Pittsburgh,Weekly,"2021-10-24 00:00:00",Conventional,1.264026615,93568.31,26216.33,5263.88,3.30,34577.52,,,,27507.28
Pittsburgh,Weekly,"2021-10-17 00:00:00",Conventional,1.258530143,101391.58,27392.22,8574.82,0.00,35510.96,,,,29913.58
Pittsburgh,Weekly,"2021-10-10 00:00:00",Conventional,1.060899078,123450.64,43737.40,8539.98,24.52,36814.43,,,,34334.30
Portland,Weekly,"2021-10-31 00:00:00",Conventional,1.217171995,578327.91,121714.72,35740.22,3886.56,95865.95,,,,321120.46
Portland,Weekly,"2021-10-24 00:00:00",Conventional,1.336445769,586896.22,130361.94,34869.83,3962.98,98636.14,,,,319065.33
Portland,Weekly,"2021-10-17 00:00:00",Conventional,1.298875403,564740.35,126587.23,35475.81,4134.20,97467.48,,,,301075.64
Portland,Weekly,"2021-10-10 00:00:00",Conventional,1.229810104,586035.83,116015.49,38689.44,4030.88,95613.05,,,,331686.97
Providence,Weekly,"2021-10-31 00:00:00",Conventional,1.569722821,72257.47,19476.50,29137.87,49.74,13274.57,,,,10318.78
Providence,Weekly,"2021-10-24 00:00:00",Conventional,1.621849492,74896.60,23518.96,28816.11,35.42,12908.89,,,,9617.22
Providence,Weekly,"2021-10-17 00:00:00",Conventional,1.588476142,74591.80,21716.63,28159.31,16.11,15031.42,,,,9668.33
Providence,Weekly,"2021-10-10 00:00:00",Conventional,1.616582376,78449.06,21487.97,33656.55,20.79,14054.54,,,,9229.22
Raleigh/Greensboro,Weekly,"2021-10-31 00:00:00",Conventional,1.285863599,359510.26,119727.00,58121.53,3482.51,141924.04,,,,36255.18
Raleigh/Greensboro,Weekly,"2021-10-24 00:00:00",Conventional,1.298290074,366125.51,130249.22,62971.09,2667.53,136490.82,,,,33746.86
Raleigh/Greensboro,Weekly,"2021-10-17 00:00:00",Conventional,1.313597218,370734.92,125762.75,65803.20,3082.33,143990.52,,,,32096.12
Raleigh/Greensboro,Weekly,"2021-10-10 00:00:00",Conventional,1.303109108,366740.42,124646.21,65536.43,2925.91,141664.05,,,,31967.82
Richmond/Norfolk,Weekly,"2021-10-31 00:00:00",Conventional,1.072332225,284577.81,105235.55,34055.68,831.18,65400.33,,,,79055.08
Richmond/Norfolk,Weekly,"2021-10-24 00:00:00",Conventional,1.151457565,264150.47,95841.43,35903.57,554.75,67672.68,,,,64178.05
Richmond/Norfolk,Weekly,"2021-10-17 00:00:00",Conventional,1.129129456,272186.88,84856.71,42324.88,643.31,88840.92,,,,55521.07
Richmond/Norfolk,Weekly,"2021-10-10 00:00:00",Conventional,1.061937201,305564.21,89621.09,48472.82,645.65,110428.63,,,,56396.02
Roanoke,Weekly,"2021-10-31 00:00:00",Conventional,0.984684752,182399.97,65604.14,12815.35,7.03,37144.30,,,,66829.15
Roanoke,Weekly,"2021-10-24 00:00:00",Conventional,1.094244044,160379.08,58110.32,13989.96,9.38,39744.71,,,,48524.70
Roanoke,Weekly,"2021-10-17 00:00:00",Conventional,1.092191421,165200.08,55834.49,16740.29,10.82,46167.22,,,,46447.26
Roanoke,Weekly,"2021-10-10 00:00:00",Conventional,1.032771590,181997.02,57908.87,18418.06,19.97,52521.44,,,,53128.67
Sacramento,Weekly,"2021-10-31 00:00:00",Conventional,1.581950021,368833.52,84935.79,113338.71,4097.69,98127.99,,,,68333.34
Sacramento,Weekly,"2021-10-24 00:00:00",Conventional,1.239009558,428295.79,84086.83,129684.69,1947.63,91271.44,,,,121305.20
Sacramento,Weekly,"2021-10-17 00:00:00",Conventional,1.585372024,381574.03,91779.14,120275.83,1862.59,90901.95,,,,76754.51
Sacramento,Weekly,"2021-10-10 00:00:00",Conventional,1.584795757,417935.96,99652.21,144922.06,2058.55,94256.76,,,,77046.38
"San Diego",Weekly,"2021-10-31 00:00:00",Conventional,1.247504092,492369.05,98210.61,21383.12,10174.00,145256.60,,,,217344.72
"San Diego",Weekly,"2021-10-24 00:00:00",Conventional,1.230211085,513610.79,95591.10,23458.69,10115.47,142532.77,,,,241912.76
"San Diego",Weekly,"2021-10-17 00:00:00",Conventional,1.032559431,643698.07,71963.17,21475.53,10817.63,324590.08,,,,214851.67
"San Diego",Weekly,"2021-10-10 00:00:00",Conventional,1.242727836,528008.01,83876.59,18581.98,9282.25,201067.72,,,,215199.47
"San Francisco",Weekly,"2021-10-31 00:00:00",Conventional,1.626886069,628782.93,149312.12,121634.56,9801.42,140780.62,,,,207254.20
"San Francisco",Weekly,"2021-10-24 00:00:00",Conventional,1.066958273,898487.01,134692.58,195041.94,4906.82,127704.64,,,,436141.04
"San Francisco",Weekly,"2021-10-17 00:00:00",Conventional,1.590969170,682274.74,180826.70,136328.94,5692.18,135147.10,,,,224279.82
"San Francisco",Weekly,"2021-10-10 00:00:00",Conventional,1.604338851,720889.95,197736.41,161453.52,4911.00,130449.90,,,,226339.11
Seattle,Weekly,"2021-10-31 00:00:00",Conventional,1.579332786,465146.01,88327.83,42340.08,393.36,83495.96,,,,250588.78
Seattle,Weekly,"2021-10-24 00:00:00",Conventional,1.617095075,473868.66,92622.76,42434.21,525.92,83789.47,,,,254496.30
Seattle,Weekly,"2021-10-17 00:00:00",Conventional,1.643313799,463598.63,89468.27,42120.27,393.65,85894.43,,,,245722.01
Seattle,Weekly,"2021-10-10 00:00:00",Conventional,1.585372592,481124.37,84064.28,50690.74,353.92,86154.22,,,,259861.22
"South Carolina",Weekly,"2021-10-31 00:00:00",Conventional,1.235471533,435479.17,159389.96,35821.99,1550.82,132790.47,,,,105925.94
"South Carolina",Weekly,"2021-10-24 00:00:00",Conventional,1.263490489,427361.29,152019.41,37544.13,1343.10,140975.15,,,,95479.51
"South Carolina",Weekly,"2021-10-17 00:00:00",Conventional,1.274067190,430805.75,158758.28,41767.64,1375.23,134113.45,,,,94791.16
"South Carolina",Weekly,"2021-10-10 00:00:00",Conventional,1.219829963,476549.95,197582.56,44725.82,1393.85,128135.10,,,,104712.62
Spokane,Weekly,"2021-10-31 00:00:00",Conventional,1.326356844,68293.68,18055.50,4777.00,15.56,12154.07,,,,33291.55
Spokane,Weekly,"2021-10-24 00:00:00",Conventional,1.348770145,68451.51,18040.57,4290.74,5.18,13912.54,,,,32202.49
Spokane,Weekly,"2021-10-17 00:00:00",Conventional,1.379221476,68024.71,17639.48,5327.47,1.73,17129.13,,,,27926.91
Spokane,Weekly,"2021-10-10 00:00:00",Conventional,1.362871018,68491.92,17368.48,5960.45,17.24,12972.32,,,,32173.43
"St. Louis",Weekly,"2021-10-31 00:00:00",Conventional,1.010439827,177810.90,78058.05,5225.72,86.04,48667.31,,,,45773.77
"St. Louis",Weekly,"2021-10-24 00:00:00",Conventional,1.069385511,172827.01,70213.49,5477.02,45.98,49028.54,,,,48061.98
"St. Louis",Weekly,"2021-10-17 00:00:00",Conventional,1.031424563,179782.63,76229.42,6532.25,73.67,51740.06,,,,45207.23
"St. Louis",Weekly,"2021-10-10 00:00:00",Conventional,1.048632896,184056.99,74264.05,5590.95,98.61,52692.62,,,,51410.76
Syracuse,Weekly,"2021-10-31 00:00:00",Conventional,1.190541459,78694.58,15706.30,26623.47,210.41,32895.60,,,,3258.81
Syracuse,Weekly,"2021-10-24 00:00:00",Conventional,1.244657323,72435.38,11990.11,26693.73,187.67,30070.78,,,,3493.09
Syracuse,Weekly,"2021-10-17 00:00:00",Conventional,1.239230379,78685.48,10974.70,30873.77,23.33,34150.48,,,,2663.19
Syracuse,Weekly,"2021-10-10 00:00:00",Conventional,1.049771770,85808.99,8443.73,28051.33,52.52,48468.53,,,,792.88
Tampa,Weekly,"2021-10-31 00:00:00",Conventional,1.086827088,452950.08,183798.37,13690.30,122.85,129037.01,,,,126301.56
Tampa,Weekly,"2021-10-24 00:00:00",Conventional,1.092412916,479400.38,210646.86,14244.39,298.62,130622.96,,,,123587.55
Tampa,Weekly,"2021-10-17 00:00:00",Conventional,1.057492367,469098.90,198975.79,14100.80,621.92,128771.35,,,,126629.04
Tampa,Weekly,"2021-10-10 00:00:00",Conventional,1.182853647,533635.31,242475.77,13667.02,615.31,121605.28,,,,155271.93
Toledo,Weekly,"2021-10-31 00:00:00",Conventional,1.032784026,121807.61,40067.50,7124.21,4352.27,23208.99,,,,47054.63
Toledo,Weekly,"2021-10-24 00:00:00",Conventional,1.069776368,116203.35,36996.38,8554.42,7071.29,20430.48,,,,43150.78
Toledo,Weekly,"2021-10-17 00:00:00",Conventional,1.016169541,126381.32,40683.02,8968.19,3524.48,23219.61,,,,49986.04
Toledo,Weekly,"2021-10-10 00:00:00",Conventional,1.032469585,125676.71,34283.29,11522.87,5349.37,25356.49,,,,49164.69
"West Tex/New Mexico",Weekly,"2021-10-31 00:00:00",Conventional,0.874136277,849340.80,261822.84,58380.29,14632.62,357612.64,,,,156892.40
"West Tex/New Mexico",Weekly,"2021-10-24 00:00:00",Conventional,0.940964141,812447.51,258783.45,53679.47,21284.33,312726.75,,,,165973.52
"West Tex/New Mexico",Weekly,"2021-10-17 00:00:00",Conventional,0.989989525,784688.83,263063.94,43171.92,25572.26,304675.04,,,,148205.67
"West Tex/New Mexico",Weekly,"2021-10-10 00:00:00",Conventional,0.933897167,860523.20,255717.19,39588.69,26872.84,377201.78,,,,161142.71
Wichita,Weekly,"2021-10-31 00:00:00",Conventional,0.965202731,96029.21,23714.83,1673.36,5.01,26748.97,,,,43887.04
Wichita,Weekly,"2021-10-24 00:00:00",Conventional,0.959849408,98081.60,24781.21,1657.44,11.98,26076.80,,,,45554.17
Wichita,Weekly,"2021-10-17 00:00:00",Conventional,1.020106021,84899.72,21008.55,1798.67,18.52,24574.09,,,,37499.88
Wichita,Weekly,"2021-10-10 00:00:00",Conventional,1.010169637,92534.04,24339.96,1804.59,14.17,22997.86,,,,43377.46
California,Weekly,"2021-10-31 00:00:00",Conventional,1.349447087,5127369.92,1255298.14,461322.50,115601.64,1373233.82,,,,1921913.82
California,Weekly,"2021-10-24 00:00:00",Conventional,1.192314553,5759682.58,1244037.83,598149.00,111192.20,1359815.49,,,,2446488.07
California,Weekly,"2021-10-17 00:00:00",Conventional,1.219225361,6121452.61,1215870.10,496234.23,108959.10,2200845.22,,,,2099543.96
California,Weekly,"2021-10-10 00:00:00",Conventional,1.352535280,5711161.96,1272161.17,559891.93,102622.99,1642739.90,,,,2133745.97
"Great Lakes",Weekly,"2021-10-31 00:00:00",Conventional,1.077823218,3703431.50,806616.17,490199.39,115682.25,857485.15,,,,1433448.54
"Great Lakes",Weekly,"2021-10-24 00:00:00",Conventional,1.215459098,3337709.48,786206.69,450569.89,173968.20,765597.31,,,,1161367.38
"Great Lakes",Weekly,"2021-10-17 00:00:00",Conventional,1.175524195,3472236.38,904473.49,398865.60,122650.71,811042.05,,,,1235204.52
"Great Lakes",Weekly,"2021-10-10 00:00:00",Conventional,1.202356986,3369119.16,765683.84,424239.11,183813.69,834543.37,,,,1160839.16
Midsouth,Weekly,"2021-10-31 00:00:00",Conventional,1.180864365,3518532.79,1144536.68,463260.44,14650.06,1113899.86,,,,782185.75
Midsouth,Weekly,"2021-10-24 00:00:00",Conventional,1.243735375,3391197.91,1122970.29,482327.10,11551.56,1144591.87,,,,629757.08
Midsouth,Weekly,"2021-10-17 00:00:00",Conventional,1.252231529,3456567.16,1094993.36,526421.53,12322.85,1208357.38,,,,614472.05
Midsouth,Weekly,"2021-10-10 00:00:00",Conventional,1.233400523,3525481.43,1119695.66,534369.08,12338.40,1249611.57,,,,609466.72
Northeast,Weekly,"2021-10-31 00:00:00",Conventional,1.335352791,4630711.77,965175.87,1794404.66,3820.23,1462863.36,,,,404447.65
Northeast,Weekly,"2021-10-24 00:00:00",Conventional,1.371915265,4471564.90,916503.52,1743759.06,2828.32,1501456.10,,,,307017.89
Northeast,Weekly,"2021-10-17 00:00:00",Conventional,1.363163834,4669704.80,919279.29,1834993.26,1039.54,1593879.38,,,,320513.33
Northeast,Weekly,"2021-10-10 00:00:00",Conventional,1.304922083,4987293.11,888723.25,2170570.17,1690.60,1646482.80,,,,279826.29
Plains,Weekly,"2021-10-31 00:00:00",Conventional,1.067710479,1783393.03,555898.40,383975.00,1304.29,513140.99,,,,329074.34
Plains,Weekly,"2021-10-24 00:00:00",Conventional,1.131330267,1697948.57,543954.53,292123.92,1508.95,512567.97,,,,347793.19
Plains,Weekly,"2021-10-17 00:00:00",Conventional,1.156338891,1664493.81,518954.97,297916.17,1440.38,531960.25,,,,314222.04
Plains,Weekly,"2021-10-10 00:00:00",Conventional,1.213080323,1681596.79,541881.04,261164.43,1317.17,528227.17,,,,349006.97
"South Central",Weekly,"2021-10-31 00:00:00",Conventional,0.874641192,5087420.31,1754726.61,353818.09,74731.47,1907652.14,,,,996492.00
"South Central",Weekly,"2021-10-24 00:00:00",Conventional,0.970115917,4624042.34,1764443.92,338594.46,75047.01,1405097.42,,,,1040859.53
"South Central",Weekly,"2021-10-17 00:00:00",Conventional,0.995640944,4524473.59,1788298.21,341788.32,93242.36,1306477.26,,,,994667.44
"South Central",Weekly,"2021-10-10 00:00:00",Conventional,0.992609962,4685807.53,1818971.97,345499.46,92323.94,1402497.31,,,,1026514.86
Southeast,Weekly,"2021-10-31 00:00:00",Conventional,1.101016891,4365795.13,1884188.03,157323.53,3120.67,1153949.70,,,,1167213.20
Southeast,Weekly,"2021-10-24 00:00:00",Conventional,1.112569426,4411186.31,1930202.72,164019.98,3574.54,1163198.51,,,,1150190.57
Southeast,Weekly,"2021-10-17 00:00:00",Conventional,1.112609228,4432968.74,1941127.69,170436.43,4375.72,1166551.92,,,,1150476.98
Southeast,Weekly,"2021-10-10 00:00:00",Conventional,1.153282702,4887951.22,2281765.15,184803.43,4521.30,1097960.03,,,,1318901.32
West,Weekly,"2021-10-31 00:00:00",Conventional,1.091511137,6121017.57,1597461.97,455255.16,22129.33,1406412.68,,,,2639758.43
West,Weekly,"2021-10-24 00:00:00",Conventional,1.086419863,6444637.59,1827584.77,487237.08,24976.46,1372475.47,,,,2732363.82
West,Weekly,"2021-10-17 00:00:00",Conventional,1.161890384,5938230.23,1582847.80,465852.32,27842.66,1412449.49,,,,2449237.95
West,Weekly,"2021-10-10 00:00:00",Conventional,1.176708562,5947996.28,1457586.27,487632.12,33503.46,1474170.74,,,,2495103.69
"Total U.S.",Weekly,"2021-10-31 00:00:00",Conventional,1.138431590,34337672.01,9963901.86,4559558.77,351039.94,9788637.70,,,,9674533.74
"Total U.S.",Weekly,"2021-10-24 00:00:00",Conventional,1.159784692,34137969.68,10135904.26,4556780.49,404647.26,9224800.14,,,,9815837.53
"Total U.S.",Weekly,"2021-10-17 00:00:00",Conventional,1.181452083,34280127.30,9965844.91,4532507.87,371873.32,10231562.93,,,,9178338.27
"Total U.S.",Weekly,"2021-10-10 00:00:00",Conventional,1.205846624,34796407.49,10146468.34,4968169.73,432131.54,9876232.89,,,,9373404.98
Albany,Weekly,"2021-10-31 00:00:00",Organic,1.615585683,3495.04,60.17,346.46,0.00,2950.97,,,,137.44
Albany,Weekly,"2021-10-24 00:00:00",Organic,1.686750349,3299.62,44.12,364.61,0.00,2745.77,,,,145.12
Albany,Weekly,"2021-10-17 00:00:00",Organic,1.738342953,2983.86,17.69,314.15,0.00,2478.07,,,,173.95
Albany,Weekly,"2021-10-10 00:00:00",Organic,1.868702785,2848.85,39.35,390.02,0.00,2186.94,,,,232.53
Atlanta,Weekly,"2021-10-31 00:00:00",Organic,1.661971086,32653.99,171.19,2791.75,0.00,13443.40,,,,16247.65
Atlanta,Weekly,"2021-10-24 00:00:00",Organic,1.841804137,26797.59,113.08,2473.42,0.00,10044.28,,,,14166.81
Atlanta,Weekly,"2021-10-17 00:00:00",Organic,1.890408541,24983.71,45.87,2451.06,0.00,8603.43,,,,13883.35
Atlanta,Weekly,"2021-10-10 00:00:00",Organic,1.660110697,27134.09,78.18,2567.22,0.00,11259.57,,,,13229.13
