Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
"St. Louis",Weekly,"2022-01-30 00:00:00",Organic,1.875917297,10517.74,1546.04,900.58,0.00,5785.24,,,,2285.88
Syracuse,Weekly,"2022-02-20 00:00:00",Organic,1.777955650,4067.92,199.46,282.51,0.00,3530.59,,,,55.36
Syracuse,Weekly,"2022-02-13 00:00:00",Organic,1.585115432,4738.67,252.23,193.06,0.00,4255.06,,,,38.33
Syracuse,Weekly,"2022-02-06 00:00:00",Organic,1.641112381,4465.74,248.12,167.70,0.00,3975.33,,,,74.60
Syracuse,Weekly,"2022-01-30 00:00:00",Organic,1.478080756,4778.33,214.78,121.07,0.00,4393.48,,,,49.00
Tampa,Weekly,"2022-02-20 00:00:00",Organic,1.052879020,83982.55,81.19,0.00,0.00,74181.90,,,,9719.46
Tampa,Weekly,"2022-02-13 00:00:00",Organic,0.977798103,90565.20,78.53,0.00,0.00,85196.32,,,,5290.35
Tampa,Weekly,"2022-02-06 00:00:00",Organic,0.971618514,83944.07,170.75,0.00,0.00,78567.49,,,,5205.84
Tampa,Weekly,"2022-01-30 00:00:00",Organic,0.954871386,80054.24,322.18,0.00,0.00,75848.77,,,,3883.29
Toledo,Weekly,"2022-02-20 00:00:00",Organic,1.972211352,3513.89,9.29,298.12,0.00,1942.30,,,,1264.18
Toledo,Weekly,"2022-02-13 00:00:00",Organic,1.761659888,3785.30,16.77,338.04,0.00,2055.70,,,,1374.80
Toledo,Weekly,"2022-02-06 00:00:00",Organic,1.541132282,4030.65,40.23,421.48,0.00,2056.47,,,,1512.47
Toledo,Weekly,"2022-01-30 00:00:00",Organic,1.627592860,4179.39,13.52,386.46,0.00,2309.03,,,,1470.37
"West Tex/New Mexico",Weekly,"2022-02-20 00:00:00",Organic,1.209234806,36324.42,828.14,275.96,0.00,28270.52,,,,6949.79
"West Tex/New Mexico",Weekly,"2022-02-13 00:00:00",Organic,1.220872858,34450.86,1054.09,242.86,0.00,27684.40,,,,5469.51
"West Tex/New Mexico",Weekly,"2022-02-06 00:00:00",Organic,1.201288508,35801.47,1032.91,339.25,0.00,28912.51,,,,5516.78
"West Tex/New Mexico",Weekly,"2022-01-30 00:00:00",Organic,1.050701916,39852.91,887.24,415.92,0.00,33959.34,,,,4590.41
Wichita,Weekly,"2022-02-20 00:00:00",Organic,1.827521914,2993.14,311.96,7.58,0.00,1046.19,,,,1627.41
Wichita,Weekly,"2022-02-13 00:00:00",Organic,1.761279797,3291.80,286.03,5.42,0.00,1219.05,,,,1781.30
Wichita,Weekly,"2022-02-06 00:00:00",Organic,1.731070551,2992.57,290.05,16.27,0.00,1221.02,,,,1465.24
Wichita,Weekly,"2022-01-30 00:00:00",Organic,1.514004248,3220.23,321.84,0.00,0.00,1475.78,,,,1422.62
California,Weekly,"2022-02-20 00:00:00",Organic,1.865405727,300280.93,16607.00,20690.41,1.16,164411.36,,,,98571.00
California,Weekly,"2022-02-13 00:00:00",Organic,1.892807273,319568.33,16097.44,22032.80,2.86,165980.83,,,,115454.41
California,Weekly,"2022-02-06 00:00:00",Organic,1.907814751,338687.56,21203.37,23671.97,2.83,167510.98,,,,126298.41
California,Weekly,"2022-01-30 00:00:00",Organic,1.865001797,341691.26,23406.36,17662.29,0.00,169418.44,,,,131204.18
"Great Lakes",Weekly,"2022-02-20 00:00:00",Organic,1.822343860,133320.33,4207.88,11417.08,0.00,72272.42,,,,45422.96
"Great Lakes",Weekly,"2022-02-13 00:00:00",Organic,1.775455723,141343.06,2793.64,12260.54,0.00,77557.44,,,,48731.45
"Great Lakes",Weekly,"2022-02-06 00:00:00",Organic,1.588056493,180767.51,3458.07,16384.16,3.50,100744.90,,,,60176.88
"Great Lakes",Weekly,"2022-01-30 00:00:00",Organic,1.591293723,194887.95,4104.41,17011.01,0.00,109192.97,,,,64579.57
Midsouth,Weekly,"2022-02-20 00:00:00",Organic,1.708075438,233531.81,2897.75,17147.98,158.44,183416.92,,,,29910.72
Midsouth,Weekly,"2022-02-13 00:00:00",Organic,1.653450184,238167.11,2727.17,16856.23,139.46,190964.22,,,,27480.03
Midsouth,Weekly,"2022-02-06 00:00:00",Organic,1.751552489,223758.07,2677.01,17335.34,130.59,173226.08,,,,30389.05
Midsouth,Weekly,"2022-01-30 00:00:00",Organic,1.689426085,243724.28,2628.00,19239.89,99.30,187561.41,,,,34195.67
Northeast,Weekly,"2022-02-20 00:00:00",Organic,1.851788382,259559.41,18553.66,11958.11,15.10,213833.03,,,,15199.52
Northeast,Weekly,"2022-02-13 00:00:00",Organic,1.788413067,278958.50,20174.32,12143.73,34.15,232672.12,,,,13934.17
Northeast,Weekly,"2022-02-06 00:00:00",Organic,1.765991906,290233.79,18333.81,13390.42,16.38,242661.56,,,,15831.61
Northeast,Weekly,"2022-01-30 00:00:00",Organic,1.707670986,319162.01,21061.11,13676.19,8.55,270318.28,,,,14097.88
Plains,Weekly,"2022-02-20 00:00:00",Organic,1.674241231,50805.65,8487.35,1792.58,1.83,35520.32,,,,5003.57
Plains,Weekly,"2022-02-13 00:00:00",Organic,1.665734294,50959.57,8744.47,4129.37,0.00,33272.83,,,,4812.90
Plains,Weekly,"2022-02-06 00:00:00",Organic,1.641781573,50426.78,9247.53,2098.14,20.20,33565.69,,,,5495.23
Plains,Weekly,"2022-01-30 00:00:00",Organic,1.585713245,54380.07,8839.66,2101.85,20.20,37932.56,,,,5485.81
"South Central",Weekly,"2022-02-20 00:00:00",Organic,1.595117806,146635.49,12942.87,2907.59,0.00,110814.67,,,,19970.35
"South Central",Weekly,"2022-02-13 00:00:00",Organic,1.525699010,147444.65,14151.95,2825.73,0.00,109391.66,,,,21075.31
"South Central",Weekly,"2022-02-06 00:00:00",Organic,1.477549441,160388.30,15233.38,2602.03,0.00,119597.20,,,,22955.69
"South Central",Weekly,"2022-01-30 00:00:00",Organic,1.455492796,158956.32,23771.13,3294.43,0.00,114697.16,,,,17193.61
Southeast,Weekly,"2022-02-20 00:00:00",Organic,1.202686783,535166.00,2775.81,5430.90,153.30,430419.22,,,,96386.77
Southeast,Weekly,"2022-02-13 00:00:00",Organic,1.111778748,554854.22,2456.53,5502.60,61.63,477258.95,,,,69574.51
Southeast,Weekly,"2022-02-06 00:00:00",Organic,1.145619454,503374.75,2421.18,6316.14,153.15,420414.55,,,,74069.73
Southeast,Weekly,"2022-01-30 00:00:00",Organic,1.113268308,522776.25,3114.14,7259.12,60.83,443603.76,,,,68738.40
West,Weekly,"2022-02-20 00:00:00",Organic,2.041407086,245518.02,12082.41,19578.43,0.00,99966.89,,,,113890.28
West,Weekly,"2022-02-13 00:00:00",Organic,2.028082282,263602.86,12508.20,26104.41,7.98,104696.44,,,,120285.83
West,Weekly,"2022-02-06 00:00:00",Organic,1.982184194,299188.22,12956.32,25050.76,2.75,108661.00,,,,152517.38
West,Weekly,"2022-01-30 00:00:00",Organic,1.785926611,358345.67,18305.39,23651.58,12.85,108302.53,,,,208073.32
"Total U.S.",Weekly,"2022-02-20 00:00:00",Organic,1.651833399,1904817.63,78554.73,90923.09,329.82,1310654.83,,,,424355.17
"Total U.S.",Weekly,"2022-02-13 00:00:00",Organic,1.609026768,1994898.30,79653.72,101855.40,246.08,1391794.50,,,,421348.61
"Total U.S.",Weekly,"2022-02-06 00:00:00",Organic,1.625537195,2046824.98,85530.67,106848.96,329.41,1366381.96,,,,487733.98
"Total U.S.",Weekly,"2022-01-30 00:00:00",Organic,1.569661128,2193923.83,105230.21,103896.34,201.73,1441027.10,,,,543568.44
Albany,Weekly,"2022-03-20 00:00:00",Conventional,1.263511921,111632.10,34566.47,52473.11,8.12,18220.77,,,,6363.64
Albany,Weekly,"2022-03-13 00:00:00",Conventional,1.200303821,127363.37,39630.18,59889.88,6.09,21090.58,,,,6746.65
Albany,Weekly,"2022-03-06 00:00:00",Conventional,1.209530333,123381.54,35549.73,56927.21,18.08,23678.07,,,,7208.45
Albany,Weekly,"2022-02-27 00:00:00",Conventional,1.229907596,125797.51,39795.67,57420.65,8.64,21070.71,,,,7501.84
Atlanta,Weekly,"2022-03-20 00:00:00",Conventional,1.144601584,745146.98,288633.74,19640.10,44.19,132187.51,,,,304641.44
Atlanta,Weekly,"2022-03-13 00:00:00",Conventional,1.245084600,781565.97,291763.74,21777.03,69.05,135787.31,,,,332168.84
Atlanta,Weekly,"2022-03-06 00:00:00",Conventional,1.269026102,724872.01,282760.57,19571.78,111.15,132203.38,,,,290225.13
Atlanta,Weekly,"2022-02-27 00:00:00",Conventional,1.251824839,695583.54,278559.09,14159.31,77.56,125113.06,,,,277674.51
Baltimore/Washington,Weekly,"2022-03-20 00:00:00",Conventional,1.531123057,937183.89,270572.57,176553.66,2078.77,402487.71,,,,85491.18
Baltimore/Washington,Weekly,"2022-03-13 00:00:00",Conventional,1.403904701,995254.87,303866.07,204533.87,2210.66,394184.63,,,,90459.64
Baltimore/Washington,Weekly,"2022-03-06 00:00:00",Conventional,1.536985214,882795.84,234799.84,164805.71,2064.97,399900.77,,,,81224.56
Baltimore/Washington,Weekly,"2022-02-27 00:00:00",Conventional,1.501498133,925682.59,263291.55,181574.27,2257.08,397900.06,,,,80659.64
Birmingham/Montgomery,Weekly,"2022-03-20 00:00:00",Conventional,1.364228592,298600.29,132479.75,5119.55,65.91,81752.18,,,,79182.89
Birmingham/Montgomery,Weekly,"2022-03-13 00:00:00",Conventional,1.318512274,309633.14,133157.98,5220.53,46.73,82098.34,,,,89109.56
Birmingham/Montgomery,Weekly,"2022-03-06 00:00:00",Conventional,1.321870072,293676.60,132003.62,5342.07,33.54,78680.81,,,,77616.56
Birmingham/Montgomery,Weekly,"2022-02-27 00:00:00",Conventional,1.378551432,262128.86,122976.93,5891.40,37.80,68074.31,,,,65148.42
Boise,Weekly,"2022-03-20 00:00:00",Conventional,1.310339211,118887.06,16365.00,2940.13,740.89,54265.79,,,,44575.25
Boise,Weekly,"2022-03-13 00:00:00",Conventional,1.606863298,92432.10,16793.94,2111.67,759.55,26021.81,,,,46745.12
Boise,Weekly,"2022-03-06 00:00:00",Conventional,1.594914637,97408.68,17305.19,4294.84,815.60,25151.20,,,,49841.86
Boise,Weekly,"2022-02-27 00:00:00",Conventional,1.419603211,132235.34,24743.88,5357.98,641.44,27131.12,,,,74360.93
Boston,Weekly,"2022-03-20 00:00:00",Conventional,1.720375003,560011.98,59331.78,282691.13,97.97,142114.34,,,,75776.75
Boston,Weekly,"2022-03-13 00:00:00",Conventional,1.709019227,573772.00,63404.54,286248.38,226.75,142862.45,,,,81029.88
Boston,Weekly,"2022-03-06 00:00:00",Conventional,1.660556183,571680.69,61031.47,275132.99,17.64,161295.06,,,,74203.53
Boston,Weekly,"2022-02-27 00:00:00",Conventional,1.641222710,614987.53,71702.26,306444.69,25.72,164551.14,,,,72263.72
Buffalo/Rochester,Weekly,"2022-03-20 00:00:00",Conventional,1.497819156,164766.80,24561.57,38907.57,839.22,95082.57,,,,5375.87
Buffalo/Rochester,Weekly,"2022-03-13 00:00:00",Conventional,1.440667307,179695.89,26959.46,39692.73,259.77,107027.04,,,,5756.89
Buffalo/Rochester,Weekly,"2022-03-06 00:00:00",Conventional,1.433665351,174471.72,23609.88,42355.07,234.19,102901.44,,,,5371.14
Buffalo/Rochester,Weekly,"2022-02-27 00:00:00",Conventional,1.427824835,171741.60,27506.17,43400.86,919.37,92935.32,,,,6979.88
Charlotte,Weekly,"2022-03-20 00:00:00",Conventional,1.488405518,317989.10,133853.77,50016.45,2570.70,113300.84,,,,18247.35
Charlotte,Weekly,"2022-03-13 00:00:00",Conventional,1.492273231,312188.60,118695.79,46332.98,2258.97,124112.86,,,,20788.00
Charlotte,Weekly,"2022-03-06 00:00:00",Conventional,1.404455926,343255.62,127687.67,48090.87,2656.98,147760.11,,,,17059.98
Charlotte,Weekly,"2022-02-27 00:00:00",Conventional,1.416730524,329663.54,138148.55,52436.44,3058.70,119078.72,,,,16941.12
Chicago,Weekly,"2022-03-20 00:00:00",Conventional,1.611122956,705957.98,137138.28,64743.07,23089.02,195725.01,,,,285262.61
Chicago,Weekly,"2022-03-13 00:00:00",Conventional,1.570575449,756717.88,133150.24,76674.17,26613.10,208045.18,,,,312235.20
Chicago,Weekly,"2022-03-06 00:00:00",Conventional,1.576651910,748279.00,128605.83,80776.24,28520.10,191509.37,,,,318867.47
Chicago,Weekly,"2022-02-27 00:00:00",Conventional,1.534776437,751786.33,133228.57,99656.22,27926.81,178401.44,,,,312573.30
Cincinnati/Dayton,Weekly,"2022-03-20 00:00:00",Conventional,1.207295286,317571.32,105919.01,11747.02,98.30,36252.76,,,,163554.23
Cincinnati/Dayton,Weekly,"2022-03-13 00:00:00",Conventional,1.189442109,344551.47,117788.52,16592.24,118.08,42163.77,,,,167888.85
Cincinnati/Dayton,Weekly,"2022-03-06 00:00:00",Conventional,1.238045676,314692.35,97765.83,14805.70,95.87,40709.01,,,,161315.94
Cincinnati/Dayton,Weekly,"2022-02-27 00:00:00",Conventional,1.204022230,337366.88,103680.69,17586.92,90.94,42198.69,,,,173809.65
Columbus,Weekly,"2022-03-20 00:00:00",Conventional,1.209173221,262154.47,86954.74,7239.56,72.64,40290.32,,,,127597.20
Columbus,Weekly,"2022-03-13 00:00:00",Conventional,1.177431811,282849.71,92959.71,10631.12,93.20,45120.74,,,,134044.93
Columbus,Weekly,"2022-03-06 00:00:00",Conventional,1.216545237,266699.39,90532.03,8621.70,58.93,43680.00,,,,123806.74
Columbus,Weekly,"2022-02-27 00:00:00",Conventional,1.141354180,276443.70,89277.65,11414.65,90.35,42587.17,,,,133073.88
"Dallas/Ft. Worth",Weekly,"2022-03-20 00:00:00",Conventional,1.081367303,1377985.03,422753.44,78922.75,3647.81,443027.02,,,,429634.00
"Dallas/Ft. Worth",Weekly,"2022-03-13 00:00:00",Conventional,1.123771682,1313768.44,413350.18,83268.40,3659.03,407995.96,,,,405494.88
"Dallas/Ft. Worth",Weekly,"2022-03-06 00:00:00",Conventional,1.073984342,1283267.43,365727.72,108209.75,4254.44,435225.94,,,,369849.58
"Dallas/Ft. Worth",Weekly,"2022-02-27 00:00:00",Conventional,1.022057049,1372512.27,416528.19,136748.78,4263.08,433481.61,,,,381490.61
Denver,Weekly,"2022-03-20 00:00:00",Conventional,1.504576393,847363.70,147143.91,40781.65,23471.31,216700.77,,,,419266.07
Denver,Weekly,"2022-03-13 00:00:00",Conventional,1.485697109,829272.92,138750.92,58417.48,16022.58,225492.71,,,,390589.22
Denver,Weekly,"2022-03-06 00:00:00",Conventional,1.322385376,856572.92,140122.98,104408.95,2534.41,232891.43,,,,376615.14
Denver,Weekly,"2022-02-27 00:00:00",Conventional,1.280026306,918965.55,160067.92,88988.96,2857.53,266356.93,,,,400694.21
Detroit,Weekly,"2022-03-20 00:00:00",Conventional,1.239547773,467601.45,169074.93,18549.21,21703.57,81404.45,,,,176869.29
Detroit,Weekly,"2022-03-13 00:00:00",Conventional,1.232872557,482643.19,167242.54,20908.10,24181.14,81259.57,,,,189051.85
Detroit,Weekly,"2022-03-06 00:00:00",Conventional,1.308396049,451717.38,141651.36,16743.24,23398.04,89077.36,,,,180847.37
Detroit,Weekly,"2022-02-27 00:00:00",Conventional,1.236145572,483549.15,141705.89,21188.78,38871.78,92040.38,,,,189742.33
"Grand Rapids",Weekly,"2022-03-20 00:00:00",Conventional,1.678819610,151699.87,50449.80,21657.24,22873.22,46043.37,,,,10676.24
"Grand Rapids",Weekly,"2022-03-13 00:00:00",Conventional,1.773047745,128208.50,31564.82,21024.93,23264.11,43689.93,,,,8664.71
"Grand Rapids",Weekly,"2022-03-06 00:00:00",Conventional,1.862313221,130411.72,25091.09,22098.94,24190.66,47503.22,,,,11527.80
"Grand Rapids",Weekly,"2022-02-27 00:00:00",Conventional,1.688596776,156940.50,24501.13,29591.86,45328.53,46416.50,,,,11102.48
Harrisburg/Scranton,Weekly,"2022-03-20 00:00:00",Conventional,1.491153623,334635.21,138025.14,61124.64,131.48,118699.04,,,,16654.91
Harrisburg/Scranton,Weekly,"2022-03-13 00:00:00",Conventional,1.446633735,345675.33,136774.59,62709.80,33.75,127560.27,,,,18596.93
Harrisburg/Scranton,Weekly,"2022-03-06 00:00:00",Conventional,1.448927870,324803.84,124078.96,60625.97,48.40,127686.22,,,,12364.29
Harrisburg/Scranton,Weekly,"2022-02-27 00:00:00",Conventional,1.440853356,374766.37,152011.32,70988.11,38.48,135149.45,,,,16579.01
Hartford/Springfield,Weekly,"2022-03-20 00:00:00",Conventional,1.614896853,309262.46,35524.37,193682.76,1573.51,69551.59,,,,8930.23
Hartford/Springfield,Weekly,"2022-03-13 00:00:00",Conventional,1.610654052,313553.55,37420.03,199244.97,1790.14,64595.77,,,,10502.63
Hartford/Springfield,Weekly,"2022-03-06 00:00:00",Conventional,1.579246691,308675.68,37227.39,184402.27,2153.63,75010.04,,,,9882.34
Hartford/Springfield,Weekly,"2022-02-27 00:00:00",Conventional,1.541358276,377413.09,55232.91,224462.57,5015.20,83400.48,,,,9301.93
Houston,Weekly,"2022-03-20 00:00:00",Conventional,1.083269085,873137.91,314434.17,71971.48,4198.38,173425.27,,,,309108.61
Houston,Weekly,"2022-03-13 00:00:00",Conventional,1.115527264,854939.89,298443.93,75962.75,3680.77,190549.47,,,,286302.97
Houston,Weekly,"2022-03-06 00:00:00",Conventional,1.041950452,886243.61,331705.08,73191.69,3746.83,185756.62,,,,291843.38
Houston,Weekly,"2022-02-27 00:00:00",Conventional,1.034502612,926442.90,361853.62,80676.54,4084.22,192324.77,,,,287503.75
Indianapolis,Weekly,"2022-03-20 00:00:00",Conventional,1.175123008,261821.13,91296.55,13120.27,114.55,50203.98,,,,107085.78
Indianapolis,Weekly,"2022-03-13 00:00:00",Conventional,1.128008262,279114.40,89289.23,17854.68,276.70,56514.29,,,,115179.50
Indianapolis,Weekly,"2022-03-06 00:00:00",Conventional,1.208834115,259192.64,84683.25,16179.73,177.86,51576.34,,,,106575.46
Indianapolis,Weekly,"2022-02-27 00:00:00",Conventional,1.175380850,269621.77,85626.01,22051.32,248.07,45848.94,,,,115847.43
Jacksonville,Weekly,"2022-03-20 00:00:00",Conventional,1.510339806,182422.74,91358.29,5277.70,46.06,47909.04,,,,37831.66
Jacksonville,Weekly,"2022-03-13 00:00:00",Conventional,1.596258604,159486.88,76575.87,4828.57,40.87,41604.29,,,,36437.28
Jacksonville,Weekly,"2022-03-06 00:00:00",Conventional,1.564005361,165231.74,76403.98,5606.00,36.23,43966.23,,,,39219.30
Jacksonville,Weekly,"2022-02-27 00:00:00",Conventional,1.531136907,178623.49,82700.48,5818.53,44.38,48347.71,,,,41712.39
"Las Vegas",Weekly,"2022-03-20 00:00:00",Conventional,1.262699690,377084.44,67209.52,13914.38,160.94,111014.89,,,,184784.72
"Las Vegas",Weekly,"2022-03-13 00:00:00",Conventional,1.237974381,384168.97,64722.14,13780.34,122.40,111321.98,,,,194222.11
"Las Vegas",Weekly,"2022-03-06 00:00:00",Conventional,1.344593739,403930.73,60569.79,12838.01,189.53,106792.85,,,,223540.56
"Las Vegas",Weekly,"2022-02-27 00:00:00",Conventional,1.279571180,367408.65,65360.96,11705.03,1225.38,123152.83,,,,165964.46
"Los Angeles",Weekly,"2022-03-20 00:00:00",Conventional,1.407356537,2679278.50,495251.08,22560.87,95091.91,738654.55,,,,1327720.10
"Los Angeles",Weekly,"2022-03-13 00:00:00",Conventional,1.388492602,2925114.05,527864.17,26709.20,83396.50,698228.75,,,,1588915.42
"Los Angeles",Weekly,"2022-03-06 00:00:00",Conventional,1.411658668,2733497.58,510876.07,31519.73,80133.45,742879.04,,,,1368089.29
"Los Angeles",Weekly,"2022-02-27 00:00:00",Conventional,1.377442451,2739634.61,508011.77,34061.36,82833.74,722019.58,,,,1392708.16
Louisville,Weekly,"2022-03-20 00:00:00",Conventional,1.148678727,131349.31,35417.79,5406.90,28.21,33574.32,,,,56922.09
Louisville,Weekly,"2022-03-13 00:00:00",Conventional,1.100341217,153181.95,43805.85,6468.37,38.19,35313.58,,,,67555.95
Louisville,Weekly,"2022-03-06 00:00:00",Conventional,1.125921993,130996.09,33086.72,5053.19,50.20,34065.23,,,,58740.76
Louisville,Weekly,"2022-02-27 00:00:00",Conventional,1.126662208,135392.47,39353.96,7229.71,22.90,30893.64,,,,57892.27
"Miami/Ft. Lauderdale",Weekly,"2022-03-20 00:00:00",Conventional,1.543677093,760620.71,392871.21,23536.55,124.59,170370.52,,,,173717.83
"Miami/Ft. Lauderdale",Weekly,"2022-03-13 00:00:00",Conventional,1.630701384,733985.65,369811.37,23486.90,192.21,173207.20,,,,167287.96
"Miami/Ft. Lauderdale",Weekly,"2022-03-06 00:00:00",Conventional,1.578936905,730020.43,380944.54,22781.42,144.23,187913.27,,,,138236.96
"Miami/Ft. Lauderdale",Weekly,"2022-02-27 00:00:00",Conventional,1.578280913,762295.09,396727.56,16892.66,253.41,175334.98,,,,173086.49
Nashville,Weekly,"2022-03-20 00:00:00",Conventional,1.246268034,292021.14,103971.43,6116.47,0.94,86844.63,,,,95087.66
Nashville,Weekly,"2022-03-13 00:00:00",Conventional,1.195350555,304746.35,102639.47,6338.82,25.96,91599.95,,,,104142.15
Nashville,Weekly,"2022-03-06 00:00:00",Conventional,1.206281141,287676.07,98140.77,6385.57,37.56,80857.00,,,,102255.16
Nashville,Weekly,"2022-02-27 00:00:00",Conventional,1.265677032,269853.82,90525.84,8037.75,9.12,78200.30,,,,93080.81
"Northern New England",Weekly,"2022-03-20 00:00:00",Conventional,1.454566992,437195.27,162299.14,150945.70,30.88,75598.35,,,,48321.20
"Northern New England",Weekly,"2022-03-13 00:00:00",Conventional,1.424689866,457579.63,167424.64,158419.81,10.46,82868.39,,,,48856.33
"Northern New England",Weekly,"2022-03-06 00:00:00",Conventional,1.390358177,448155.54,163208.32,156632.84,12.52,84958.35,,,,43343.50
"Northern New England",Weekly,"2022-02-27 00:00:00",Conventional,1.408389220,443982.82,166305.68,155990.41,8.35,76077.29,,,,45601.09
"New Orleans/Mobile",Weekly,"2022-03-20 00:00:00",Conventional,1.322178982,290510.54,120628.21,13268.50,41.39,120630.86,,,,35941.57
"New Orleans/Mobile",Weekly,"2022-03-13 00:00:00",Conventional,1.213821184,311052.10,119919.60,11637.57,44.27,135584.44,,,,43866.21
"New Orleans/Mobile",Weekly,"2022-03-06 00:00:00",Conventional,1.241228477,279632.85,102541.36,14350.89,33.00,117162.73,,,,45544.87
"New Orleans/Mobile",Weekly,"2022-02-27 00:00:00",Conventional,1.227604329,254568.35,98836.83,11489.90,30.17,101830.37,,,,42381.09
"New York",Weekly,"2022-03-20 00:00:00",Conventional,1.663410231,1603503.91,407950.35,619680.71,418.47,493557.74,,,,81896.63
"New York",Weekly,"2022-03-13 00:00:00",Conventional,1.666101045,1632765.73,422775.31,627667.83,538.59,489110.03,,,,92673.96
"New York",Weekly,"2022-03-06 00:00:00",Conventional,1.625675278,1595418.32,413067.34,602881.92,382.31,495560.16,,,,83526.58
"New York",Weekly,"2022-02-27 00:00:00",Conventional,1.518341217,2225390.40,790954.48,740019.67,392.30,600178.38,,,,93845.57
Orlando,Weekly,"2022-03-20 00:00:00",Conventional,1.533893388,413481.01,194589.88,7385.25,15.39,120493.58,,,,90996.90
Orlando,Weekly,"2022-03-13 00:00:00",Conventional,1.540581236,408269.88,183551.12,6866.36,20.25,124557.29,,,,93274.86
Orlando,Weekly,"2022-03-06 00:00:00",Conventional,1.523438441,400210.42,190800.64,7006.13,19.31,105853.01,,,,96531.34
Orlando,Weekly,"2022-02-27 00:00:00",Conventional,1.520845923,412470.14,210077.91,7487.12,37.57,121612.18,,,,73255.36
Peoria/Springfield,Weekly,"2022-03-20 00:00:00",Conventional,1.178544856,119267.90,40991.42,6528.48,80.13,33611.97,,,,38055.90
Peoria/Springfield,Weekly,"2022-03-13 00:00:00",Conventional,1.137553321,129764.17,42088.59,9479.30,82.64,37090.57,,,,41023.08
Peoria/Springfield,Weekly,"2022-03-06 00:00:00",Conventional,1.227416778,115833.13,37311.31,8807.19,68.75,35633.77,,,,34012.10
Peoria/Springfield,Weekly,"2022-02-27 00:00:00",Conventional,1.164149753,129538.73,40327.18,15912.77,63.26,37417.88,,,,35817.64
Philadelphia,Weekly,"2022-03-20 00:00:00",Conventional,1.515307171,540282.25,177760.07,100937.15,214.00,210095.35,,,,51275.67
Philadelphia,Weekly,"2022-03-13 00:00:00",Conventional,1.535824950,534671.88,177572.62,100769.57,245.85,201318.57,,,,54765.27
Philadelphia,Weekly,"2022-03-06 00:00:00",Conventional,1.541059151,529310.44,177527.75,96998.53,212.39,203379.07,,,,51192.70
Philadelphia,Weekly,"2022-02-27 00:00:00",Conventional,1.450472415,636735.38,230468.96,119512.81,305.41,232261.13,,,,54187.08
Phoenix/Tucson,Weekly,"2022-03-20 00:00:00",Conventional,1.194706493,1177417.00,346784.13,116087.72,6086.47,170174.78,,,,538283.90
Phoenix/Tucson,Weekly,"2022-03-13 00:00:00",Conventional,1.180682202,1186919.41,355592.44,115853.72,5538.17,174960.26,,,,534974.82
Phoenix/Tucson,Weekly,"2022-03-06 00:00:00",Conventional,1.319214996,1202745.06,290440.62,120025.09,5182.08,184304.74,,,,602792.52
Phoenix/Tucson,Weekly,"2022-02-27 00:00:00",Conventional,1.106249988,1199279.41,391299.42,111888.08,4179.88,230189.07,,,,461722.96
Pittsburgh,Weekly,"2022-03-20 00:00:00",Conventional,1.677548026,118782.60,44045.69,2972.15,9.39,40375.17,,,,31380.19
Pittsburgh,Weekly,"2022-03-13 00:00:00",Conventional,1.671190800,122257.20,44205.99,3364.71,3.71,45414.03,,,,29268.76
Pittsburgh,Weekly,"2022-03-06 00:00:00",Conventional,1.661820185,104904.66,39686.94,2679.29,5.67,31020.79,,,,31511.97
Pittsburgh,Weekly,"2022-02-27 00:00:00",Conventional,1.112014860,158174.06,66637.71,5653.84,9.45,36988.33,,,,48884.73
Portland,Weekly,"2022-03-20 00:00:00",Conventional,1.554686959,534135.37,103400.61,30853.63,6334.11,113240.26,,,,280306.76
Portland,Weekly,"2022-03-13 00:00:00",Conventional,1.483738959,528152.58,104597.36,26013.99,6036.41,119073.19,,,,272431.63
Portland,Weekly,"2022-03-06 00:00:00",Conventional,1.411925371,587628.61,99847.74,46712.46,5684.24,124733.29,,,,310650.88
Portland,Weekly,"2022-02-27 00:00:00",Conventional,1.444737801,579584.34,92946.52,55315.03,4800.61,117459.43,,,,309062.75
Providence,Weekly,"2022-03-20 00:00:00",Conventional,1.814060020,77010.77,6035.12,43730.02,23.38,15115.72,,,,12106.54
Providence,Weekly,"2022-03-13 00:00:00",Conventional,1.807454258,80964.12,6128.60,46665.36,26.89,15754.07,,,,12389.20
Providence,Weekly,"2022-03-06 00:00:00",Conventional,1.744398707,80702.84,7410.04,43921.41,20.27,18373.09,,,,10978.02
Providence,Weekly,"2022-02-27 00:00:00",Conventional,1.682768497,91787.93,7850.97,49332.57,47.93,24610.05,,,,9946.42
Raleigh/Greensboro,Weekly,"2022-03-20 00:00:00",Conventional,1.430187952,391283.35,170592.29,66992.34,1927.57,137341.99,,,,14429.16
Raleigh/Greensboro,Weekly,"2022-03-13 00:00:00",Conventional,1.431868851,389667.03,149632.83,60608.54,1967.29,152401.17,,,,25057.20
Raleigh/Greensboro,Weekly,"2022-03-06 00:00:00",Conventional,1.357034922,408239.36,146273.97,61032.71,1985.49,182299.84,,,,16647.36
Raleigh/Greensboro,Weekly,"2022-02-27 00:00:00",Conventional,1.349801633,405201.09,162031.39,63415.77,2209.03,158979.17,,,,18565.73
