Week Ending,Geography,Type,ASP,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
1/23/2022,California,Conventional,1.426292325,5934897.87,1542076.29,562079.04,163560.59,1315035.76,2352146.18
1/16/2022,California,Conventional,1.412093977,5909254.16,1714591.2,549155,135207.19,1441219.87,2069080.9
1/9/2022,California,Conventional,1.27570071,6168021.13,1382604.52,691142.75,165735.32,1454580.16,2473958.37
1/2/2022,California,Conventional,1.204160742,6309795.37,1328170.4,778296.63,182941.17,1309717.65,2710669.51
1/23/2022,Great Lakes,Conventional,1.205796938,3972117.03,984900.78,503376.17,225913.18,836305.08,1421621.83
1/16/2022,Great Lakes,Conventional,1.133069484,4222604.01,1064787.03,429619.16,141170.87,995313.87,1591713.09
1/9/2022,Great Lakes,Conventional,1.079471904,4211116.2,1281752.61,431599.49,146823.32,832116.95,1518823.83
1/2/2022,Great Lakes,Conventional,0.940627899,4903981.56,1106859.87,735858.85,379234.2,789912.39,1892116.25
1/23/2022,Midsouth,Conventional,1.303678822,3634375.94,1218808.03,497566.39,12687.55,1250375.87,654938.1
1/16/2022,Midsouth,Conventional,1.224143835,4242944.8,1355900.48,548332.81,13407.59,1446441.13,878862.78
1/9/2022,Midsouth,Conventional,1.108097461,4263565.8,1525541.35,564971.17,15280.6,1375580.73,782191.93
1/2/2022,Midsouth,Conventional,1.096527159,4040403.36,1338382.5,493264.92,15253.58,1416662.62,776839.74
1/23/2022,Northeast,Conventional,1.41942692,5224821.87,1205715.78,1896277.32,1201.6,1717455.38,404171.79
1/16/2022,Northeast,Conventional,1.348573984,5893124.13,1649183.56,1947744.65,1440.3,1767996.03,526759.59
1/9/2022,Northeast,Conventional,1.372697887,5333437.47,1246494.22,1970650.48,1465.21,1706592.15,408235.42
1/2/2022,Northeast,Conventional,1.256217667,5397153.96,1620128.78,2038103.74,1229.91,1365776.24,371915.3
1/23/2022,Plains,Conventional,1.284293231,1810913.41,578016.69,324800.64,1787.62,543673.69,362634.77
1/16/2022,Plains,Conventional,1.264119091,1886878.31,536119.93,354942.25,2134.31,631216.24,362465.58
1/9/2022,Plains,Conventional,1.213142197,1726734.37,503548.96,351139.7,1579.52,534220.84,336245.36
1/2/2022,Plains,Conventional,1.018229638,1950985.34,541724.69,566324.98,2116.42,521507.32,319311.93
1/23/2022,South Central,Conventional,1.07483289,4886704.65,1653500.37,548357.67,68143,1535516.81,1081186.8
1/16/2022,South Central,Conventional,1.06718596,5092528.08,1723805.65,493543.36,70219.49,1673659.66,1131299.92
1/9/2022,South Central,Conventional,0.996252109,4795388.56,1533911.44,646062.65,67758.49,1485922.69,1061733.29
1/2/2022,South Central,Conventional,0.859506893,5306150.57,1656356.87,670286.62,68721.06,1928229.46,982556.57
1/23/2022,Southeast,Conventional,1.266365524,4652113.04,2044222.15,169445.85,2952.37,1236302.28,1199190.39
1/16/2022,Southeast,Conventional,1.254142283,5039884.41,2191731.68,192234.53,3071.71,1284614.19,1368232.3
1/9/2022,Southeast,Conventional,1.206295262,4872135.04,2181869.46,201978.2,2965.04,1216460.45,1268861.89
1/2/2022,Southeast,Conventional,1.064581655,5028583.23,2377384.54,185570.4,2792.08,1185332,1277504.48
1/23/2022,West,Conventional,1.216607247,6792907.22,1564098.75,619077.46,30263.38,1542122.22,3037345.4
1/16/2022,West,Conventional,1.287942031,6607770.93,1452195.79,596755.93,27206.38,1559470.99,2972141.83
1/9/2022,West,Conventional,1.133430678,6886368.02,1421427.09,749746.65,33078.32,1579596.87,3102519.09
1/2/2022,West,Conventional,1.026909176,7036005.57,1427840.67,776648.62,35648.66,1404477.93,3391389.69
1/23/2022,California,Organic,1.851263999,358253.77,19740.12,17882.6,5.86,171596.19,149029.01
1/16/2022,California,Organic,1.806706635,415901.17,22005.9,17769.64,2.92,176412.09,199710.62
1/9/2022,California,Organic,1.948208583,268115.92,16931.63,20140.95,14.51,122418.7,108610.14
1/2/2022,California,Organic,1.871531299,316962.52,18555.53,19420.91,0,149152.24,129833.83
1/23/2022,Great Lakes,Organic,1.581405211,188249.43,3821.89,15789.08,1.2,99720.49,68916.78
1/16/2022,Great Lakes,Organic,1.455725911,199455.55,4388.66,16397.89,0,111742.58,66926.42
1/9/2022,Great Lakes,Organic,1.574685195,165225.36,4423.23,16118.76,0,86908.85,57774.52
1/2/2022,Great Lakes,Organic,1.602071652,161488.19,4936.59,15658.1,0,74936.01,65957.49
1/23/2022,Midsouth,Organic,1.665594396,215227.92,2837.19,20663.12,82.3,153684.64,37960.67
1/16/2022,Midsouth,Organic,1.608059137,230045.16,2251.47,22760.79,91.61,164002.08,40939.22
1/9/2022,Midsouth,Organic,1.523334893,263868.48,2390.26,21975.36,76.01,202196.54,37230.3
1/2/2022,Midsouth,Organic,1.673893831,215685.84,2059.23,19708.23,83.37,159774.43,34060.57
1/23/2022,Northeast,Organic,1.73989593,294230.85,39179.82,14084.3,11.86,225328.55,15626.32
1/16/2022,Northeast,Organic,1.754481015,300293.07,24638.83,13483.74,11.74,243989.67,18169.09
1/9/2022,Northeast,Organic,1.679581473,356138.16,21719.41,15488.2,4.52,302604.37,16321.67
1/2/2022,Northeast,Organic,1.777734784,227030.67,21099.01,14180.99,23.98,176733.39,14993.3
1/23/2022,Plains,Organic,1.658772812,48018.66,9267.42,1991.68,50.5,31675.32,5033.74
1/16/2022,Plains,Organic,1.740967804,51743.33,10444.77,2120.66,16.96,33231.2,5929.74
1/9/2022,Plains,Organic,1.628020098,54779.24,13060.53,2001.8,83.69,33209.71,6423.51
1/2/2022,Plains,Organic,1.62493365,49345.02,8251.3,2302.95,10.09,30773.68,8006.99
1/23/2022,South Central,Organic,1.456346957,179162.41,32552.47,4479.46,0,121713.34,20417.14
1/16/2022,South Central,Organic,1.456067818,155621.56,13710.88,2447.73,0,115288.22,24174.73
1/9/2022,South Central,Organic,1.432041651,156538.04,15256.41,2128.29,0,110600.98,28552.37
1/2/2022,South Central,Organic,1.441908141,141130.22,14637.41,2484.56,0,98411.88,25596.36
1/23/2022,Southeast,Organic,1.099615818,530498.29,3810.14,7011.84,37.3,449892.2,69746.82
1/16/2022,Southeast,Organic,1.109043051,540681.15,2187.8,8429.38,25.08,448122.64,81916.26
1/9/2022,Southeast,Organic,1.065466257,571535.42,2023.68,7338.27,50.21,458597.13,103526.11
1/2/2022,Southeast,Organic,1.099630888,507215.2,1810.4,6576.38,11.1,375870.58,122946.75
1/23/2022,West,Organic,1.729660512,362915.65,18270.62,21219.14,32.32,132411.56,190982.01
1/16/2022,West,Organic,1.92317573,311628.49,23701.56,20849.49,11.69,109983.35,157082.39
1/9/2022,West,Organic,1.782967949,396879.69,22760.4,23865.07,187.53,106025.71,244040.98
1/2/2022,West,Organic,1.803923195,368537.48,20580.38,21390.03,79.64,91372.47,235114.95
2/20/2022,California,Conventional,1.403706194,6032406.98,1423224.65,442717.5,199747.41,1435679.09,2531038.34
2/13/2022,California,Conventional,1.260999731,8213748.6,1710552.29,768988.82,251589.31,2409800.72,3072817.46
2/6/2022,California,Conventional,1.416634265,5895908.89,1399747.05,589107.51,140306.39,1444134.6,2322613.35
1/30/2022,California,Conventional,1.297938551,6653424.24,1563454.6,697109.06,201501.32,1414195.71,2777163.55
2/20/2022,Great Lakes,Conventional,1.246402122,4006188.79,1212707.27,363211.78,126966.79,865585.49,1437717.46
2/13/2022,Great Lakes,Conventional,1.171541825,5958123.19,1729057.52,697384.85,349862.1,872990.77,2308827.96
2/6/2022,Great Lakes,Conventional,1.181169375,4174432.06,1087139.82,360792.97,132141.94,1111669.92,1482687.41
1/30/2022,Great Lakes,Conventional,1.083074346,4578795.46,1323055.69,447464.63,126497.27,858079.63,1823698.24
2/20/2022,Midsouth,Conventional,1.230383905,4261383.97,1528409.94,496935.11,10989.3,1391125.06,833924.56
2/13/2022,Midsouth,Conventional,1.207536511,4768171.83,1864395.96,604642.17,12941.6,1358446.7,927745.4
2/6/2022,Midsouth,Conventional,1.296830581,3903254.22,1304762.07,501258.9,12395.39,1371688.05,713149.81
1/30/2022,Midsouth,Conventional,1.269750903,3915618.04,1336969.57,529688.59,12872.91,1323563.49,712523.49
2/20/2022,Northeast,Conventional,1.452032302,5562127.46,1535028.96,1917351.76,1441.37,1650584.02,457721.34
2/13/2022,Northeast,Conventional,1.396732051,7199010.06,2540594.91,2466859.49,1891.02,1719796.91,469867.73
2/6/2022,Northeast,Conventional,1.462482043,5148079.95,1247567.29,1759535.23,3261.12,1757354.73,380361.57
1/30/2022,Northeast,Conventional,1.432087818,6317471.13,1864080.02,2273211.58,1558.43,1733288.64,445332.46
2/20/2022,Plains,Conventional,1.206987876,2021018.1,690130.59,373857.13,2098.72,569426.87,385504.47
2/13/2022,Plains,Conventional,1.165925058,2314973.9,785877.51,507030.96,2031.35,610118.63,409915.46
2/6/2022,Plains,Conventional,1.234608765,1835463.52,583443.71,341349.16,2031.92,577252.97,331385.76
1/30/2022,Plains,Conventional,1.256459763,1842460.11,585979.5,306449.02,1719.45,574647.59,373664.55
2/20/2022,South Central,Conventional,1.022521655,5446539.64,2118394.08,402508.19,32862.06,1573836.46,1318938.85
2/13/2022,South Central,Conventional,0.952527779,6198826.48,2236387.93,491775.21,59036.61,2134934.99,1276691.75
2/6/2022,South Central,Conventional,1.11758425,4924113.88,1729060.69,512718.26,43324.47,1543547.32,1095463.15
1/30/2022,South Central,Conventional,1.111615286,4950732.42,1684465.22,582309.54,75641.89,1480704.07,1127611.7
2/20/2022,Southeast,Conventional,1.26515053,4818641.03,2245035.62,145772.07,2405.48,1123344.28,1302083.58
2/13/2022,Southeast,Conventional,1.167466538,6117369.59,3060721.46,195199.83,2462.64,1172364.57,1686621.1
2/6/2022,Southeast,Conventional,1.286641023,4943836.13,2247816.69,182101.78,2377.44,1274089.83,1237450.38
1/30/2022,Southeast,Conventional,1.286320655,4735824.94,2108458.87,173123.03,2230.61,1253006.81,1199005.62
2/20/2022,West,Conventional,1.250024863,7055445.25,1868588.84,483117.4,28538.87,1598802.79,3076397.36
2/13/2022,West,Conventional,1.227213998,8460819.44,2173768.29,601293.15,33578.46,1658090.44,3994089.1
2/6/2022,West,Conventional,1.264563632,7022300,1512423.98,583851.12,27996.83,1595207.88,3302820.19
1/30/2022,West,Conventional,1.241857783,6703346.71,1514654.65,601434.32,27641.95,1521184.33,3038431.47
2/20/2022,California,Organic,1.865405727,300280.93,16607,20690.41,1.16,164411.36,98571
2/13/2022,California,Organic,1.892807273,319568.33,16097.44,22032.8,2.86,165980.83,115454.41
2/6/2022,California,Organic,1.907814751,338687.56,21203.37,23671.97,2.83,167510.98,126298.41
1/30/2022,California,Organic,1.865001797,341691.26,23406.36,17662.29,0,169418.44,131204.18
2/20/2022,Great Lakes,Organic,1.82234386,133320.33,4207.88,11417.08,0,72272.42,45422.96
2/13/2022,Great Lakes,Organic,1.775455723,141343.06,2793.64,12260.54,0,77557.44,48731.45
2/6/2022,Great Lakes,Organic,1.588056493,180767.51,3458.07,16384.16,3.5,100744.9,60176.88
1/30/2022,Great Lakes,Organic,1.591293723,194887.95,4104.41,17011.01,0,109192.97,64579.57
2/20/2022,Midsouth,Organic,1.708075438,233531.81,2897.75,17147.98,158.44,183416.92,29910.72
2/13/2022,Midsouth,Organic,1.653450184,238167.11,2727.17,16856.23,139.46,190964.22,27480.03
2/6/2022,Midsouth,Organic,1.751552489,223758.07,2677.01,17335.34,130.59,173226.08,30389.05
1/30/2022,Midsouth,Organic,1.689426085,243724.28,2628,19239.89,99.3,187561.41,34195.67
2/20/2022,Northeast,Organic,1.851788382,259559.41,18553.66,11958.11,15.1,213833.03,15199.52
2/13/2022,Northeast,Organic,1.788413067,278958.5,20174.32,12143.73,34.15,232672.12,13934.17
2/6/2022,Northeast,Organic,1.765991906,290233.79,18333.81,13390.42,16.38,242661.56,15831.61
1/30/2022,Northeast,Organic,1.707670986,319162.01,21061.11,13676.19,8.55,270318.28,14097.88
2/20/2022,Plains,Organic,1.674241231,50805.65,8487.35,1792.58,1.83,35520.32,5003.57
2/13/2022,Plains,Organic,1.665734294,50959.57,8744.47,4129.37,0,33272.83,4812.9
2/6/2022,Plains,Organic,1.641781573,50426.78,9247.53,2098.14,20.2,33565.69,5495.23
1/30/2022,Plains,Organic,1.585713245,54380.07,8839.66,2101.85,20.2,37932.56,5485.81
2/20/2022,South Central,Organic,1.595117806,146635.49,12942.87,2907.59,0,110814.67,19970.35
2/13/2022,South Central,Organic,1.52569901,147444.65,14151.95,2825.73,0,109391.66,21075.31
2/6/2022,South Central,Organic,1.477549441,160388.3,15233.38,2602.03,0,119597.2,22955.69
1/30/2022,South Central,Organic,1.455492796,158956.32,23771.13,3294.43,0,114697.16,17193.61
2/20/2022,Southeast,Organic,1.202686783,535166,2775.81,5430.9,153.3,430419.22,96386.77
2/13/2022,Southeast,Organic,1.111778748,554854.22,2456.53,5502.6,61.63,477258.95,69574.51
2/6/2022,Southeast,Organic,1.145619454,503374.75,2421.18,6316.14,153.15,420414.55,74069.73
1/30/2022,Southeast,Organic,1.113268308,522776.25,3114.14,7259.12,60.83,443603.76,68738.4
2/20/2022,West,Organic,2.041407086,245518.02,12082.41,19578.43,0,99966.89,113890.28
2/13/2022,West,Organic,2.028082282,263602.86,12508.2,26104.41,7.98,104696.44,120285.83
2/6/2022,West,Organic,1.982184194,299188.22,12956.32,25050.76,2.75,108661,152517.38
1/30/2022,West,Organic,1.785926611,358345.67,18305.39,23651.58,12.85,108302.53,208073.32
3/20/2022,California,Conventional,1.432239371,5479048.47,1250478.26,362152.13,127369.16,1352474.64,2386574.29
3/13/2022,California,Conventional,1.489590609,6046572.99,1127141.84,494637.04,110524.7,1265821.95,3048447.46
3/6/2022,California,Conventional,1.509157129,5347882,1074261.12,460868.54,107770.72,1385245.75,2319735.87
2/27/2022,California,Conventional,1.510758677,5776922.14,1139540.06,532615.39,112432.33,1326882.61,2665451.76
3/20/2022,Great Lakes,Conventional,1.340040837,3760310.11,1131589.9,314486.61,105642.44,808840.14,1399751.03
3/13/2022,Great Lakes,Conventional,1.313802121,3935453.23,1107788.73,359624.5,116889.73,867692.22,1483458.04
3/6/2022,Great Lakes,Conventional,1.370028459,3724685.98,1016845.47,341436.41,119324.72,841062.33,1406017.05
2/27/2022,Great Lakes,Conventional,1.300882202,3990377.03,1058655.2,433670.86,191473.14,826845.63,1479732.2
3/20/2022,Midsouth,Conventional,1.352512372,3859258.34,1429093.18,465737.66,8676.16,1263479.61,692271.73
3/13/2022,Midsouth,Conventional,1.30995492,4030701.04,1434739.09,484535.42,8748.77,1326959.64,775718.11
3/6/2022,Midsouth,Conventional,1.328973752,3774324.88,1289315.93,438279.65,9092.86,1354321.78,683314.66
2/27/2022,Midsouth,Conventional,1.304508996,3854303.55,1410592.94,483604.35,9861.83,1260344.36,689900.07
3/20/2022,Northeast,Conventional,1.589549354,4713341.46,1215466.94,1697634.24,4186.03,1422627.06,373427.17
3/13/2022,Northeast,Conventional,1.576057165,4851490.54,1254347.32,1745933.02,3440.22,1449440.55,398329.44
3/6/2022,Northeast,Conventional,1.549523289,4725949.41,1205852.63,1679510.24,3300.48,1471645.29,365640.78
2/27/2022,Northeast,Conventional,1.483255747,5777474.43,1786911.33,1947513.38,7582.25,1626072.32,409395.15
3/20/2022,Plains,Conventional,1.376801712,1795683.89,590877.11,296685.42,1352.03,552165.78,354603.54
3/13/2022,Plains,Conventional,1.404127983,1724575.69,608902.54,266157.94,1231.5,541023.87,307259.84
3/6/2022,Plains,Conventional,1.356631223,1797072.66,614103.05,292760.2,1543.14,556366.05,332300.21
2/27/2022,Plains,Conventional,1.24417765,1918399.01,590164.92,399921.43,3495.82,584600.18,340216.67
3/20/2022,South Central,Conventional,1.15540804,4818642.04,1678527.69,370946.6,26740.41,1544963.39,1197463.95
3/13/2022,South Central,Conventional,1.174975777,4719031.66,1670186.78,375870.43,24476.75,1526784.59,1121713.11
3/6/2022,South Central,Conventional,1.130951444,4742829.47,1631813.24,443910.69,28194.06,1536318.57,1102592.91
2/27/2022,South Central,Conventional,1.083684467,4813430.22,1688129.66,441760.09,29068.33,1523715.8,1130756.34
3/20/2022,Southeast,Conventional,1.395327379,4550269.84,2059590.04,154223.55,1744.89,1086758.18,1247953.18
3/13/2022,Southeast,Conventional,1.424417807,4535247.31,1985179.89,151257.48,1702.68,1098545.55,1298561.72
3/6/2022,Southeast,Conventional,1.407883522,4418421.5,2004506.05,150479.21,1843.54,1089455.04,1172137.65
2/27/2022,Southeast,Conventional,1.423975586,4334045.74,2042387.36,138372.61,2041.28,1041316.6,1109927.89
3/20/2022,West,Conventional,1.38507955,6189787.69,1385046.08,445351.29,57165.83,1524388.07,2777836.41
3/13/2022,West,Conventional,1.37636794,6114734.33,1385283.84,472728.5,45968,1422027.28,2788726.72
3/6/2022,West,Conventional,1.385247336,6271778.49,1236353.81,608539.16,23642.57,1471090.29,2932152.67
2/27/2022,West,Conventional,1.30704144,6399859.02,1416350.36,600968.5,22486.88,1607463.19,2752590.1
3/20/2022,California,Organic,1.98259929,291315.63,19024.5,16940.33,0,133705.24,121645.55
3/13/2022,California,Organic,1.966627914,306039.74,16133.68,18089.06,1.42,139717.86,132097.73
3/6/2022,California,Organic,1.874043398,329372.3,19023.11,22430.23,0,157863.01,130055.95
2/27/2022,California,Organic,1.841188469,342457.75,18348.78,21692.99,0,171360,131055.98
3/20/2022,Great Lakes,Organic,1.874331216,159884.47,2189.07,13353.81,0,85535.28,58806.31
3/13/2022,Great Lakes,Organic,1.831659282,180791.64,2755.95,13593.08,0,104599.05,59843.56
3/6/2022,Great Lakes,Organic,1.777535063,148630.48,2370.62,11933.87,0,84129.12,50196.88
2/27/2022,Great Lakes,Organic,1.75993336,146658.89,2806.14,12950.79,0,85230.04,45671.93
3/20/2022,Midsouth,Organic,1.741438676,236291.28,2603.36,22082.92,163.82,178284.46,33156.72
3/13/2022,Midsouth,Organic,1.791794238,230802.63,2452.24,19889.74,198.94,173822.05,34439.66
3/6/2022,Midsouth,Organic,1.768094225,196590.67,1534.26,18335.65,126.61,133678.99,42915.16
2/27/2022,Midsouth,Organic,1.750685342,213610.14,1818.76,18050.11,141.99,147831.8,45767.49
3/20/2022,Northeast,Organic,1.912427384,255638.36,12845.96,11066.42,1.03,216493.03,15231.91
3/13/2022,Northeast,Organic,1.854256278,268685.19,14094.3,8761.45,9.49,230269.49,15550.46
3/6/2022,Northeast,Organic,1.845751928,220957.89,10251.28,10886.83,10.95,186817.24,12991.59
2/27/2022,Northeast,Organic,1.876656851,222305.81,12750.29,10602,4.18,183157.11,15792.23
3/20/2022,Plains,Organic,1.782684121,51740.53,7685.68,2054.72,0,35123.37,6876.77
3/13/2022,Plains,Organic,1.7694186,57175.53,11378.89,2191.96,0,37852.54,5752.15
3/6/2022,Plains,Organic,1.72937315,48742.71,9737.79,1650.84,0,31870.91,5483.18
2/27/2022,Plains,Organic,1.69983324,52062.17,8681.84,2068.87,0,35704.52,5606.93
3/20/2022,South Central,Organic,1.549200948,148891.74,11030.74,2579.68,0,109003.24,26278.08
3/13/2022,South Central,Organic,1.549942184,141313.25,8838.26,2034.05,0,110798.3,19642.64
3/6/2022,South Central,Organic,1.534551617,141104.41,9618.6,2256.07,0,109113.58,20116.16
2/27/2022,South Central,Organic,1.506386014,151947.58,9264.97,1396.05,0,122021.89,19264.67
3/20/2022,Southeast,Organic,1.253751076,580122.89,2246.27,8027.31,122.5,492975.01,76751.8
3/13/2022,Southeast,Organic,1.269827242,577950.57,2061.7,7495.97,87.11,479817.57,88488.21
3/6/2022,Southeast,Organic,1.284673698,504765.05,1216.36,7653.5,46.11,392345.86,103503.23
2/27/2022,Southeast,Organic,1.213337131,612211.65,3232.51,6456.24,70.96,484093.9,118358.04
3/20/2022,West,Organic,2.119548435,275258.21,14337.8,15766.61,0,84064.29,161089.52
3/13/2022,West,Organic,2.168792987,268857.12,12095.61,18738.85,0,74594.14,163428.52
3/6/2022,West,Organic,1.993470598,277727.36,13367.28,21112.66,6.93,98945.51,144294.98
2/27/2022,West,Organic,1.931687478,281712.51,14215.71,20382.8,0,112381.1,134732.9
4/17/2022,California,Conventional,1.562569199,5786392.72,1275553.29,464871.73,97533.88,1413461.13,2534972.69
4/10/2022,California,Conventional,1.526812044,5720303.09,1185584.1,385269.94,130450.6,1421227.86,2597770.59
4/3/2022,California,Conventional,1.544145279,5398001.92,1132553.45,388906.65,116651.62,1331290.47,2428599.74
3/27/2022,California,Conventional,1.522065655,6079362.59,1362401.85,430483.3,108056.86,1284482.45,2893938.13
4/17/2022,Great Lakes,Conventional,1.474616663,3967244.05,910307.48,490719.75,74292.56,1103420.39,1388503.88
4/10/2022,Great Lakes,Conventional,1.351861906,4447412.45,1073422.51,427150.4,56611.92,1169602.59,1720625.04
4/3/2022,Great Lakes,Conventional,1.300191817,4160554.2,1063611.91,422930.45,61226.27,1029349.97,1583435.6
3/27/2022,Great Lakes,Conventional,1.453277312,3606213.25,939975.29,396867.14,117185.15,842310.15,1309875.52
4/17/2022,Midsouth,Conventional,1.474938679,3762268.11,1219732.65,463817.1,11031.13,1390413.01,677274.23
4/10/2022,Midsouth,Conventional,1.369831766,3944202.15,1321267.76,467837.7,13510.92,1376693.14,764892.64
4/3/2022,Midsouth,Conventional,1.378254611,4002223.19,1320909.85,439083.28,9305.59,1393537.89,839386.58
3/27/2022,Midsouth,Conventional,1.370550779,3899909.73,1302528.93,447465.61,10188.51,1429228.7,710497.97
4/17/2022,Northeast,Conventional,1.553121106,4332703.97,1117858.44,1289938.64,3706.09,1520938.57,400262.24
4/10/2022,Northeast,Conventional,1.459877247,4815619.45,1352278.55,1502469.84,3442.88,1479166.33,478261.85
4/3/2022,Northeast,Conventional,1.573017184,4921443.78,1106358.11,1919238.46,5738.74,1498076.26,392032.21
3/27/2022,Northeast,Conventional,1.570967639,5634786.4,1820758.48,1903803.4,8677.75,1493796.51,407750.26
4/17/2022,Plains,Conventional,1.477461197,1826120.68,561154.62,289379.42,1346.58,636856.2,337383.86
4/10/2022,Plains,Conventional,1.409838402,1902032.98,624345.17,276054.31,2184.41,650124.77,349324.33
4/3/2022,Plains,Conventional,1.409476258,1871105.29,626452.08,279059.77,1596.14,593946.71,370050.59
3/27/2022,Plains,Conventional,1.418774313,1802220.7,591516.6,274474.47,1261.86,578747.76,356220.01
4/17/2022,South Central,Conventional,1.203002669,4845766.46,1594815.32,404106.84,24560.53,1752800.71,1069483.05
4/10/2022,South Central,Conventional,1.11875461,5326489.93,1833588.67,388175.9,28022.32,2031299.42,1045403.63
4/3/2022,South Central,Conventional,1.169446582,4984449.71,1922693.96,390505.03,27160.33,1528544.93,1115545.46
3/27/2022,South Central,Conventional,1.152080589,4915401.17,1716872.46,386721.2,26378.76,1661700.24,1123728.5
4/17/2022,Southeast,Conventional,1.459607791,4507279.23,1949041.77,150004.01,1978.36,1155965.69,1250289.41
4/10/2022,Southeast,Conventional,1.419013662,4606777.79,2021211.12,148919.98,2265.3,1166421.35,1267960.04
4/3/2022,Southeast,Conventional,1.385820856,4633094.69,2042619.79,144054.96,1712.35,1112757.81,1331949.77
3/27/2022,Southeast,Conventional,1.39131496,4509569.33,2019360.54,150079.28,1796.13,1106653.77,1231679.61
4/17/2022,West,Conventional,1.454468635,6305769.41,1377859.38,439863.4,21449.59,1763649.05,2702948
4/10/2022,West,Conventional,1.328755118,6832048.68,1505884.36,520394.15,28585.03,1808029.91,2969155.23
4/3/2022,West,Conventional,1.353277698,6660732.85,1494681.77,545398.13,31737.9,1404903.55,3184011.49
3/27/2022,West,Conventional,1.413915264,6386249.72,1485738.98,490723.57,40906.86,1418642.57,2950237.76
4/17/2022,California,Organic,2.129497742,290804.8,18039.13,21586.08,0,121987.87,129191.72
4/10/2022,California,Organic,2.10010421,301339.05,18709.45,25321.26,0,135595.88,121712.46
4/3/2022,California,Organic,2.027243204,324461.19,16644.45,23003.99,0,160409.62,124403.13
3/27/2022,California,Organic,1.955988705,306182.9,17300.55,19049.93,0,151172.47,118659.95
4/17/2022,Great Lakes,Organic,1.91389009,163136.25,3688.63,11992.52,0,93650.51,53804.58
4/10/2022,Great Lakes,Organic,1.816636028,168165.97,2902.85,12652.39,0,96755.73,55855.01
4/3/2022,Great Lakes,Organic,1.860048146,168739.15,2911.18,13982.52,0,96657.96,55187.49
3/27/2022,Great Lakes,Organic,1.925702902,160753.25,2719.42,12920.56,0,91546.66,53566.61
4/17/2022,Midsouth,Organic,1.824725731,222734.7,2741.95,19414.46,163.01,168281.54,32133.74
4/10/2022,Midsouth,Organic,1.769080904,241916.9,2710.51,18416.64,218.06,185590.01,34981.68
4/3/2022,Midsouth,Organic,1.7598973,245106.74,3004.06,17592.47,157.03,191592.43,32760.75
3/27/2022,Midsouth,Organic,1.836973654,223400.25,2777.66,16734.57,132.99,172087.69,31667.33
4/17/2022,Northeast,Organic,1.892091647,266109.05,14610.97,9614.04,29.5,226491.9,15362.63
4/10/2022,Northeast,Organic,1.918193823,268504.14,14510.56,9514.24,11.59,227520.31,16947.44
4/3/2022,Northeast,Organic,1.8997633,270976.42,14717.33,10958.95,5.15,231860.68,13434.31
3/27/2022,Northeast,Organic,1.880937617,262212.66,13763.37,10378.68,5.22,224167.94,13897.44
4/17/2022,Plains,Organic,1.773280962,55662.48,6071.45,1809.41,1.82,41960.31,5819.48
4/10/2022,Plains,Organic,1.732845402,53471.42,5022.39,2111.72,0,40563.78,5773.54
4/3/2022,Plains,Organic,1.736575849,52412.28,4623.91,2060.46,0,39965.37,5762.54
3/27/2022,Plains,Organic,1.732416428,48798.68,3873.14,2100.89,0,37199.76,5624.89
4/17/2022,South Central,Organic,1.61722983,185903.74,33203.93,3703.23,0,127430.97,21565.61
4/10/2022,South Central,Organic,1.607607307,170264.11,23311.37,3456.98,0,119978.51,23517.25
4/3/2022,South Central,Organic,1.555426483,168881.41,13392.2,2169.9,0,127160.27,26159.03
3/27/2022,South Central,Organic,1.558759048,161079.01,13335.94,2966.82,0,119562.44,25213.82
4/17/2022,Southeast,Organic,1.30490056,587940.69,2296.38,7452.08,212.75,490601.34,87378.13
4/10/2022,Southeast,Organic,1.283786643,622702.01,2479.25,8198.39,77.01,519172.12,92775.24
4/3/2022,Southeast,Organic,1.257528693,650312.85,2399.84,8359.68,144.59,551986.99,87421.75
3/27/2022,Southeast,Organic,1.270234754,619785.04,2583.53,7003.49,170.36,525465.6,84562.06
4/17/2022,West,Organic,2.228046508,301097.02,18242.18,17734.24,5.79,96500.73,168614.08
4/10/2022,West,Organic,2.126220915,309131.51,14792.69,27770.9,9.27,92804.56,173754.09
4/3/2022,West,Organic,2.068075205,300039.24,16031.53,29218.96,0,95648.56,159140.18
3/27/2022,West,Organic,2.132444416,279969.07,16833.47,19138.13,0,89663.57,154333.89
5/15/2022,California,Conventional,1.616158065,5697749,1493171,325449.13,135746.36,1190612.23,2552770.59
5/8/2022,California,Conventional,1.52134583,6023612,1616257.81,457788.68,179046.91,1534797.71,2235721.09
5/1/2022,California,Conventional,1.424327381,7050648,1359845.96,511650.52,140313.67,2319308.28,2719529.57
4/24/2022,California,Conventional,1.507531386,5526340,1406821.26,373480.93,92026.55,1391433.97,2262577.13
5/15/2022,Great Lakes,Conventional,1.557275969,3397891,895121.83,396003.44,70845.55,812292.66,1223627.22
5/8/2022,Great Lakes,Conventional,1.309870712,4668944,1543720.91,407791.24,69013.18,919393.21,1729025.16
5/1/2022,Great Lakes,Conventional,1.317115889,4463753,1154995.29,398442.77,49120.19,1187918.41,1673276.44
4/24/2022,Great Lakes,Conventional,1.448218508,3529794,1029397.77,333760.98,44519.41,868256.92,1253858.75
