Week Ending,Geography,Type,ASP,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
7/17/2022,California,Organic,2.212382222,276732.18,18775.52,12647.69,0,140492.04,104816.93
8/7/2022,Great Lakes,Organic,1.735226057,143997.85,2944.3,12608.65,0,74117.02,54327.88
7/31/2022,Great Lakes,Organic,1.935251656,118446.6,2568.97,11428.22,0,58524.04,45925.37
7/24/2022,Great Lakes,Organic,1.893253039,127487.55,2528.23,10928.31,0,71601.24,42429.77
7/17/2022,Great Lakes,Organic,2.216995377,106439.14,2685.94,10639.39,0,54323.87,38789.94
8/7/2022,Midsouth,Organic,1.83595908,194272.24,1998.01,17104.42,111.65,146090.87,28967.29
7/31/2022,Midsouth,Organic,1.851753259,203472.47,1673.61,16731.95,144.26,153884.9,31037.76
7/24/2022,Midsouth,Organic,1.993832585,208984.62,1439.41,17552.09,103.12,153652.04,36237.96
7/17/2022,Midsouth,Organic,2.050233737,176617.92,1429.92,16910.92,96.31,129291.03,28889.74
8/7/2022,Northeast,Organic,1.949901446,239502.88,12909.45,11904.03,0,204005.82,10683.59
7/31/2022,Northeast,Organic,2.010958597,237553.87,10052.37,13061.65,2.26,199372.84,15064.75
7/24/2022,Northeast,Organic,2.052674997,249096.16,11437.39,13889.76,0,206081.02,17687.98
7/17/2022,Northeast,Organic,2.0438582,231706.91,8895.7,12243.84,8.8,198237.03,12321.55
8/7/2022,Plains,Organic,1.692549617,54399,8550.84,2218.83,0,37839.59,5789.73
7/31/2022,Plains,Organic,1.621685621,60435.12,7336.27,1887.62,0,44692.02,6519.21
7/24/2022,Plains,Organic,1.673989861,56527.29,7575.27,1159.92,0,42069.06,5723.03
7/17/2022,Plains,Organic,1.655912978,55128.19,8340.6,824.31,0,41411.67,4551.6
8/7/2022,South Central,Organic,1.595491927,118135.36,19116.9,2787.68,0,80112.75,16118.02
7/31/2022,South Central,Organic,1.453149872,150466.41,14025.05,1776.06,0,115827.85,18837.45
7/24/2022,South Central,Organic,1.628374924,124561.56,12807.52,2325.47,0,90399.51,19029.06
7/17/2022,South Central,Organic,1.711848924,117721.87,16232.64,2249.27,0,77596.95,21643.01
8/7/2022,Southeast,Organic,1.576462273,266186.36,2298.09,6127.21,79.97,212476.16,45204.93
7/31/2022,Southeast,Organic,1.625515157,284997.67,1862.79,5652.95,85.42,202521.06,74875.44
7/24/2022,Southeast,Organic,1.559094174,348487.33,1463.83,5980.4,55.94,277453.45,63533.71
7/17/2022,Southeast,Organic,1.58184328,332230.34,1603.52,6552.88,47.03,251269.45,72757.46
8/7/2022,West,Organic,2.252573033,250380.67,15978,19670.62,13.11,44672.47,170046.47
7/31/2022,West,Organic,2.293506015,229424.52,13383.33,20078.66,13.79,36064.84,159883.9
7/24/2022,West,Organic,2.289315451,248676.57,11697.98,22231.02,73.56,38776.25,175897.76
7/17/2022,West,Organic,2.352193942,264830.21,16560.96,21464.26,3.4,37457.63,189343.95
9/4/2022,California,Conventional,1.394292592,6438563.44,1898648.91,507317.76,133742.21,1227523.44,2671331.11
8/28/2022,California,Conventional,1.45171784,5951914.93,1905402.38,361175.54,108919.9,1160745.4,2415671.71
8/21/2022,California,Conventional,1.463587052,5688219.57,1689182.52,568617.65,124847.78,1228458.07,2077113.56
8/14/2022,California,Conventional,1.452104434,5735026.35,1650939.25,385110.38,132996.78,1326627.57,2239352.37
9/4/2022,Great Lakes,Conventional,1.160414267,4287073.37,717675.25,613168.47,422601.02,852839.62,1680789.02
8/28/2022,Great Lakes,Conventional,1.245752894,3550503.3,739776.59,408995.9,141887.93,918131.42,1341711.47
8/21/2022,Great Lakes,Conventional,1.24280838,3880786.45,725774.14,496072.2,216887.97,891961.74,1550090.41
8/14/2022,Great Lakes,Conventional,1.324389252,3980528.28,912722.62,454568.29,120434.43,900324.4,1592478.53
9/4/2022,Midsouth,Conventional,1.200547048,3562482.35,1037185.9,577672.15,55844.88,1237978.84,653800.58
8/28/2022,Midsouth,Conventional,1.27728169,3389924.02,981170.44,550612.19,32465.45,1168978.89,656697.05
8/21/2022,Midsouth,Conventional,1.301905906,3378300.37,944461.69,547653.79,40297.65,1183908.4,661978.83
8/14/2022,Midsouth,Conventional,1.241191202,3499686.09,1034195.21,523447.62,41189.73,1279454.84,621398.69
9/4/2022,Northeast,Conventional,1.274762027,4512891.74,554110.39,2183274.93,5400.63,1481285.33,288820.46
8/28/2022,Northeast,Conventional,1.235731434,5002126.43,610328.41,2535861.67,11944.9,1456637.7,387353.74
8/21/2022,Northeast,Conventional,1.270227856,4969275.4,637054.96,2527732.17,9796.01,1386541.38,408150.89
8/14/2022,Northeast,Conventional,1.306695769,4941595.43,653709.48,2521422.82,5926.31,1483451.18,277085.65
9/4/2022,Plains,Conventional,1.113137019,1898363.01,590403.62,414186.5,3099.92,531825.63,358847.34
8/28/2022,Plains,Conventional,1.182755013,1727152.45,593510,299471.85,1408.48,529397.4,303364.73
8/21/2022,Plains,Conventional,1.219565237,1880595.19,628910.66,402792.41,2010.75,526640.13,320241.23
8/14/2022,Plains,Conventional,1.216547538,1932362.93,658102.33,373610.19,2359.9,594308.36,303982.15
9/4/2022,South Central,Conventional,0.958131757,5243837.42,1800555.62,654814.54,100611.95,1535210.45,1152644.86
8/28/2022,South Central,Conventional,1.005531394,4592757.31,1632271,373179.17,117961.62,1456470.53,1012875
8/21/2022,South Central,Conventional,1.035596027,4858404.78,1820989.05,436182.85,115513.03,1447225.74,1038494.12
8/14/2022,South Central,Conventional,1.016084932,5136103.93,1805580.22,463112.19,103437,1764680.22,999294.31
9/4/2022,Southeast,Conventional,1.104840808,4921147.43,2216126.6,235234.99,35937.62,1319905.8,1113942.43
8/28/2022,Southeast,Conventional,1.11776817,4262460.59,1780752.97,183051.93,15865.81,1233142.38,1049647.5
8/21/2022,Southeast,Conventional,1.176270088,4086849.85,1725867.38,139297.71,32542.89,1237700.61,951441.26
8/14/2022,Southeast,Conventional,1.212319216,4201534.43,1829554.51,134402.7,36360.29,1266825.15,934391.77
9/4/2022,West,Conventional,1.210110693,7075242.87,1406036.63,620617.84,140269.15,1353306.43,3555012.82
8/28/2022,West,Conventional,1.238455753,6001135.67,1503508,434266.73,81604.07,1372146.21,2609610.67
8/21/2022,West,Conventional,1.266160878,5950912.51,1428499.07,521747.15,80562.44,1306719.94,2613383.92
8/14/2022,West,Conventional,1.248763001,6430857.85,1530534.83,530943.31,96252.49,1428578.62,2844548.59
9/4/2022,California,Organic,2.123992322,227334.92,17040.46,12091.12,0,113055.02,85148.31
8/28/2022,California,Organic,1.980217379,257741.23,23443.53,14166.57,0,152242.98,67888.15
8/21/2022,California,Organic,2.090401158,243388.48,20394.19,13455.76,0,131592.61,77945.92
8/14/2022,California,Organic,2.123211391,232429.62,18390.37,13707.47,0,126953.78,73378
9/4/2022,Great Lakes,Organic,1.862061188,123331.64,2459.66,13065.22,0,39376.74,68430.02
8/28/2022,Great Lakes,Organic,1.734129965,142037.19,2390.19,13321.35,0,62096.24,64229.4
8/21/2022,Great Lakes,Organic,1.82728345,127275.77,2240.37,10741.26,0,68164.37,46129.78
8/14/2022,Great Lakes,Organic,1.774628161,135809.43,2514.21,11443.43,0,70477.5,51374.29
9/4/2022,Midsouth,Organic,1.856342681,186937.52,1548.71,15062.87,85.15,126847.59,43393.21
8/28/2022,Midsouth,Organic,1.783001737,200778.34,1532.57,14756.37,104.3,147274.14,37110.97
8/21/2022,Midsouth,Organic,1.854071938,197526.73,1423.43,16503.2,104.68,143756.96,35738.46
8/14/2022,Midsouth,Organic,1.789862891,208934.68,1507.77,14939.67,116.34,158257.85,34113.04
9/4/2022,Northeast,Organic,1.560663662,320139.12,80993.05,18532.78,7.89,198115.2,22490.2
8/28/2022,Northeast,Organic,1.612121697,273506.25,57953.11,15390.15,10.66,181754.31,18398.02
8/21/2022,Northeast,Organic,1.869240256,244033.61,17906.96,11629.61,3.34,198628.15,15865.55
8/14/2022,Northeast,Organic,1.711411016,292705.26,58625.01,17269.49,28.07,201468.15,15314.53
9/4/2022,Plains,Organic,1.648201976,54624.54,11830.4,4483.1,0,33419.85,4891.2
8/28/2022,Plains,Organic,1.702543214,47113.91,10954.52,2404.72,0,29213.56,4541.11
8/21/2022,Plains,Organic,1.741872924,45414.64,7932.21,2676.46,0,30955.28,3850.69
8/14/2022,Plains,Organic,1.741288513,45014.17,6342.54,2225.18,0,31913.5,4532.95
9/4/2022,South Central,Organic,1.443826003,114290.06,15297.17,3025.77,0,76963.52,19003.6
8/28/2022,South Central,Organic,1.513410835,95978.6,12273.92,1855.44,0,65022.79,16826.45
8/21/2022,South Central,Organic,1.608336293,95529.53,13045.45,2390.89,0,64222.74,15870.44
8/14/2022,South Central,Organic,1.739905271,114550.83,22152.32,3311.99,0,70978.58,18107.93
9/4/2022,Southeast,Organic,1.339573437,300932.03,1939.69,5348.53,28.79,263054.38,30560.64
8/28/2022,Southeast,Organic,1.357433431,337060.69,1629.26,5733.07,31.68,291837.53,37829.15
8/21/2022,Southeast,Organic,1.404324908,345529.9,1795.96,5895.13,36.12,302428.94,35373.76
8/14/2022,Southeast,Organic,1.411842576,351305.65,2251.2,5289.78,61.18,293314.24,50389.26
9/4/2022,West,Organic,2.158674789,250712.96,18462.09,16404.26,0,60907.12,154939.49
8/28/2022,West,Organic,2.213284166,244824.31,16992.99,17644.31,2.29,49880.24,160304.48
8/21/2022,West,Organic,2.199528438,248484.28,21448.26,17150.6,1.1,55078.23,154806.1
8/14/2022,West,Organic,2.187013097,256478.36,17744.26,18734.58,3.44,58328.15,161667.94
10/2/2022,California,Conventional,1.317473112,5430397.42,1360298.01,670931.29,147061.23,1154594.13,2097512.76
9/25/2022,California,Conventional,1.382744709,5339240.33,1402589.55,621391.71,123896.27,1135891.47,2055471.33
9/18/2022,California,Conventional,1.402034595,5891601.08,1563080.83,407663.33,138609.22,1118585.27,2663662.43
9/11/2022,California,Conventional,1.378310553,5777161.45,1643263.09,449983.59,165755.44,1236560.12,2281599.21
10/2/2022,Great Lakes,Conventional,1.197863722,3262913.75,625781.71,494748.01,206138.05,678820.72,1257425.27
9/25/2022,Great Lakes,Conventional,1.151862607,3505777.02,750667.83,415957.73,141044.9,780818.71,1417287.85
9/18/2022,Great Lakes,Conventional,1.179090174,3454702.32,857980.64,397855.46,113343.47,720825.54,1364697.2
9/11/2022,Great Lakes,Conventional,1.203215147,3772464.71,799109.88,423355.14,319053.75,796738.5,1434207.44
10/2/2022,Midsouth,Conventional,1.173806041,3185247.64,899860.82,583688.98,40709.15,1058912.32,602076.38
9/25/2022,Midsouth,Conventional,1.233694918,3026709.86,911820.44,552659.7,42181.62,973918.52,546129.59
9/18/2022,Midsouth,Conventional,1.135193636,3406591.3,1095371.02,537212.7,30369.76,1209429.82,534207.99
9/11/2022,Midsouth,Conventional,1.167917402,3490548.48,970517.93,538664.87,53062.94,1294661.5,633641.24
10/2/2022,Northeast,Conventional,1.308807125,4016067.78,536320.96,1917433.36,13271.16,1280307.37,268734.92
9/25/2022,Northeast,Conventional,1.279288196,4291438.89,549630.65,2206559.82,49069.07,1213473.33,272706.02
9/18/2022,Northeast,Conventional,1.292868212,4247885.48,477386.87,2086383.15,11550.4,1399025.52,273539.55
9/11/2022,Northeast,Conventional,1.210619952,4972008.7,615928.16,2382193.69,6404.2,1662943.59,304539.05
10/2/2022,Plains,Conventional,1.023668601,1747536.25,554031.23,308800.92,2475.75,536106.82,346121.53
9/25/2022,Plains,Conventional,1.006062526,1896581.35,614306.54,405550.04,10019.14,524896.11,341809.52
9/18/2022,Plains,Conventional,1.080669001,1809642.35,639256.92,345537.88,3387.15,523689.01,297771.38
9/11/2022,Plains,Conventional,1.104919295,1895765.76,611171.55,429174,2893.82,533279.97,319246.41
10/2/2022,South Central,Conventional,0.867928112,4934690.55,1622852.75,505158.43,36718.65,1670301.48,1099659.24
9/25/2022,South Central,Conventional,0.86495919,5100790.2,1715720.65,481842.21,55144.52,1602013.22,1246069.6
9/18/2022,South Central,Conventional,0.925198976,4837833.17,1694520.93,418202.27,76346.68,1601009.35,1047753.94
9/11/2022,South Central,Conventional,0.954072888,4984147.99,1694290.38,556724.36,62105.63,1533591.48,1137436.14
10/2/2022,Southeast,Conventional,1.090389927,4457517.14,2119869.05,140198.63,20711.87,1071192.86,1105544.73
9/25/2022,Southeast,Conventional,1.111015692,4943716.42,2340506.59,181647.88,31566.21,1273951.62,1116044.12
9/18/2022,Southeast,Conventional,1.116794182,4726145.35,2170421.16,168810.79,37010.24,1212933.93,1136969.23
9/11/2022,Southeast,Conventional,1.101030954,4928331.32,2144675.72,217521.48,39086.23,1467638.56,1059409.33
10/2/2022,West,Conventional,1.098116709,6008428.67,1342756.83,484725.82,47980.53,1322656.06,2810309.44
9/25/2022,West,Conventional,1.05947529,6364514.65,1311000.44,583238.86,58169.81,1358076.33,3054029.21
9/18/2022,West,Conventional,1.151142656,6259618.76,1463221.23,468014.36,60527.41,1311891.56,2955964.2
9/11/2022,West,Conventional,1.24919939,6198560.43,1354299.92,522663.02,106930.33,1316946,2897721.15
10/2/2022,California,Organic,1.956983943,245636.36,16325.22,11178.67,1.46,132254.74,85876.28
9/25/2022,California,Organic,2.019617802,270391.43,17990.5,17144.43,0,136387.61,98868.88
9/18/2022,California,Organic,2.02920832,320532.83,17679.79,51636.96,0,136395.76,114820.32
9/11/2022,California,Organic,2.046113887,371238.06,22853.87,108596,2.56,139865.18,99920.45
10/2/2022,Great Lakes,Organic,1.684004263,126388.22,2470.63,12821.21,0,59642.56,51453.82
9/25/2022,Great Lakes,Organic,1.569259492,154263.86,2005.83,13608.62,0,78526.87,60122.54
9/18/2022,Great Lakes,Organic,1.699709597,140256.06,2116.27,12565.39,0,69705.15,55869.24
9/11/2022,Great Lakes,Organic,1.754152201,116066.16,1985.31,11234.59,0,52880.29,49965.98
10/2/2022,Midsouth,Organic,1.672757934,218471.12,1460.48,19292.58,95.27,151365.78,46257.01
9/25/2022,Midsouth,Organic,1.68357979,218754.07,1525.78,18605.17,92.57,149902.84,48627.7
9/18/2022,Midsouth,Organic,1.76896797,209241.12,1359.69,17760.05,114.61,146454.85,43551.94
9/11/2022,Midsouth,Organic,1.816811276,187319.64,1560.04,16129.45,190.44,128811.16,40628.54
10/2/2022,Northeast,Organic,1.660679021,286460.37,11301.39,13620.49,6.51,243918.02,17613.96
9/25/2022,Northeast,Organic,1.901170001,227482.1,9431.12,10795.29,8.58,187461.97,19785.15
9/18/2022,Northeast,Organic,1.898344331,238220.51,9554.6,10811.54,0,197991.44,19862.93
9/11/2022,Northeast,Organic,1.795402974,273037.17,24654.16,15289.41,4.74,211307.48,21781.38
10/2/2022,Plains,Organic,1.703257809,41338.59,13617.5,2256.47,0,22528.59,2936.03
9/25/2022,Plains,Organic,1.695858196,52313.08,13398.12,6308.5,0,29705.37,2901.09
9/18/2022,Plains,Organic,1.64646408,59107.43,12702.31,6537.61,0,34888.55,4978.97
9/11/2022,Plains,Organic,1.592389027,52756.21,10573.8,3565.05,3.67,34648.83,3964.86
10/2/2022,South Central,Organic,1.329147819,118977.63,23944.56,3105.47,0,73237.81,18689.78
9/25/2022,South Central,Organic,1.344462707,117158.39,22877.09,2369.36,0,80530.54,11381.4
9/18/2022,South Central,Organic,1.368417568,127601.55,20126.08,1843.06,0,85844,19788.41
9/11/2022,South Central,Organic,1.350596329,115049.19,13748.25,1715.99,0,80713.61,18871.33
10/2/2022,Southeast,Organic,1.126609249,306602.49,1930.56,6480.41,38.42,228752.58,69400.53
9/25/2022,Southeast,Organic,1.167130066,289856.52,1963.76,6307.02,36.08,241139.39,40410.28
9/18/2022,Southeast,Organic,1.243548192,284453.68,1936.28,5651.64,29.08,257434.96,19401.71
9/11/2022,Southeast,Organic,1.291214439,295346.51,2053.5,5622.49,59.9,253202.97,34407.65
10/2/2022,West,Organic,1.947555666,253528.16,33512.13,23449.32,12.55,59626.61,136927.55
9/25/2022,West,Organic,2.041686408,247695.51,29130.31,17935.31,3.64,51336.49,149289.76
9/18/2022,West,Organic,2.108601463,240393.8,20974.96,17148.52,4.92,57997.11,144268.28
9/11/2022,West,Organic,2.131192412,236329.12,17044.49,18184.23,1.14,58660.03,142439.23
11/6/2022,California,Conventional,1.313642283,5604245.39,1571139.49,394976.06,223294.86,1328149.67,2086685.3
10/30/2022,California,Conventional,1.247531745,5697477.83,1596007.35,646701.24,140077.42,1145894.38,2168797.43
10/23/2022,California,Conventional,1.4168148,5408197.71,1456504.21,372770.99,112506.08,1154218.11,2312198.31
10/16/2022,California,Conventional,1.369770675,5109762.16,1378894.09,407163.08,129961.95,1189618.67,2004124.37
10/9/2022,California,Conventional,1.362773899,6099721.14,1487818.93,604969.91,192233.61,1113186.93,2701511.76
11/6/2022,Great Lakes,Conventional,0.977108187,3833424.03,752848.03,546458.19,130642.59,1193138.49,1210336.74
10/30/2022,Great Lakes,Conventional,1.044765528,3649167.05,735316.02,547891.68,202765.96,846348.18,1316845.21
10/23/2022,Great Lakes,Conventional,1.069122207,3751272.05,692132.02,595419.32,252109.16,824752.55,1386859
10/16/2022,Great Lakes,Conventional,1.085707544,3224326.76,690765.76,449751.93,119337.18,944139.61,1020332.28
10/9/2022,Great Lakes,Conventional,1.184370128,3458449.29,696825.83,548715.48,208511.55,706814.57,1297581.87
11/6/2022,Midsouth,Conventional,1.150699913,3386025.01,975225.98,651754.87,17618.47,1157876.37,583549.31
10/30/2022,Midsouth,Conventional,1.170103958,3348995.23,892869.16,579899.4,40070.27,1193269.82,642886.59
10/23/2022,Midsouth,Conventional,1.174821414,3330251.17,896177.27,570258.66,44383.52,1213968.22,605463.5
10/16/2022,Midsouth,Conventional,1.154790421,3301005.06,951324.24,548492.32,31815.95,1256011.05,513361.5
10/9/2022,Midsouth,Conventional,1.199608073,3159694.6,876783.13,524920.7,36157.64,1089993.53,631839.6
11/6/2022,Northeast,Conventional,1.238933437,4544784.48,634621.75,2259795.43,7266.47,1379878.27,263222.55
10/30/2022,Northeast,Conventional,1.307335787,4306062.67,572465.1,2056253.5,6392.71,1344572.05,326379.3
10/23/2022,Northeast,Conventional,1.239316083,4575372.26,543195.36,2388266.81,6268.48,1319565.84,318075.77
10/16/2022,Northeast,Conventional,1.284526399,4148914.23,515923.32,1952949.71,5964.75,1350109.52,323966.93
10/9/2022,Northeast,Conventional,1.249173372,4636593.01,543664.08,2377389.27,10295.71,1343126.85,362117.11
11/6/2022,Plains,Conventional,0.961408665,1856697.67,579205.62,388633.82,4078.99,530686.88,354092.36
10/30/2022,Plains,Conventional,0.951908065,1866388.38,551421.66,454401.84,4088.03,514960.56,341516.28
10/23/2022,Plains,Conventional,1.009242717,1758972.7,548455.45,341023.88,4186.29,531331.15,333975.91
10/16/2022,Plains,Conventional,1.041580951,1727233.53,570985.23,321769.86,3750,524794.84,305933.6
10/9/2022,Plains,Conventional,1.042990548,1835658.23,607754.5,358069.65,2512.43,516226.14,351095.5
11/6/2022,South Central,Conventional,0.814441683,5118468.16,1551728.51,592578.2,23922.73,1685272.94,1264965.79
10/30/2022,South Central,Conventional,0.803360448,5141913.27,1700895.39,530406.03,23808.85,1691848.33,1194954.67
10/23/2022,South Central,Conventional,0.822228865,5142061.44,1701937.12,557219.24,24602.33,1582626.79,1275675.97
10/16/2022,South Central,Conventional,0.819056324,5179726.63,1810213.52,473415.91,27236.87,1733401.59,1135458.74
10/9/2022,South Central,Conventional,0.872474879,5058409.3,1819221.88,533659.46,27252.04,1628361.02,1049914.9
11/6/2022,Southeast,Conventional,1.057245785,5089262.91,2368077.41,120771.01,15215.32,1177148.69,1408050.47
10/30/2022,Southeast,Conventional,1.053120893,4745656.12,2199737.48,91580.73,29602.46,1104526.44,1320209.01
10/23/2022,Southeast,Conventional,1.065507252,4711127.07,2212587.15,99743.85,30337.98,1040393.53,1328007.6
10/16/2022,Southeast,Conventional,1.072464147,4696184.68,2227576.25,116904.84,20155.49,1041773.45,1289763.62
10/9/2022,Southeast,Conventional,1.102896154,4603623.29,2194511.29,135430.06,19324.81,947800.7,1306556.43
11/6/2022,West,Conventional,0.949242679,6835314.36,1390820.31,577270.43,20673.96,1831288.9,3015260.76
10/30/2022,West,Conventional,1.00320378,6158024.87,1388509.42,532476.16,20747.05,1414283.16,2802009.09
10/23/2022,West,Conventional,1.021417788,6633439,1373218.81,565997.22,23914.04,1417282.95,3253025.99
10/16/2022,West,Conventional,1.03415579,6099276.85,1442789.95,462679.34,24176.58,1499939.78,2669691.2
10/9/2022,West,Conventional,1.068219683,6430434.16,1543789.21,549584.73,30195.95,1310416.7,2996447.57
11/6/2022,California,Organic,1.82990497,276191.49,22236.99,6217.84,1.41,136588.77,111146.47
10/30/2022,California,Organic,1.838766303,247416,17829.82,5453.49,0,129809,94323.7
10/23/2022,California,Organic,1.858250499,270213.44,17956.34,6672.45,0,141103.16,104481.49
10/16/2022,California,Organic,1.886519469,275393.93,19138.63,9858.4,0,147809.09,98587.82
10/9/2022,California,Organic,1.944746314,256161.58,15122.85,11114.9,0,138617.64,91306.18
11/6/2022,Great Lakes,Organic,1.646943739,119189.98,2168,12120.07,0,58909.43,45992.47
10/30/2022,Great Lakes,Organic,1.686091312,131515.07,2318.95,14217.39,0,62851.16,52127.57
10/23/2022,Great Lakes,Organic,1.696967195,122827.97,3961.49,15197.89,0,54935.37,48733.22
10/16/2022,Great Lakes,Organic,1.640723345,130763.22,2631.43,13470.13,0,65785.17,48876.5
10/9/2022,Great Lakes,Organic,1.66401748,126062,2134.75,12449.53,0,66349,45128.73
11/6/2022,Midsouth,Organic,1.478287172,219479.76,1400.58,14155.68,62.74,169118.24,34742.51
10/30/2022,Midsouth,Organic,1.612206597,205969.96,1485.17,16088.95,40.26,147226.58,41129
10/23/2022,Midsouth,Organic,1.677173876,194077.04,1375.34,18931.18,38.66,136017.81,37714.05
10/16/2022,Midsouth,Organic,1.696969113,196705.75,1491.5,20092.09,34.62,138919.09,36168.45
10/9/2022,Midsouth,Organic,1.63477134,221551.26,1146.34,16573.47,54.77,158048.4,45728.29
11/6/2022,Northeast,Organic,1.826376739,211446.98,10723.82,10705.83,14.02,174560.74,15442.57
10/30/2022,Northeast,Organic,1.80701375,210523.37,9966.36,9439.38,6.31,176736.05,14375.27
10/23/2022,Northeast,Organic,1.832040307,213563.22,11134.45,10314.79,3.16,176690,15420.83
10/16/2022,Northeast,Organic,1.791920593,236310.48,14087.71,11990.44,2.26,192137.9,18092.16
10/9/2022,Northeast,Organic,1.72412013,259900.67,15302.95,10671.86,7.89,217539.15,16378.82
11/6/2022,Plains,Organic,1.564098683,43890.93,13467.93,2397.78,0,25918.33,2106.9
10/30/2022,Plains,Organic,1.647454786,38179.63,13096.2,2528.44,0,20172.83,2382.16
10/23/2022,Plains,Organic,1.683406977,41509.41,13809.16,5560.59,0,19886.06,2253.6
10/16/2022,Plains,Organic,1.721937701,47158.1,14697.59,10923.54,0,19106.53,2430.45
10/9/2022,Plains,Organic,1.691947986,44381.28,13118.43,4074.15,0,23462.47,3726.23
11/6/2022,South Central,Organic,1.300608386,119999.38,28627.63,3314.31,0,73939.87,14117.57
10/30/2022,South Central,Organic,1.301513881,101450.94,26793.17,2469.68,0,57379.02,14809.07
10/23/2022,South Central,Organic,1.282408258,112387.87,28469.48,2176.84,0,64560.21,17181.35
10/16/2022,South Central,Organic,1.302195312,123622.38,28729.55,2660.81,0,69262.49,22969.54
10/9/2022,South Central,Organic,1.371921912,128459.61,21841.64,2757.81,445.62,77569.01,25845.54
11/6/2022,Southeast,Organic,1.033256592,386066.96,2216.22,8575.48,14.38,321815.55,53445.35
10/30/2022,Southeast,Organic,1.014002034,396252.74,2005.4,9424.78,6.91,341918.12,42897.53
10/23/2022,Southeast,Organic,1.025253186,382872.77,1884.78,8857.64,7.81,296403.03,75719.5
10/16/2022,Southeast,Organic,1.121053808,325978.52,2045.37,9372.83,6.62,227293.18,87260.52
10/9/2022,Southeast,Organic,1.151112453,318351.07,2001.47,6189.21,7.7,243639.76,66512.93
11/6/2022,West,Organic,1.763336996,247961.14,32457.09,25115.18,6.85,59797.69,130584.32
10/30/2022,West,Organic,1.847538256,221523.02,29417.64,21239.16,5.95,58887.92,111972.36
10/23/2022,West,Organic,1.812185507,224678.89,30525.22,17619.4,4.56,58797.47,117732.23
10/16/2022,West,Organic,1.863334364,238951.82,31951.02,20607.08,1.1,56629.79,129762.84
10/9/2022,West,Organic,1.921296105,237479.26,22893.87,20299.39,13.23,61861.73,132411.04
12/4/2022,California,Conventional,1.279614422,5158904.36,1414086.16,271371.72,152495.52,1086522.63,2234428.34
11/27/2022,California,Conventional,1.273099589,4631531.29,1154365.39,253718.32,166461.32,1299310.22,1757676.04
11/20/2022,California,Conventional,1.29573899,4710273.46,1268367.45,279020.81,213317.47,1185130.02,1764437.7
11/13/2022,California,Conventional,1.284723062,4995180.96,1427637.01,287336.04,152538.19,1345548.08,1782121.63
12/4/2022,Great Lakes,Conventional,1.098995445,3723885.6,831905.92,595459.77,112382.85,712339.78,1471797.27
11/27/2022,Great Lakes,Conventional,1.104652205,2816729.85,651162.62,429813.9,108890.62,659183.43,967679.28
11/20/2022,Great Lakes,Conventional,1.126366947,3112196.66,651030.3,487148.62,166974.44,789619.41,1017423.88
11/13/2022,Great Lakes,Conventional,1.056799775,3685070.29,819386.71,605140.33,97618.61,914698.54,1248226.1
12/4/2022,Midsouth,Conventional,1.1606448,3245602.36,973004.7,614315.53,6044.19,988144.31,664093.63
11/27/2022,Midsouth,Conventional,1.181520418,2830953.41,794786.55,562008.44,5273.94,936823.47,532061.01
11/20/2022,Midsouth,Conventional,1.138791309,3076412.45,812803.44,655627.46,7611.26,1045189.13,555181.17
11/13/2022,Midsouth,Conventional,1.065666042,3492367.33,1010643.82,724177.04,10618.76,1163682.05,583245.66
12/4/2022,Northeast,Conventional,1.103361471,5267073.83,582817.34,2956585.48,8639.91,1415168.26,303862.85
11/27/2022,Northeast,Conventional,1.278597838,3812179.57,479932.79,1890101.14,6581.22,1183834.6,251729.83
11/20/2022,Northeast,Conventional,1.286737244,4203531.49,494770.12,2033632.08,7541.7,1395578.82,272008.77
11/13/2022,Northeast,Conventional,1.206905878,5044092.65,632206.12,2609623.73,6840.19,1484917.34,310505.26
12/4/2022,Plains,Conventional,0.970229999,1805588.66,565798.21,399878.91,3948.33,515863.92,320099.31
11/27/2022,Plains,Conventional,1.00164384,1505921.53,494545.96,275444.84,3145.57,478890.4,253894.76
11/20/2022,Plains,Conventional,0.996023252,1653707.67,546684.13,270230.51,16189.29,506620.29,313983.45
11/13/2022,Plains,Conventional,0.976230734,1837014.48,556596.19,417966.38,7053.37,560594.73,294803.81
12/4/2022,South Central,Conventional,0.820242302,4918252.13,1647829.43,489591.76,21500.66,1588458.78,1170871.5
11/27/2022,South Central,Conventional,0.822050022,4205457.23,1240747.19,435049.54,22060.71,1549070.05,958529.73
11/20/2022,South Central,Conventional,0.777991048,5055893.45,1414822.92,415201.03,21716.63,2070092.72,1134060.14
11/13/2022,South Central,Conventional,0.806740553,5259990.06,1610080.21,602282.24,26966.25,1766755.96,1253905.39
12/4/2022,Southeast,Conventional,1.050312667,4868964.06,2282757.35,137422.41,2012.29,1152359.75,1294412.25
11/27/2022,Southeast,Conventional,1.059803834,4158069.26,1985507.77,104509.88,1539.48,1024842.22,1041669.92
11/20/2022,Southeast,Conventional,1.05242354,4460085.77,2078814.62,124875.29,2352.81,1126125.84,1127917.21
11/13/2022,Southeast,Conventional,1.043527277,4799161.21,2272192.77,148389.94,5074.21,1108438,1265066.29
12/4/2022,West,Conventional,0.996629012,6408888.42,1338482.54,609072.73,22368.6,1447108.97,2991855.59
