stationid,longitude,latitude,eveningendpct,eveningstartpct,morningendpct,morningstartpct
269,-0.08974,51.500823,0.000755148,0.000656809,0.000585739,0.000679569
270,-0.122492,51.486343,0.002174619,0.001419042,0.001509222,0.002100758
271,-0.156285,51.535836,0.000330874,0.000393141,0.000110363,0.000186586
272,-0.110699,51.501444,0.00224526,0.001259725,0.001205187,0.001868438
273,-0.114686,51.506133,0.001598328,0.000712849,0.000633835,0.000994983
274,-0.205284,51.496712,0.000485682,0.000436942,0.000249068,0.000323144
275,-0.092176,51.520044,0.000593039,0.001118228,0.001073783,0.000220726
276,-0.084985,51.509301,0.00018358,0.000927133,0.000952469,4.29427E-05
278,-0.07962,51.503493,0.001334874,0.001533914,0.001350119,0.000634693
279,-0.176645,51.518622,0.000856063,0.000565985,0.000536569,0.000950967
280,-0.162418,51.490083,0.000591321,0.000755362,0.000568562,0.000342683
281,-0.127575,51.495805,0.000410532,0.001369014,0.001309968,0.000233823
282,-0.059642,51.519064,0.001118014,0.001030411,0.000882043,0.000902012
283,-0.118478,51.514409,9.46887E-05,0.000390135,0.000386055,3.02746E-05
284,-0.112031,51.49914,0.000568776,0.000373816,0.000216861,0.000461849
286,-0.174653,51.527294,0.000414827,0.000273975,9.16827E-05,0.000610645
287,-0.128377,51.523673,0.000321641,0.000750424,0.000672054,0.000287287
288,-0.147478,51.492369,0.001300735,0.001032343,0.000724658,0.000859284
289,-0.151296,51.50923,0.000183151,0.000628252,0.000695243,8.9965E-05
290,-0.175488,51.51678,0.002163454,0.001259081,0.000708555,0.001498916
291,-0.138089,51.484839,0.000706193,0.00043823,8.95356E-05,0.000605492
292,-0.165471,51.498884,0.000738829,0.001162674,0.000707481,0.000208487
293,-0.209494,51.498157,0.000506295,0.000238976,8.30942E-05,0.000527766
294,-0.135635,51.488226,0.000934648,0.00062997,0.000384767,0.000849407
295,-0.092762,51.500296,0.000590677,0.000571568,0.000577365,0.000544728
296,-0.190603,51.493631,0.000537643,0.000345045,0.000240479,0.000526478
297,-0.106,51.496127,0.000317347,0.000149226,3.45689E-05,0.000239406
298,-0.074189,51.502279,0.001442231,0.00107593,0.001025043,0.001261442
299,-0.136928,51.493985,0.000372528,0.000377896,0.000324003,0.000259589
300,-0.17306,51.505014,0.001021178,0.001223653,0.000364584,0.000318206
301,-0.148105,51.514759,0.000727235,0.00151416,0.0011543,0.000246062
302,-0.216573,51.466907,0.000377681,0.000183795,0.000100701,0.000255939
303,-0.158456,51.502953,0.002506566,0.002753702,0.001195525,0.000654232
305,-0.115853,51.486779,0.000600769,0.00044596,0.000118737,0.000182936
306,-0.135025,51.518162,0.000221584,0.000498994,0.000518533,0.000154164
307,-0.187842,51.509908,0.002845385,0.002625518,0.000800238,0.001415177
308,-0.085666,51.499075,0.000825144,0.000526048,0.000466358,0.000965996
309,-0.119047,51.509631,0.000406882,0.000850481,0.000921336,0.000125393
310,-0.116911,51.490867,0.000829009,0.000499853,0.000320567,0.000715426
312,-0.17677,51.530889,0.000674415,0.000326365,0.000147723,0.000632332
313,-0.138072,51.517344,0.000355566,0.001173624,0.001037281,0.000118737
314,-0.083159,51.500889,0.000444457,0.000583377,0.000662606,0.000621596
315,-0.153463,51.525367,0.000484609,0.000538716,0.000235326,0.00010478
317,-0.093913,51.496791,0.000318206,0.000165329,3.04893E-05,0.000271398
318,-0.138846,51.510048,0.000642638,0.001290643,0.00085091,7.17143E-05
319,-0.088542,51.527025,0.000715855,0.000997345,0.001130038,0.000802385
320,-0.139956,51.493573,0.001239971,0.001036637,0.000765239,0.000690519
321,-0.081608,51.497855,0.001490542,0.000908668,0.000708984,0.001438796
322,-0.073955,51.526293,0.000388632,0.000362007,0.000228026,0.000487615
323,-0.083067,51.523196,0.000159532,0.000973726,0.001112646,0.000131619
324,-0.101384,51.49652,0.000865081,0.000711131,0.000679139,0.000779196
325,-0.129697,51.509087,0.000516816,0.000635982,0.000564267,0.000104566
326,-0.099981,51.532661,0.001132614,0.000909097,0.000600769,0.001418398
327,-0.085603,51.53095,0.000211922,0.000192383,7.98735E-05,0.000430286
328,-0.086016,51.53114,0.000285569,0.000161894,8.56707E-05,0.000412035
329,-0.160854,51.535892,0.000705119,0.000416115,0.000111651,0.000523257
330,-0.179135,51.516417,0.000984677,0.000994768,0.000960199,0.001309538
331,-0.089887,51.520858,0.000842107,0.001964415,0.001995548,0.000521969
332,-0.194757,51.493343,0.000487829,0.0003152,0.000146864,0.000360075
333,-0.193764,51.508605,0.000936581,0.000710058,0.000327224,0.000718432
334,-0.115851,51.505044,0.000988327,0.000463996,0.000201831,0.000454763
335,-0.120718,51.511968,0.001163318,0.001714703,0.001507075,0.000286643
336,-0.115533,51.504942,0.001434502,0.000242626,0.000254436,0.000986394
337,-0.197524,51.511084,0.000389061,0.00034483,0.000147723,0.000285784
338,-0.119643,51.511756,0.000767816,0.001028693,0.000797232,0.000211708
339,-0.111781,51.533319,0.000392711,0.000368663,0.000130761,0.00066733
340,-0.087587,51.514441,0.001441802,0.002033123,0.001735315,0.001116081
341,-0.126021,51.508103,0.002644627,0.002150571,0.001744119,0.001880462
343,-0.150181,51.536922,0.00060721,0.000448322,0.000196892,0.000496847
344,-0.101026,51.528246,0.000376178,0.000510374,0.000394214,0.000467646
345,-0.166878,51.488023,0.001099763,0.001478518,0.001032987,0.000508442
347,-0.113936,51.500139,0.000679783,0.000697604,0.000604419,0.000437157
348,-0.150481,51.51217,0.000446819,0.000975014,0.000938943,0.000167047
349,-0.142783,51.51196,0.000390135,0.001025472,0.000949249,7.96587E-05
350,-0.179854,51.501715,0.001131541,0.001233315,0.000594542,0.00048332
351,-0.097122,51.529423,0.000821065,0.000530987,0.000334953,0.001183072
352,-0.116625,51.486965,0.000438875,0.000159747,8.28794E-05,0.0004159
353,-0.134234,51.494591,0.000220726,0.000482461,0.000607425,0.000260877
354,-0.123702,51.506767,0.001108996,0.001299876,0.001277116,0.000586812
355,-0.117286,51.486575,0.000238117,0.00012711,9.85535E-05,0.000122816
356,-0.173881,51.494412,0.00159339,0.001710408,0.001462414,0.000890203
357,-0.139016,51.520994,0.000624172,0.001590598,0.00169817,0.000454978
358,-0.124826,51.516226,0.000676777,0.001145926,0.000896,0.000246706
359,-0.13544,51.497829,0.000243485,0.000911889,0.001070347,0.000141067
360,-0.138733,51.496753,0.001702894,0.001969138,0.001934569,0.000960414
361,-0.113426,51.503919,0.004117133,0.000354492,7.23585E-05,0.005200363
362,-0.133952,51.536264,0.00055117,0.000568347,0.000416115,0.000762448
363,-0.171185,51.529121,9.748E-05,0.000121957,4.14397E-05,8.30942E-05
364,-0.132339,51.519656,0.000377466,0.001820771,0.001884971,0.000244129
365,-0.100168,51.530344,0.000733891,0.000643067,0.00041998,0.000941519
366,-0.151126,51.510919,0.000210849,0.000917686,0.000947746,6.69906E-05
367,-0.164207,51.517372,0.000478811,0.00031885,9.2971E-05,0.000378969
368,-0.15934,51.500241,0.000544943,0.001018601,0.00085864,0.000221155
370,-0.174593,51.520205,0.00020269,0.000165544,0.000133337,0.000282134
371,-0.10988,51.49775,0.000245847,0.00018358,0.000133981,0.00021772
372,-0.117863,51.515208,0.000331518,0.001216782,0.00103857,7.14996E-05
373,-0.176415,51.499806,0.00033753,0.001025902,0.001005074,6.50582E-05
374,-0.113864,51.504027,0.006959512,0.000831586,0.000866584,0.008241352
375,-0.194392,51.501945,0.000234253,0.000278269,0.000264098,0.000233394
376,-0.125674,51.491884,0.00040495,0.001381467,0.001278619,0.000319494
377,-0.113656,51.505354,0.000743124,0.000298881,0.000159532,0.000465284
378,-0.179077,51.495592,0.000430071,0.001194022,0.001251136,0.000325935
379,-0.200838,51.514311,0.000721438,0.000454334,0.000285784,0.000635123
380,-0.150666,51.506864,0.00020956,0.000825359,0.000817415,8.0947E-05
381,-0.135777,51.51953,0.000590892,0.000976517,0.000827291,0.000301673
382,-0.147449,51.509351,0.000150085,0.000651441,0.000724444,7.90146E-05
383,-0.131213,51.513103,0.000870664,0.001034061,0.0007238,0.000133767
384,-0.192404,51.496481,0.000249282,0.00022094,0.000257871,0.000275263
386,-0.13011,51.513527,0.001382111,0.00141303,0.000871308,0.000212352
387,-0.121394,51.493699,0.000512521,0.001086236,0.000854775,0.000650582
388,-0.121723,51.510701,0.001078506,0.00130417,0.000908453,0.000296734
389,-0.155757,51.51013,0.000169838,0.000358786,0.000162109,3.39247E-05
390,-0.068856,51.521776,0.000258086,0.000269466,0.000182292,0.00028879
392,-0.179702,51.499428,0.000690734,0.001363431,0.001420975,0.000317991
393,-0.103604,51.517334,0.000956549,0.001634829,0.001553023,0.00094066
394,-0.176268,51.524826,0.000398508,0.000226738,0.000129687,0.000523257
395,-0.159919,51.492462,0.000635767,0.000920477,0.000738829,0.000276766
396,-0.163609,51.51809,0.000634479,0.000336671,0.000222014,0.000643067
397,-0.17977,51.51348,0.000984247,0.000673557,0.000244129,0.000763092
398,-0.200742,51.502319,0.000330659,0.000351701,0.000104136,0.000257227
399,-0.071653,51.522617,0.000768031,0.000773398,0.000669692,0.00056942
400,-0.154106,51.517703,0.000550096,0.001362143,0.001309538,0.000366087
401,-0.075375,51.528187,0.000819132,0.00062632,0.000290722,0.000792508
402,-0.171681,51.522892,0.000224161,0.000212352,8.56707E-05,0.000228026
403,-0.158249,51.516892,0.000387558,0.000627608,0.000566844,0.000365657
404,-0.1844,51.502042,0.001494621,0.001537779,0.000570709,0.000654232
405,-0.18267,51.494185,0.001294508,0.001268098,0.000987897,0.00080217
408,-0.170704,51.519943,0.000283851,0.000327224,0.000178427,0.000346762
409,-0.099828,51.493146,0.001021393,0.000380687,0.000115301,0.000828365
410,-0.169774,51.519968,0.000547305,0.000605922,0.000373816,0.000679139
411,-0.09968,51.493372,0.001256719,0.00058488,0.000364369,0.00096299
412,-0.110121,51.488105,0.000493627,0.000214714,0.000104136,0.000545802
419,-0.149004,51.485821,0.000327438,0.000317561,0.000208057,0.000331518
420,-0.105312,51.504043,0.000702758,0.000540005,0.000505221,0.000493627
421,-0.104778,51.504044,0.001372664,0.001122308,0.001234818,0.001398
423,-0.153933,51.494561,0.000358142,0.0003371,0.000395717,0.000349124
424,-0.149186,51.490491,0.000768889,0.000610431,0.000467861,0.000747847
425,-0.139159,51.533379,0.000647147,0.000784563,0.000551385,0.000550096
426,-0.129925,51.493072,0.000467217,0.000533134,0.000529054,0.000535281
427,-0.09294,51.51397,0.001390485,0.003751905,0.003558448,0.000703187
428,-0.174554,51.499917,0.001211414,0.002109776,0.001918895,0.000443169
430,-0.17524,51.48902,0.000355995,0.000460131,0.000360504,0.000172844
431,-0.122203,51.534474,0.000429427,0.000640491,0.000446175,0.000245847
432,-0.173894,51.496957,0.000450899,0.001058109,0.001057679,0.000123031
433,-0.116279,51.524564,0.000680857,0.001471432,0.001258222,0.000780913
435,-0.105593,51.488852,0.000539361,0.000287072,0.00026646,0.000459058
436,-0.11655,51.51824,0.000766313,0.002783332,0.002402001,0.000419336
437,-0.120903,51.488124,0.000512521,0.000362007,0.000319064,0.000398508
439,-0.118677,51.5338,0.000275907,0.000257656,0.000174992,0.00027333
440,-0.113134,51.483145,0.000971364,0.000579727,0.000497062,0.000853701
441,-0.114605,51.495656,0.000405379,0.000302961,0.000173274,0.000397864
442,-0.211358,51.510101,0.000340965,0.000231891,0.000129687,0.000277625
443,-0.058641,51.515256,0.000592395,0.000404735,0.000225879,0.000512521
444,-0.055312,51.52568,0.000574144,0.00045734,0.000264527,0.000424918
445,-0.065076,51.52388,0.000542152,0.000264098,9.83388E-05,0.000758798
446,-0.055894,51.528936,0.000875173,0.000669692,0.000496203,0.000619663
447,-0.007542,51.493381,0.000256153,0.000113369,2.42626E-05,0.000250571
448,-0.02296,51.50623,0.000374031,0.001519743,0.00104544,4.85253E-05
449,-0.057159,51.511088,0.001073783,0.00049878,0.000204193,0.000996056
450,-0.053177,51.515975,0.000585524,0.000292225,3.73602E-05,0.000766528
451,-0.063531,51.504719,0.000611719,0.000174992,4.85253E-05,0.000614725
452,-0.070542,51.505697,0.000593683,0.000601413,0.00042363,0.000555464
453,-0.055167,51.508447,0.000732603,0.000324647,0.000136987,0.000834592
454,-0.021582,51.487679,0.000294587,0.000106069,1.46005E-05,0.000189377
455,-0.014409,51.49447,0.0001722,0.000153091,2.98452E-05,4.2728E-05
456,-0.144664,51.538071,0.000757724,0.000372099,0.000139564,0.000589604
457,-0.145393,51.542138,0.000973726,0.00059948,0.000196892,0.000705764
458,-0.057544,51.504749,0.001035993,0.000424059,0.000236829,0.000903085
459,-0.03338,51.535179,0.000732173,0.000369093,7.77263E-05,0.000634479
460,-0.029138,51.516196,0.000579297,0.000343971,9.87683E-05,0.000390779
461,-0.038775,51.516,0.000261092,0.000109933,6.26964E-05,0.000291366
462,-0.138853,51.541603,0.001202611,0.000669692,0.000319494,0.001219358
463,-0.071881,51.534776,0.000185298,0.000102418,4.85253E-05,0.000291581
464,-0.052099,51.51417,0.000172844,0.000107142,6.20522E-05,0.00019131
465,-0.08249,51.53558,0.001133902,0.000712849,0.000471296,0.001374167
466,-0.076341,51.534464,0.000515098,0.000269251,0.000126252,0.000622884
467,-0.030556,51.523538,0.000342468,0.000228241,0.000214284,0.000320782
468,-0.022694,51.521564,0.000194316,0.000163826,5.51814E-05,0.000206554
469,-0.020467,51.513757,0.000518963,0.000164256,5.3249E-05,0.000550311
470,-0.025492,51.530535,0.000481388,0.000209775,4.50899E-05,0.000562979
471,-0.028155,51.533283,0.000494271,0.00020591,7.66528E-05,0.000551599
472,-0.027616,51.529452,9.16827E-05,5.6255E-05,1.65329E-05,7.30026E-05
473,-0.019355,51.496137,0.000158459,0.000110792,5.28195E-05,0.000102204
474,-0.011457,51.498125,6.48435E-05,4.95988E-05,3.39247E-05,3.95073E-05
475,-0.020157,51.499041,0.000395717,0.000283637,0.000233394,0.000280201
476,-0.009205,51.489096,0.000154594,8.67443E-05,1.86801E-05,5.08871E-05
477,-0.018716,51.49109,0.000319494,0.000124749,3.69307E-05,0.000232535
478,-0.04667,51.521889,0.000981885,0.000786496,0.000395502,0.000530557
479,-0.058005,51.527152,0.000915109,0.000561047,0.000349983,0.00077211
480,-0.038986,51.512871,0.001268743,0.000604848,0.000271183,0.001030411
481,-0.009001,51.487129,0.000417403,0.000278484,0.000107357,0.000264312
482,-0.02377,51.509843,7.40762E-05,5.34637E-05,2.59803E-05,3.43542E-05
483,-0.047784,51.51328,0.000601198,0.000387987,0.000120025,0.000636841
484,-0.013258,51.528828,0.00020634,0.000104995,3.47836E-05,0.000147938
485,-0.048017,51.531127,0.000651441,0.000369952,0.000128828,0.000695243
486,-0.069543,51.525645,0.001016239,0.000602272,0.000251644,0.000880111
487,-0.025626,51.511811,0.000344615,0.000116375,4.22986E-05,0.000246921
488,-0.058681,51.506946,0.000894282,0.00037854,0.000196892,0.00079852
489,-0.064094,51.513074,0.000955905,0.000508012,0.000181218,0.001263804
490,-0.065006,51.508622,0.000322715,0.00018766,0.00012711,0.000490621
491,-0.041378,51.522507,0.000491694,0.000794226,0.000677207,0.000357069
492,-0.03562,51.524677,0.001035993,0.00092606,0.000597763,0.000489976
494,-0.016251,51.50196,1.67477E-05,9.87683E-05,0.000155667,2.57656E-06
495,-0.018703,51.528169,0.000676348,0.000306611,0.000132908,0.000609572
496,-0.015578,51.52512,0.000391423,0.000204193,8.00882E-05,0.000325935
497,-0.027467,51.526177,0.000307899,0.000166403,5.9261E-05,0.000211708
498,-0.025296,51.527058,0.000519177,0.000433077,0.000454119,0.000536569
499,-0.021345,51.519265,0.000784778,0.000275263,3.45689E-05,0.00075751
500,-0.055731,51.519806,0.000692022,0.000596904,0.000222443,0.000620308
501,-0.054883,51.522561,0.000555035,0.000360504,9.94124E-05,0.000552458
503,-0.051394,51.520893,0.0011543,0.000707911,0.000215572,0.000599051
504,-0.009506,51.496454,0.00012346,6.59171E-05,1.03063E-05,0.000113369
505,-0.026768,51.520398,0.000382834,0.000156741,7.40762E-05,0.00043823
506,-0.075855,51.517475,0.000574574,0.000881399,0.00100443,0.00043136
507,-0.059091,51.528692,0.000399153,0.000152661,6.87083E-05,0.000482461
508,-0.074431,51.519362,0.000805176,0.00113197,0.000958267,0.00027333
509,-0.090075,51.517842,0.000528625,0.001217855,0.001201967,0.00041225
510,-0.025996,51.509303,0.000866155,0.000661318,0.000548164,0.000485467
511,-0.053558,51.511066,0.000852413,0.000523042,0.000223517,0.000950752
512,-0.06142,51.532091,0.001219358,0.000764595,0.000476235,0.001277761
513,-0.055656,51.514222,0.000612363,0.00038219,0.000107786,0.000422342
514,-0.155525,51.516204,0.000454119,0.00095934,0.000909312,0.000326794
515,-0.211316,51.500088,0.000353848,0.000181433,5.00283E-05,0.00037081
516,-0.014438,51.5112,0.000311764,0.000178212,7.6438E-05,0.000207628
517,-0.033085,51.532513,0.000591751,0.000209775,6.57024E-05,0.000585953
518,-0.037471,51.528224,0.00055439,0.000261521,5.73285E-05,0.000462493
519,-0.011662,51.518811,7.12849E-05,6.78495E-05,1.18092E-05,4.93841E-05
520,-0.047218,51.526041,0.000564053,0.000304464,0.000122601,0.000669048
521,-0.037366,51.534137,0.000639847,0.000256583,5.53961E-05,0.000611075
522,-0.036017,51.525941,0.000457769,0.000445745,0.000429212,0.000313482
523,-0.013475,51.51549,0.000139134,8.07323E-05,2.19008E-05,7.36468E-05
524,-0.179668,51.511654,0.000781557,0.000443384,8.9965E-05,0.000892135
526,-0.008428,51.503143,0.000177568,9.91977E-05,1.503E-05,0.000103707
527,-0.215808,51.503802,0.000490621,0.000313052,0.000157814,0.000198395
528,-0.145827,51.507326,8.45972E-05,0.000552029,0.000638558,7.81557E-05
529,-0.170983,51.486892,0.000406668,0.000605278,0.000542152,0.000343971
530,-0.012413,51.508896,0.000205266,0.000180359,0.000109504,0.000107142
531,-0.042744,51.530326,0.000860787,0.00044596,0.00016125,0.00065187
532,-0.020068,51.50357,0.000255294,0.001026546,0.000983174,9.8983E-05
533,-0.069743,51.528222,0.000657668,0.000237688,6.14081E-05,0.000824071
534,-0.066035,51.531864,0.000908238,0.000417189,0.000150085,0.001043079
535,-0.147154,51.537349,0.000705334,0.000392926,0.000127969,0.000686439
536,-0.06992,51.53385,0.000502,0.000228026,8.73884E-05,0.000639202
537,-0.067937,51.51793,0.00076846,0.000571138,0.000251,0.000590892
538,-0.00699,51.508981,0.000222443,0.000225664,0.000186157,0.000174347
539,-0.075901,51.531091,0.000714567,0.0004232,0.000309188,0.000737326
540,-0.144466,51.528302,0.000546231,0.000415256,0.000160176,0.000546876
541,-0.142844,51.506613,0.001219573,0.002130818,0.001932208,0.000463137
542,-0.033828,51.514115,0.000687298,0.00031112,0.000130975,0.00076438
543,-0.204666,51.509591,0.000190236,0.000103492,3.34953E-05,0.000170053
544,-0.102208,51.526153,0.000616657,0.000758798,0.000627608,0.000628037
545,-0.145246,51.539957,0.00054344,0.000441881,0.000318635,0.000500283
546,-0.107987,51.517428,0.000408171,0.001707402,0.00147723,0.000161679
547,-0.002275,51.509474,0.000335168,0.000169838,5.96904E-05,0.000212352
548,-0.107913,51.498386,0.000175636,0.000297378,0.000196034,0.000143858
549,-0.104193,51.49605,0.000492768,0.00026238,0.000144073,0.000528195
550,-0.039264,51.521564,0.000389705,0.000260233,0.000149441,0.000485253
552,-0.056667,51.511542,0.001189513,0.000729167,0.000560402,0.001253713
553,-0.062546,51.535678,0.001763228,0.001135191,0.00049878,0.001359352
554,-0.005659,51.513548,0.000102418,4.85253E-05,1.48152E-05,9.36151E-05
556,-0.021596,51.502661,6.82789E-05,0.000641135,0.000696316,2.79128E-05
557,-0.0985,51.51601,0.00018766,0.000944096,0.00107228,0.000135914
558,-0.127554,51.493978,0.000561261,0.00157793,0.001728444,0.000481173
559,-0.205991,51.501391,0.000195389,0.000159747,4.16544E-05,0.000120454
560,-0.205921,51.511624,0.00017993,0.000127969,2.66245E-05,0.000215358
561,-0.043371,51.518369,0.000410532,0.00026238,0.000162323,0.000497921
562,-0.12335,51.51746,0.000365443,0.001108566,0.001104916,0.000149655
563,-0.009152,51.499286,0.000170268,0.00010156,5.99051E-05,9.18974E-05
564,-0.117619,51.509943,0.001153012,0.001875953,0.001808533,0.000361363
565,-0.063386,51.521905,0.000171986,0.000145361,5.21754E-05,0.000224161
566,-0.224103,51.509158,0.000166188,0.000289434,0.000245847,5.88315E-05
568,-0.18697,51.51616,0.000899006,0.000600983,0.000138061,0.000537858
569,-0.08299,51.53213,0.000517889,0.000244559,4.46604E-05,0.000718861
570,-0.017676,51.503083,0.000223302,0.001478303,0.001257363,5.79727E-05
571,-0.218337,51.506256,0.000465284,0.000341609,0.000143643,0.000191739
572,-0.141728,51.539099,0.000992621,0.000718861,0.000184654,0.000473443
573,-0.18119,51.485587,0.001198746,0.001200893,0.001087954,0.000915539
574,-0.09315,51.53356,0.001693661,0.001143779,0.00078349,0.002417031
576,-0.022793,51.497304,0.000251,0.000115945,5.1746E-05,0.000178642
577,-0.047548,51.528869,0.00083953,0.000362866,0.000109504,0.000695457
578,-0.057133,51.527607,0.000528195,0.000301887,0.000267318,0.00040087
579,-0.093051,51.511246,0.001039643,0.002544785,0.001886044,0.000327653
580,-0.102996,51.486929,0.000816985,0.000265815,0.000183365,0.001006148
581,-0.147983,51.519167,0.000754504,0.001186722,0.000960629,0.000489762
583,-0.125978,51.497622,0.000747418,0.001478088,0.001440084,0.000292655
584,-0.19096,51.51244,0.000736468,0.000512521,0.000206984,0.000733247
586,-0.014582,51.490645,0.000188304,0.000117019,4.14397E-05,0.000133122
587,-0.08497,51.50964,0.000938513,0.001712341,0.001406589,0.000443384
588,-0.0801,51.52959,0.000344186,0.000307685,0.000187016,0.000339677
589,-0.179369,51.487196,0.000882473,0.000768889,0.000544299,0.000494056
590,-0.16862,51.53256,0.000198825,0.000113369,4.03662E-05,0.000287502
591,-0.224223,51.506093,0.000741835,0.000482891,0.000170268,0.000397864
592,-0.18377,51.5171,0.000340106,0.000400656,0.000442739,0.000521539
593,-0.11934,51.531066,0.000689445,0.000525834,0.000428354,0.000803673
594,-0.117774,51.513875,0.000357283,0.001329936,0.001355057,0.00012024
595,-0.21985,51.493267,0.00058853,0.000811188,0.000702113,0.000362437
596,-0.199783,51.472817,0.000799164,0.000677421,0.000495559,0.000493841
597,-0.20782,51.473471,0.00069696,0.000307255,0.000100271,0.000613437
598,-0.228188,51.494499,0.000317561,0.000304464,0.000297378,0.000309617
599,-0.223616,51.485743,0.000276336,0.00029244,0.000283207,0.00031842
600,-0.124642,51.481747,0.000716285,0.000298452,0.000111866,0.00050608
601,-0.225787,51.514767,0.000341395,0.000603989,0.000537428,0.000213855
602,-0.133972,51.472993,0.000655091,0.000231247,5.6255E-05,0.000631687
603,-0.116493,51.477839,0.001154944,0.00026646,9.01797E-05,0.001256075
604,-0.138535,51.538792,0.000334524,0.000232535,0.000166188,0.000402373
605,-0.163667,51.520331,0.001069488,0.000630399,0.000398723,0.000948175
606,-0.210941,51.504199,0.000259803,0.000201616,0.000169624,0.000176065
607,-0.210279,51.468814,0.000679354,0.000613437,0.000528195,0.000531416
608,-0.216493,51.491093,6.72054E-05,7.27879E-05,0.000117019,3.45689E-05
609,-0.157788,51.465123,0.000410747,0.00017993,4.33721E-05,0.000400011
610,-0.172078,51.482567,0.000533134,0.000554176,0.000433507,0.000381975
611,-0.208486,51.506465,0.000340536,0.000318635,0.000180145,0.000226738
612,-0.141812,51.469259,0.000741406,0.000263024,0.000129687,0.000905877
613,-0.2174,51.504038,0.00092241,0.000936366,0.000787355,0.000575647
614,-0.14469,51.478172,0.000311979,0.000325721,0.000239406,0.000343971
615,-0.215895,51.476885,0.000671624,0.000312408,0.000130116,0.000582518
616,-0.209973,51.481021,0.000672698,0.000335812,0.000126896,0.000707481
617,-0.207842,51.471079,0.000310261,0.000216002,0.000166188,0.00036351
618,-0.193254,51.476259,0.00050608,0.000281919,0.000134196,0.000416544
619,-0.19701,51.473763,0.000515742,0.000272686,0.000158029,0.000467217
620,-0.16716,51.47518,0.000650367,0.000268392,6.65612E-05,0.000760516
621,-0.187427,51.460864,0.00074978,0.000533134,0.000361148,0.000565341
622,-0.205535,51.507481,0.000596045,0.000739259,0.000731529,0.000435439
623,-0.180791,51.46193,0.000266889,8.05176E-05,3.2207E-05,0.00030017
624,-0.132102,51.472918,0.000516171,0.000165544,7.72969E-05,0.000736253
625,-0.149551,51.477619,0.001152153,0.000721652,0.000335168,0.000979738
626,-0.204815,51.484386,0.001051238,0.000476235,0.000216646,0.000909527
627,-0.15823,51.46879,0.000372743,8.52413E-05,2.27596E-05,0.000405594
628,-0.184318,51.468819,0.000536999,0.000397864,0.000200542,0.000350627
629,-0.190184,51.459953,0.000201616,0.000105424,4.46604E-05,0.000164471
630,-0.126994,51.470732,0.000429642,0.000106927,4.78811E-05,0.000489332
631,-0.14177,51.479501,0.000411391,0.000402588,0.000238332,0.000548593
632,-0.163041,51.470538,0.000565341,0.000242626,0.000117663,0.000455193
633,-0.209378,51.489591,0.00066003,0.000461849,0.000233179,0.000542152
634,-0.215804,51.494347,0.000279342,0.000801096,0.000863363,0.000371455
635,-0.214428,51.486062,0.000641564,0.000301028,0.000109075,0.000638773
636,-0.193502,51.467064,0.000436727,0.000526478,0.000427924,0.00049878
637,-0.174691,51.45787,0.000207413,6.95672E-05,3.13482E-05,0.000230817
638,-0.169821,51.466633,0.001437722,0.000836524,0.000719291,0.001157736
639,-0.202038,51.48357,0.00071564,0.000441022,0.000207199,0.000556967
640,-0.148059,51.472865,0.000619449,0.000362651,0.000283422,0.000701255
641,-0.117495,51.498241,0.000322715,0.000563623,0.000555249,0.000193242
642,-0.174485,51.469161,0.000204407,9.51181E-05,1.43858E-05,0.000243271
643,-0.204764,51.519042,0.000369952,0.000250141,0.000117448,0.000292225
644,-0.223852,51.483732,0.000624387,0.000582303,0.00059626,0.00055074
645,-0.100292,51.501732,0.000662177,0.00072337,0.000565556,0.00056942
646,-0.137424,51.498865,0.000639202,0.001153012,0.001092248,0.00030339
647,-0.217515,51.500353,0.000600554,0.000313697,0.000224805,0.000576721
649,-0.180274,51.481805,0.000618805,0.000461849,0.000222443,0.000354492
650,-0.213872,51.51687,0.000710058,0.000328297,0.000185942,0.00056942
651,-0.183853,51.480898,0.000392067,0.000415256,0.000313482,0.000293943
652,-0.21819,51.511486,0.000161465,0.000317347,0.000325935,7.55792E-05
653,-0.170703,51.470847,0.000874314,0.000320567,0.000107142,0.000718432
654,-0.117661,51.482678,0.000587456,0.000239406,8.76031E-05,0.000685581
655,-0.219346,51.482944,0.00044961,0.00025143,6.33405E-05,0.000433936
656,-0.199135,51.468418,0.000231032,0.000163612,9.68358E-05,0.000139564
657,-0.221791,51.49968,0.000425348,0.000216217,0.00016125,0.000331088
658,-0.164786,51.477292,0.001114364,0.000754074,0.000605922,0.001027619
659,-0.174619,51.46437,0.000139779,3.5213E-05,1.86801E-05,0.000116589
660,-0.206029,51.49087,0.000455622,0.000259803,0.00018766,0.000500927
661,-0.202608,51.51632,0.001050594,0.00048375,0.000241768,0.000934863
662,-0.167919,51.484984,0.000647361,0.000556752,0.000393999,0.000544514
663,-0.211593,51.51323,0.000312408,0.000182721,0.000114442,0.000263668
664,-0.155442,51.474376,0.000676992,0.000380687,0.000198181,0.00063362
665,-0.191722,51.461083,0.000534422,0.000261306,0.000145576,0.000477308
666,-0.208158,51.4961,0.000695028,0.000503933,0.000336456,0.000676563
667,-0.222293,51.501594,0.000564482,0.00026646,0.000107142,0.000399367
668,-0.236769,51.494223,0.000470223,0.000354922,0.000176924,0.000383908
669,-0.123258,51.476149,0.000257656,7.10702E-05,1.65329E-05,0.000300384
670,-0.152248,51.467185,0.000751068,0.000230173,0.000146649,0.000947531
