StartStationLon,StartStationLat,EndStationLat,EndStationLon
-0.090075,51.517842,51.516814,-0.151926
-0.122831,51.472509,51.509462,-0.124749
-0.202802,51.45682,51.488023,-0.166878
-0.109025,51.534408,51.521113,-0.078869
-0.101026,51.528246,51.520858,-0.089887
-0.116911,51.490867,51.511553,-0.09294
-0.163347,51.474392,51.500647,-0.0786
-0.112824,51.503791,51.496886,-0.161203
-0.084605,51.521283,51.513821,-0.107927
-0.055656,51.514222,51.51362,-0.116764
-0.208565,51.515108,51.51348,-0.17977
-0.074189,51.502279,51.517334,-0.103604
-0.084605,51.521283,51.513821,-0.107927
-0.057159,51.511088,51.511088,-0.057159
-0.217515,51.500353,51.488023,-0.166878
-0.049067,51.51563,51.51501,-0.112753
-0.079201,51.537277,51.511891,-0.107349
-0.117661,51.482678,51.51678,-0.175488
-0.074754,51.523648,51.518908,-0.079249
-0.190603,51.493631,51.48357,-0.202038
-0.111014,51.493686,51.504044,-0.104778
-0.155525,51.516204,51.52326,-0.104708
-0.053558,51.511066,51.521747,-0.094475
-0.074189,51.502279,51.502661,-0.021596
-0.126021,51.508103,51.516277,-0.118272
-0.094524,51.500694,51.517008,-0.093885
-0.123616,51.529943,51.51908,-0.124678
-0.145211,51.520715,51.51362,-0.116764
-0.077121,51.511594,51.500823,-0.08974
-0.150908,51.47505,51.491211,-0.173715
-0.123616,51.529943,51.516468,-0.079684
-0.079201,51.537277,51.521743,-0.081118
-0.138089,51.484839,51.485917,-0.124469
-0.017676,51.503083,51.497304,-0.022793
-0.073537,51.514233,51.506304,-0.087262
-0.101384,51.49652,51.530199,-0.122299
-0.102208,51.526153,51.52127,-0.075578
-0.112824,51.503791,51.517075,-0.086685
-0.112824,51.503791,51.503083,-0.017676
-0.112824,51.503791,51.496753,-0.138733
-0.08249,51.53558,51.521283,-0.084605
-0.069543,51.525645,51.51953,-0.135777
-0.110889,51.495718,51.511246,-0.093051
-0.057159,51.511088,51.489716,-0.170194
-0.21186,51.483217,51.490217,-0.215087
-0.208485,51.478939,51.506633,-0.131773
-0.12335,51.51746,51.515418,-0.09885
-0.116191,51.535467,51.51824,-0.11655
-0.190603,51.493631,51.48357,-0.202038
-0.077121,51.511594,51.515418,-0.09885
-0.067937,51.51793,51.515059,-0.105344
-0.112824,51.503791,51.517842,-0.090075
-0.055894,51.528936,51.528936,-0.055894
-0.124121,51.523418,51.51477,-0.122219
-0.112824,51.503791,51.511246,-0.093051
-0.122299,51.530199,51.515418,-0.09885
-0.058681,51.506946,51.540311,-0.02163
-0.097122,51.529423,51.514619,-0.137841
-0.075885,51.536585,51.505703,-0.027772
-0.042744,51.530326,51.514449,-0.077178
-0.014582,51.490645,51.499286,-0.009152
-0.112824,51.503791,51.525542,-0.138231
-0.075855,51.517475,51.509506,-0.075459
-0.208888,51.5212,51.49616,-0.140947
-0.083353,51.529537,51.523648,-0.074754
-0.12367,51.471433,51.511553,-0.09294
-0.171185,51.529121,51.520583,-0.154701
-0.168074,51.5343,51.518117,-0.144228
-0.183165,51.474665,51.474665,-0.183165
-0.112824,51.503791,51.505224,-0.098031
-0.042744,51.530326,51.509303,-0.025996
-0.205921,51.511624,51.499606,-0.197574
-0.208485,51.478939,51.464894,-0.173029
-0.08299,51.53213,51.524583,-0.058631
-0.134407,51.526236,51.515418,-0.09885
-0.179592,51.525575,51.507069,-0.145904
-0.191933,51.495866,51.501364,-0.191462
-0.124807,51.53724,51.534123,-0.129386
-0.159322,51.461343,51.477292,-0.164786
-0.198735,51.46067,51.493631,-0.190603
-0.112824,51.503791,51.521283,-0.084605
-0.183165,51.474665,51.474665,-0.183165
-0.172078,51.482567,51.511891,-0.107349
-0.043371,51.518369,51.514924,-0.066078
-0.223868,51.496664,51.478939,-0.208485
-0.123616,51.529943,51.51795,-0.108657
-0.141423,51.514499,51.526838,-0.130504
-0.087262,51.506304,51.515735,-0.09308
-0.033085,51.532513,51.523648,-0.074754
-0.047784,51.51328,51.522617,-0.071653
-0.17677,51.530889,51.525595,-0.144083
-0.192165,51.457529,51.488023,-0.166878
-0.085666,51.499075,51.511553,-0.09294
-0.109025,51.534408,51.51397,-0.09294
-0.112824,51.503791,51.50964,-0.08497
-0.068161,51.509786,51.526599,-0.112432
-0.112432,51.526599,51.51678,-0.175488
-0.193502,51.467064,51.506864,-0.150666
-0.109025,51.534408,51.51397,-0.09294
-0.069542,51.512363,51.517842,-0.090075
-0.106,51.496127,51.518117,-0.144228
-0.06797,51.504904,51.504749,-0.057544
-0.184806,51.457991,51.490435,-0.122806
-0.165297,51.461923,51.500703,-0.129698
-0.124469,51.485917,51.47787,-0.126874
-0.169821,51.466633,51.487196,-0.179369
-0.169821,51.466633,51.497056,-0.168917
-0.020467,51.513757,51.526008,-0.096317
-0.123616,51.529943,51.518218,-0.100791
-0.123616,51.529943,51.497622,-0.125978
-0.123616,51.529943,51.51477,-0.122219
-0.113864,51.504027,51.511246,-0.093051
-0.104778,51.504044,51.515059,-0.105344
-0.112031,51.49914,51.51217,-0.150481
-0.123616,51.529943,51.505974,-0.092754
-0.055656,51.514222,51.524564,-0.116279
-0.187842,51.509908,51.511654,-0.179668
-0.194116,51.479932,51.509462,-0.124749
-0.09022,51.491484,51.493146,-0.099828
-0.190393,51.490163,51.514759,-0.148105
-0.084605,51.521283,51.529537,-0.083353
-0.07813,51.526377,51.518908,-0.079249
-0.116911,51.490867,51.518825,-0.108028
-0.123616,51.529943,51.51746,-0.12335
-0.112824,51.503791,51.51397,-0.09294
-0.211316,51.500088,51.507424,-0.134621
-0.123616,51.529943,51.525595,-0.144083
-0.015578,51.52512,51.515631,-0.132328
-0.149035,51.481121,51.482362,-0.136123
-0.170329,51.477684,51.482362,-0.136123
-0.12367,51.471433,51.511594,-0.077121
-0.102208,51.526153,51.507424,-0.134621
-0.190346,51.46822,51.526377,-0.07813
-0.217995,51.487285,51.487244,-0.205279
-0.170194,51.489716,51.496544,-0.150905
-0.058631,51.524583,51.50623,-0.02296
-0.128279,51.5293,51.499412,-0.152317
-0.139625,51.490962,51.48902,-0.17524
-0.078505,51.53095,51.509943,-0.117619
-0.058681,51.506946,51.514924,-0.066078
-0.167029,51.460333,51.494561,-0.153933
-0.106237,51.507244,51.498865,-0.137424
-0.079249,51.518908,51.507326,-0.145827
-0.21186,51.483217,51.490217,-0.215087
-0.023565,51.515427,51.503083,-0.017676
-0.141334,51.492345,51.497622,-0.125978
-0.169821,51.466633,51.500397,-0.193068
-0.183834,51.497924,51.518913,-0.156166
-0.112824,51.503791,51.512484,-0.099141
-0.172528,51.533043,51.525542,-0.138231
-0.079249,51.518908,51.515809,-0.10527
-0.19701,51.473763,51.506613,-0.142844
-0.19701,51.473763,51.494645,-0.158105
-0.129361,51.488365,51.506767,-0.123702
-0.179668,51.511654,51.536264,-0.133952
-0.187427,51.460864,51.511553,-0.09294
-0.157788,51.465123,51.501444,-0.110699
-0.075375,51.528187,51.524438,-0.138019
-0.110683,51.484788,51.518908,-0.079249
-0.136123,51.482362,51.511246,-0.093051
-0.19024,51.515529,51.534667,-0.125078
-0.223852,51.483732,51.490217,-0.215087
-0.113864,51.504027,51.515735,-0.09308
-0.100186,51.505817,51.500694,-0.094524
-0.096317,51.526008,51.506543,-0.123179
-0.051394,51.520893,51.519362,-0.074431
-0.141423,51.514499,51.509639,-0.13151
-0.212607,51.460792,51.48902,-0.17524
-0.088542,51.527025,51.506543,-0.123179
-0.201554,51.512136,51.51217,-0.150481
-0.054162,51.536424,51.50623,-0.02296
-0.082989,51.510484,51.498898,-0.10044
-0.124469,51.485917,51.493204,-0.144132
-0.154701,51.520583,51.521661,-0.109006
-0.174411,51.511933,51.503117,-0.15352
-0.037471,51.528224,51.517475,-0.075855
-0.123616,51.529943,51.510484,-0.082989
-0.159237,51.501855,51.514767,-0.225787
-0.092762,51.500296,51.490867,-0.116911
-0.104778,51.504044,51.515809,-0.10527
-0.077121,51.511594,51.494881,-0.117974
-0.122831,51.472509,51.49206,-0.132224
-0.10997,51.529163,51.51824,-0.11655
-0.027772,51.505703,51.51601,-0.0985
-0.097122,51.529423,51.515059,-0.105344
-0.071653,51.522617,51.521283,-0.084605
-0.139625,51.490962,51.494412,-0.173881
-0.106323,51.490757,51.51908,-0.124678
-0.193254,51.476259,51.49313,-0.156876
-0.140741,51.488057,51.516154,-0.082422
-0.092921,51.494436,51.505409,-0.098341
-0.166878,51.488023,51.49313,-0.156876
-0.113426,51.503919,51.520858,-0.089887
-0.104708,51.52326,51.52625,-0.123509
-0.205876,51.475698,51.46161,-0.216145
-0.058681,51.506946,51.518908,-0.079249
-0.217515,51.500353,51.5129,-0.214762
-0.192538,51.504723,51.522511,-0.162298
-0.102996,51.486929,51.514225,-0.08066
-0.159169,51.475153,51.49313,-0.156876
-0.130504,51.526838,51.503127,-0.078655
-0.086685,51.517075,51.51397,-0.09294
-0.174971,51.485121,51.494412,-0.173881
-0.077121,51.511594,51.511961,-0.097441
-0.047548,51.528869,51.520962,-0.085634
-0.149035,51.481121,51.497622,-0.125978
-0.018703,51.528169,51.521743,-0.081118
-0.074189,51.502279,51.513821,-0.107927
-0.130504,51.526838,51.50923,-0.151296
-0.170279,51.506451,51.51601,-0.0985
-0.149551,51.477619,51.500889,-0.083159
-0.097122,51.529423,51.521743,-0.081118
-0.138212,51.481335,51.485917,-0.124469
-0.065006,51.508622,51.511594,-0.077121
-0.06691,51.507131,51.516154,-0.082422
-0.056667,51.511542,51.511553,-0.09294
-0.06691,51.507131,51.520962,-0.085634
-0.165164,51.514746,51.51217,-0.150481
-0.163347,51.474392,51.492462,-0.159919
-0.066035,51.531864,51.515059,-0.105344
-0.138212,51.481335,51.512484,-0.099141
-0.183846,51.523344,51.522029,-0.165842
-0.023565,51.515427,51.503083,-0.017676
-0.087262,51.506304,51.517475,-0.075855
-0.121394,51.493699,51.507244,-0.106237
-0.149186,51.490491,51.505459,-0.105692
-0.074189,51.502279,51.518154,-0.062697
-0.069743,51.528222,51.522617,-0.071653
-0.06142,51.532091,51.528681,-0.06555
-0.09022,51.491484,51.506767,-0.123702
-0.137841,51.514619,51.524696,-0.084439
-0.104708,51.52326,51.521743,-0.081118
-0.085634,51.520962,51.515809,-0.10527
-0.064094,51.513074,51.521113,-0.078869
-0.164786,51.477292,51.509462,-0.124749
-0.187842,51.509908,51.51397,-0.09294
-0.124749,51.509462,51.518587,-0.132053
-0.079249,51.518908,51.517606,-0.121328
-0.126409,51.524,51.516226,-0.124826
-0.062546,51.535678,51.517334,-0.103604
-0.065076,51.52388,51.520962,-0.085634
-0.075901,51.531091,51.529943,-0.123616
-0.077121,51.511594,51.517008,-0.093885
-0.179369,51.487196,51.496753,-0.138733
-0.132224,51.49206,51.51501,-0.112753
-0.069743,51.528222,51.51838,-0.073438
-0.112824,51.503791,51.515418,-0.09885
-0.112824,51.503791,51.517334,-0.103604
-0.180389,51.46517,51.487196,-0.179369
-0.142207,51.485357,51.498241,-0.117495
-0.078655,51.503127,51.527025,-0.088542
-0.13225,51.528833,51.521747,-0.094475
-0.062546,51.535678,51.521113,-0.078869
-0.211468,51.462312,51.503117,-0.15352
-0.125078,51.534667,51.533319,-0.111781
-0.070329,51.539083,51.527025,-0.088542
-0.053558,51.511066,51.510484,-0.082989
-0.158264,51.514577,51.514577,-0.158264
-0.115533,51.504942,51.503493,-0.07962
-0.023565,51.515427,51.509303,-0.025996
-0.086685,51.517075,51.517008,-0.093885
-0.1844,51.502042,51.513821,-0.107927
-0.123616,51.529943,51.515418,-0.09885
-0.234094,51.492636,51.503117,-0.15352
-0.112824,51.503791,51.507131,-0.06691
-0.069542,51.512363,51.521283,-0.084605
-0.058641,51.515256,51.514449,-0.077178
-0.023565,51.515427,51.50357,-0.020068
-0.089887,51.520858,51.517475,-0.075855
-0.018703,51.528169,51.510484,-0.082989
-0.055167,51.508447,51.511246,-0.093051
-0.062546,51.535678,51.508446,-0.131961
-0.093885,51.517008,51.514619,-0.137841
-0.158963,51.524517,51.515735,-0.09308
-0.167919,51.484984,51.492462,-0.159919
-0.201968,51.475089,51.499428,-0.179702
-0.164786,51.477292,51.518587,-0.132053
-0.163041,51.470538,51.483507,-0.147714
-0.112824,51.503791,51.500241,-0.15934
-0.17977,51.51348,51.529943,-0.123616
-0.142207,51.485357,51.511553,-0.09294
-0.074189,51.502279,51.506613,-0.142844
-0.038986,51.512871,51.507326,-0.145827
-0.166878,51.488023,51.500241,-0.15934
-0.217995,51.487285,51.494347,-0.215804
-0.126994,51.470732,51.50621,-0.114842
-0.138212,51.481335,51.493573,-0.139956
-0.202608,51.51632,51.49313,-0.156876
-0.093913,51.496791,51.506633,-0.131773
-0.165842,51.522029,51.517008,-0.093885
-0.09315,51.53356,51.532199,-0.10548
-0.190184,51.459953,51.485917,-0.124469
-0.140741,51.488057,51.474665,-0.183165
-0.141923,51.489856,51.516128,-0.120909
-0.110699,51.501444,51.528828,-0.013258
-0.112824,51.503791,51.497698,-0.137598
-0.164786,51.477292,51.49313,-0.156876
-0.123616,51.529943,51.517428,-0.107987
-0.180884,51.459225,51.501364,-0.191462
-0.130458,51.494816,51.509462,-0.124749
-0.100168,51.530344,51.515631,-0.132328
-0.110699,51.501444,51.497855,-0.081608
-0.208485,51.478939,51.46517,-0.180389
-0.106237,51.507244,51.50486,-0.113001
-0.032566,51.520597,51.511246,-0.093051
-0.082422,51.516154,51.506767,-0.123702
-0.180791,51.46193,51.509158,-0.224103
-0.148059,51.472865,51.506692,-0.103137
-0.144132,51.493204,51.491884,-0.125674
-0.049067,51.51563,51.511542,-0.056667
-0.169249,51.515953,51.512911,-0.153645
-0.025626,51.511811,51.5112,-0.014438
-0.089446,51.497382,51.512529,-0.115163
-0.082989,51.510484,51.49313,-0.156876
-0.087587,51.514441,51.524696,-0.084439
-0.180791,51.46193,51.464894,-0.173029
-0.144466,51.528302,51.528302,-0.144466
-0.130504,51.526838,51.51601,-0.0985
-0.104298,51.526717,51.508446,-0.131961
-0.086685,51.517075,51.531066,-0.11934
-0.089782,51.53089,51.514225,-0.08066
-0.06142,51.532091,51.518622,-0.176645
-0.112824,51.503791,51.514441,-0.087587
-0.15213,51.470475,51.51196,-0.142783
-0.126994,51.470732,51.521743,-0.081118
-0.053177,51.515975,51.505697,-0.070542
-0.122831,51.472509,51.500647,-0.0786
-0.175488,51.51678,51.518825,-0.108028
-0.116493,51.477839,51.521747,-0.094475
-0.123616,51.529943,51.512529,-0.115163
-0.020467,51.513757,51.511066,-0.053558
