StartStationLon,StartStationLat,EndStationLat,EndStationLon
-0.136123,51.482362,51.511891,-0.107349
-0.08249,51.53558,51.502661,-0.021596
-0.047548,51.528869,51.518908,-0.079249
-0.165842,51.522029,51.508446,-0.131961
-0.165668,51.524561,51.516154,-0.082422
-0.197609,51.483911,51.490853,-0.19617
-0.156166,51.518913,51.510048,-0.138846
-0.0801,51.52959,51.528936,-0.055894
-0.123616,51.529943,51.500703,-0.129698
-0.06691,51.507131,51.511961,-0.097441
-0.180791,51.46193,51.482567,-0.172078
-0.055656,51.514222,51.514225,-0.08066
-0.112824,51.503791,51.517008,-0.093885
-0.199135,51.468418,51.476259,-0.193254
-0.112031,51.49914,51.506633,-0.131773
-0.100186,51.505817,51.504627,-0.091773
-0.141923,51.489856,51.513875,-0.117774
-0.15785,51.471095,51.466633,-0.169821
-0.113864,51.504027,51.511553,-0.09294
-0.113001,51.50486,51.51397,-0.09294
-0.123616,51.529943,51.516277,-0.118272
-0.141923,51.489856,51.513821,-0.107927
-0.155442,51.474376,51.522511,-0.162298
-0.168917,51.497056,51.507424,-0.134621
-0.159919,51.492462,51.511891,-0.107349
-0.183165,51.474665,51.490083,-0.162418
-0.112824,51.503791,51.521661,-0.109006
-0.123616,51.529943,51.507424,-0.134621
-0.187404,51.487958,51.524677,-0.03562
-0.130504,51.526838,51.524564,-0.116279
-0.100168,51.530344,51.5156,-0.070056
-0.113864,51.504027,51.50964,-0.08497
-0.112721,51.536392,51.51601,-0.0985
-0.09308,51.515735,51.515208,-0.117863
-0.113864,51.504027,51.523673,-0.128377
-0.187842,51.509908,51.500703,-0.129698
-0.110889,51.495718,51.511961,-0.097441
-0.123616,51.529943,51.51196,-0.142783
-0.099828,51.493146,51.514225,-0.08066
-0.117661,51.482678,51.508103,-0.126021
-0.147478,51.492369,51.516814,-0.151926
-0.121723,51.510701,51.511891,-0.107349
-0.164207,51.517372,51.516814,-0.151926
-0.086379,51.534042,51.503688,-0.098497
-0.058641,51.515256,51.513406,-0.076793
-0.103137,51.506692,51.499075,-0.085666
-0.101536,51.49217,51.49217,-0.101536
-0.145393,51.542138,51.53724,-0.124807
-0.131161,51.52505,51.513875,-0.117774
-0.019355,51.496137,51.517475,-0.075855
-0.193764,51.508605,51.494347,-0.215804
-0.126874,51.47787,51.472509,-0.122831
-0.088486,51.525726,51.526717,-0.104298
-0.153933,51.494561,51.514619,-0.137841
-0.034903,51.518541,51.516468,-0.079684
-0.104193,51.49605,51.536384,-0.102757
-0.163667,51.520331,51.520583,-0.154701
-0.163667,51.520331,51.498898,-0.10044
-0.092754,51.505974,51.498744,-0.103132
-0.067937,51.51793,51.524438,-0.138019
-0.036017,51.525941,51.535179,-0.03338
-0.113864,51.504027,51.504627,-0.091773
-0.023565,51.515427,51.516154,-0.082422
-0.113864,51.504027,51.520858,-0.089887
-0.09022,51.491484,51.517075,-0.086685
-0.202038,51.48357,51.495592,-0.179077
-0.099981,51.532661,51.522954,-0.094934
-0.141923,51.489856,51.513821,-0.107927
-0.204815,51.484386,51.489591,-0.209378
-0.211316,51.500088,51.504038,-0.2174
-0.09315,51.53356,51.519656,-0.132339
-0.114934,51.49288,51.511246,-0.093051
-0.184806,51.457991,51.491211,-0.173715
-0.075578,51.52127,51.51397,-0.09294
-0.075855,51.517475,51.524868,-0.099489
-0.211593,51.51323,51.507481,-0.205535
-0.019355,51.496137,51.517475,-0.075855
-0.126021,51.508103,51.519914,-0.136039
-0.113656,51.505354,51.525893,-0.090847
-0.069542,51.512363,51.521743,-0.081118
-0.191462,51.501364,51.50923,-0.151296
-0.065076,51.52388,51.517075,-0.086685
-0.113864,51.504027,51.514441,-0.087587
-0.207842,51.471079,51.477619,-0.149551
-0.086685,51.517075,51.515059,-0.105344
-0.112824,51.503791,51.531666,-0.109914
-0.123616,51.529943,51.507424,-0.134621
-0.059642,51.519064,51.516154,-0.082422
-0.184806,51.457991,51.493184,-0.167894
-0.169821,51.466633,51.489716,-0.170194
-0.105593,51.488852,51.486343,-0.122492
-0.112432,51.526599,51.50274,-0.149569
-0.115533,51.504942,51.514225,-0.08066
-0.058631,51.524583,51.514233,-0.073537
-0.077121,51.511594,51.511891,-0.107349
-0.116493,51.477839,51.49616,-0.140947
-0.140947,51.49616,51.493978,-0.127554
-0.112824,51.503791,51.517428,-0.107987
-0.124469,51.485917,51.478172,-0.14469
-0.144466,51.528302,51.510701,-0.121723
-0.071653,51.522617,51.521743,-0.081118
-0.164786,51.477292,51.477619,-0.149551
-0.173029,51.464894,51.478939,-0.208485
-0.17677,51.530889,51.523344,-0.183846
-0.122492,51.486343,51.493372,-0.09968
-0.193764,51.508605,51.515059,-0.105344
-0.047218,51.526041,51.517842,-0.090075
-0.215895,51.476885,51.489591,-0.209378
-0.179592,51.525575,51.52326,-0.104708
-0.08299,51.53213,51.520841,-0.09734
-0.093913,51.496791,51.51397,-0.09294
-0.112824,51.503791,51.507385,-0.09644
-0.058681,51.506946,51.511088,-0.057159
-0.113864,51.504027,51.500694,-0.094524
-0.208486,51.506465,51.514577,-0.158264
-0.111606,51.505569,51.506725,-0.098807
-0.163609,51.51809,51.515631,-0.132328
-0.202608,51.51632,51.511897,-0.137043
-0.187404,51.487958,51.484788,-0.110683
-0.169821,51.466633,51.488023,-0.166878
-0.062546,51.535678,51.524696,-0.084439
-0.087262,51.506304,51.517428,-0.107987
-0.112824,51.503791,51.513821,-0.107927
-0.088542,51.527025,51.507424,-0.134621
-0.17021,51.474535,51.507385,-0.09644
-0.179038,51.479573,51.475142,-0.187278
-0.176267,51.472876,51.466633,-0.169821
-0.058681,51.506946,51.509631,-0.119047
-0.123509,51.52625,51.522264,-0.114079
-0.007542,51.493381,51.503083,-0.017676
-0.111606,51.505569,51.506725,-0.098807
-0.149186,51.490491,51.465064,-0.16375
-0.069542,51.512363,51.516154,-0.082422
-0.10997,51.529163,51.518218,-0.100791
-0.179369,51.487196,51.510048,-0.138846
-0.170329,51.477684,51.487196,-0.179369
-0.228188,51.494499,51.516204,-0.155525
-0.132224,51.49206,51.49206,-0.132224
-0.184806,51.457991,51.493184,-0.167894
-0.086685,51.517075,51.51795,-0.108657
-0.079248,51.524526,51.518908,-0.079249
-0.113864,51.504027,51.511246,-0.093051
-0.062697,51.518154,51.503127,-0.078655
-0.033085,51.532513,51.520858,-0.089887
-0.086016,51.53114,51.523648,-0.074754
-0.099141,51.512484,51.514233,-0.073537
-0.117974,51.494881,51.498125,-0.132102
-0.112824,51.503791,51.520331,-0.163667
-0.079248,51.524526,51.518908,-0.079249
-0.109256,51.526443,51.517334,-0.103604
-0.123616,51.529943,51.516118,-0.128585
-0.174347,51.476964,51.488108,-0.226606
-0.163041,51.470538,51.470538,-0.163041
-0.13225,51.528833,51.519435,-0.119123
-0.102091,51.500693,51.505817,-0.100186
-0.122299,51.530199,51.505817,-0.100186
-0.183165,51.474665,51.467064,-0.193502
-0.192165,51.457529,51.481765,-0.185273
-0.109256,51.526443,51.501855,-0.159237
-0.143613,51.523518,51.523951,-0.122502
-0.070542,51.505697,51.509301,-0.084985
-0.10527,51.515809,51.52326,-0.104708
-0.085634,51.520962,51.51795,-0.108657
-0.102208,51.526153,51.505974,-0.092754
-0.123616,51.529943,51.509301,-0.084985
-0.133201,51.512515,51.51477,-0.122219
-0.141728,51.539099,51.514759,-0.148105
-0.216305,51.483356,51.489716,-0.170194
-0.123616,51.529943,51.514441,-0.087587
-0.110683,51.484788,51.508103,-0.126021
-0.112721,51.536392,51.534667,-0.125078
-0.090847,51.525893,51.517842,-0.090075
-0.163041,51.470538,51.501737,-0.18498
-0.179369,51.487196,51.509591,-0.204666
-0.156876,51.49313,51.491884,-0.125674
-0.058631,51.524583,51.50357,-0.020068
-0.082422,51.516154,51.506304,-0.087262
-0.09294,51.511553,51.517428,-0.107987
-0.19617,51.490853,51.49616,-0.140947
-0.123616,51.529943,51.514619,-0.137841
-0.200742,51.502319,51.491593,-0.192369
-0.06142,51.532091,51.521661,-0.109006
-0.033828,51.514115,51.522561,-0.054883
-0.213872,51.51687,51.507481,-0.205535
-0.156166,51.518913,51.515418,-0.09885
-0.101536,51.49217,51.49616,-0.140947
-0.112824,51.503791,51.511553,-0.09294
-0.054162,51.536424,51.509943,-0.117619
-0.104778,51.504044,51.511891,-0.107349
-0.191933,51.495866,51.501364,-0.191462
-0.208888,51.5212,51.509351,-0.147449
-0.175488,51.51678,51.50964,-0.08497
-0.180389,51.46517,51.516204,-0.155525
-0.167919,51.484984,51.498865,-0.137424
-0.027616,51.529452,51.525941,-0.036017
-0.122299,51.530199,51.498898,-0.10044
-0.116688,51.520596,51.51397,-0.09294
-0.025296,51.527058,51.520841,-0.09734
-0.143613,51.523518,51.513684,-0.13558
-0.055894,51.528936,51.517075,-0.086685
-0.138212,51.481335,51.490435,-0.122806
-0.118256,51.47659,51.517428,-0.107987
-0.092921,51.494436,51.505461,-0.10454
-0.140741,51.488057,51.511891,-0.107349
-0.069743,51.528222,51.514233,-0.073537
-0.106237,51.507244,51.511961,-0.097441
-0.122831,51.472509,51.512515,-0.133201
-0.173881,51.494412,51.509351,-0.147449
-0.173881,51.494412,51.500647,-0.0786
-0.103137,51.506692,51.50357,-0.020068
-0.211455,51.497608,51.498884,-0.165471
-0.097122,51.529423,51.517821,-0.096496
-0.140947,51.49616,51.510048,-0.138846
-0.117661,51.482678,51.521743,-0.081118
-0.183118,51.515607,51.51217,-0.150481
-0.123616,51.529943,51.518117,-0.144228
-0.03338,51.535179,51.524868,-0.099489
-0.09315,51.53356,51.511968,-0.120718
-0.058681,51.506946,51.509631,-0.119047
-0.057133,51.527607,51.504627,-0.091773
-0.09968,51.493372,51.495061,-0.085814
-0.085634,51.520962,51.522264,-0.114079
-0.234094,51.492636,51.506304,-0.087262
-0.123616,51.529943,51.52168,-0.130431
-0.075901,51.531091,51.53356,-0.09315
-0.09022,51.491484,51.493978,-0.127554
-0.123616,51.529943,51.527025,-0.088542
-0.10997,51.529163,51.523346,-0.120202
-0.077121,51.511594,51.511756,-0.119643
-0.066078,51.514924,51.518908,-0.079249
-0.114934,51.49288,51.511961,-0.097441
-0.2174,51.504038,51.504038,-0.2174
-0.0786,51.500647,51.503083,-0.017676
-0.125979,51.526357,51.51824,-0.11655
-0.123616,51.529943,51.51795,-0.108657
-0.101384,51.49652,51.529943,-0.123616
-0.116493,51.477839,51.510484,-0.082989
-0.201005,51.51787,51.49395,-0.147624
-0.174347,51.476964,51.486343,-0.122492
-0.159322,51.461343,51.492345,-0.141334
-0.113001,51.50486,51.499917,-0.174554
-0.108028,51.518825,51.52168,-0.130431
-0.038986,51.512871,51.519806,-0.055731
-0.176267,51.472876,51.49313,-0.156876
-0.174653,51.527294,51.525542,-0.138231
-0.093903,51.530991,51.524868,-0.099489
-0.069542,51.512363,51.516154,-0.082422
-0.174347,51.476964,51.499917,-0.174554
-0.109256,51.526443,51.525893,-0.090847
-0.208485,51.478939,51.475089,-0.201968
-0.064094,51.513074,51.520044,-0.092176
-0.111435,51.48894,51.488852,-0.105593
-0.127554,51.493978,51.513821,-0.107927
-0.11548,51.528915,51.52168,-0.130431
-0.141923,51.489856,51.489716,-0.170194
-0.140947,51.49616,51.497056,-0.168917
-0.158264,51.514577,51.518117,-0.144228
-0.088542,51.527025,51.517703,-0.154106
-0.123616,51.529943,51.506543,-0.123179
-0.123616,51.529943,51.509462,-0.124749
-0.139159,51.533379,51.495718,-0.110889
-0.15352,51.503117,51.520331,-0.163667
-0.087587,51.514441,51.501732,-0.100292
-0.21985,51.493267,51.499428,-0.179702
-0.193487,51.513735,51.493184,-0.167894
-0.09294,51.511553,51.518218,-0.100791
-0.13544,51.497829,51.51217,-0.150481
-0.13225,51.528833,51.521283,-0.084605
-0.208888,51.5212,51.500241,-0.15934
-0.117661,51.482678,51.514449,-0.077178
-0.123616,51.529943,51.519968,-0.169774
-0.179702,51.499428,51.496462,-0.183289
-0.087262,51.506304,51.518908,-0.079249
-0.128377,51.523673,51.519656,-0.132339
-0.02163,51.540311,51.54094,-0.01051
-0.123702,51.506767,51.513821,-0.107927
-0.081118,51.521743,51.537277,-0.079201
-0.158249,51.516892,51.511891,-0.107349
-0.138364,51.492111,51.500703,-0.129698
-0.107913,51.498386,51.494816,-0.130458
-0.025492,51.530535,51.514499,-0.141423
-0.162298,51.522511,51.515308,-0.147203
-0.137043,51.511897,51.514274,-0.111257
-0.063386,51.521905,51.522507,-0.041378
-0.077121,51.511594,51.507424,-0.134621
-0.113864,51.504027,51.505459,-0.105692
-0.170329,51.477684,51.493978,-0.127554
-0.115156,51.489479,51.509943,-0.117619
-0.153933,51.494561,51.498865,-0.137424
-0.130504,51.526838,51.51953,-0.135777
-0.083353,51.529537,51.509786,-0.068161
-0.153645,51.512911,51.507326,-0.145827
-0.123616,51.529943,51.517334,-0.103604
-0.109006,51.521661,51.493146,-0.099828
-0.123616,51.529943,51.498125,-0.132102
-0.157436,51.512276,51.510048,-0.138846
-0.13225,51.528833,51.51795,-0.108657
-0.093421,51.529154,51.52127,-0.075578
-0.159169,51.475153,51.49313,-0.156876
-0.093421,51.529154,51.523648,-0.074754
-0.093421,51.529154,51.523648,-0.074754
-0.185273,51.481765,51.498241,-0.117495
-0.113001,51.50486,51.505817,-0.100186
-0.13225,51.528833,51.51795,-0.108657
-0.081608,51.497855,51.503493,-0.07962
-0.08299,51.53213,51.52127,-0.075578
-0.176267,51.472876,51.46517,-0.180389
-0.112721,51.536392,51.506133,-0.114686
-0.112824,51.503791,51.518908,-0.079249
-0.202608,51.51632,51.509353,-0.196422
-0.108028,51.518825,51.509631,-0.119047
-0.070542,51.505697,51.505703,-0.027772
-0.028941,51.542118,51.536424,-0.054162
-0.202038,51.48357,51.478939,-0.208485
-0.12367,51.471433,51.503127,-0.078655
-0.130504,51.526838,51.517075,-0.086685
-0.176267,51.472876,51.466633,-0.169821
-0.112824,51.503791,51.514441,-0.087587
-0.174554,51.499917,51.494412,-0.173881
-0.058631,51.524583,51.523648,-0.074754
-0.146544,51.468669,51.507424,-0.134621
-0.077121,51.511594,51.51795,-0.108657
-0.145393,51.542138,51.518913,-0.156166
-0.06142,51.532091,51.532199,-0.10548
-0.147983,51.519167,51.520253,-0.141327
-0.187427,51.460864,51.463489,-0.182126
-0.058005,51.527152,51.518908,-0.079249
-0.211316,51.500088,51.513735,-0.193487
-0.110121,51.488105,51.498241,-0.117495
-0.103604,51.517334,51.517008,-0.093885
-0.179668,51.511654,51.493267,-0.21985
-0.173029,51.464894,51.482362,-0.136123
-0.174411,51.511933,51.506451,-0.170279
-0.113001,51.50486,51.521113,-0.078869
-0.175488,51.51678,51.511756,-0.119643
-0.112824,51.503791,51.51746,-0.12335
-0.173009,51.495898,51.504636,-0.116542
-0.053177,51.515975,51.505697,-0.070542
-0.10454,51.505461,51.521283,-0.084605
-0.087262,51.506304,51.500647,-0.0786
-0.113426,51.503919,51.495805,-0.127575
-0.085603,51.53095,51.514441,-0.087587
-0.023565,51.515427,51.510484,-0.082989
-0.099981,51.532661,51.520858,-0.089887
-0.026768,51.520398,51.502279,-0.074189
-0.140947,51.49616,51.521747,-0.094475
-0.112824,51.503791,51.517428,-0.107987
-0.112824,51.503791,51.511756,-0.119643
-0.190346,51.46822,51.511246,-0.093051
-0.132224,51.49206,51.500703,-0.129698
-0.104724,51.52836,51.51824,-0.11655
-0.102208,51.526153,51.518587,-0.132053
-0.105344,51.515059,51.51362,-0.116764
-0.118256,51.47659,51.502153,-0.083632
-0.077121,51.511594,51.506725,-0.098807
-0.136123,51.482362,51.514225,-0.08066
-0.077121,51.511594,51.503688,-0.098497
-0.117661,51.482678,51.498125,-0.132102
-0.098807,51.506725,51.505459,-0.105692
-0.113656,51.505354,51.500647,-0.0786
-0.034903,51.518541,51.51397,-0.09294
-0.066035,51.531864,51.520962,-0.085634
-0.102208,51.526153,51.520858,-0.089887
-0.075855,51.517475,51.515208,-0.117863
-0.053177,51.515975,51.519064,-0.059642
-0.147983,51.519167,51.524438,-0.138019
-0.113864,51.504027,51.530059,-0.120973
-0.176267,51.472876,51.509943,-0.117619
-0.149004,51.485821,51.497829,-0.13544
-0.175488,51.51678,51.51908,-0.124678
-0.089782,51.53089,51.525726,-0.088486
-0.174485,51.469161,51.494816,-0.130458
-0.112824,51.503791,51.521747,-0.094475
-0.123616,51.529943,51.514619,-0.137841
-0.205921,51.511624,51.513735,-0.193487
-0.075885,51.536585,51.534504,-0.106992
-0.191462,51.501364,51.501364,-0.191462
-0.198735,51.46067,51.460864,-0.187427
-0.124469,51.485917,51.498865,-0.137424
-0.139016,51.520994,51.506767,-0.123702
-0.124121,51.523418,51.526443,-0.109256
-0.081608,51.497855,51.516154,-0.082422
-0.130504,51.526838,51.519656,-0.132339
-0.174971,51.485121,51.492462,-0.159919
-0.123616,51.529943,51.504627,-0.091773
-0.127554,51.493978,51.488023,-0.166878
-0.217515,51.500353,51.475089,-0.201968
-0.125674,51.491884,51.524438,-0.138019
-0.112824,51.503791,51.50964,-0.08497
-0.124678,51.51908,51.495805,-0.127575
-0.198735,51.46067,51.460864,-0.187427
-0.123702,51.506767,51.520994,-0.139016
-0.048017,51.531127,51.52127,-0.075578
-0.141812,51.469259,51.50621,-0.114842
-0.122492,51.486343,51.497622,-0.125978
-0.209973,51.481021,51.488365,-0.129361
-0.137235,51.473116,51.477684,-0.170329
-0.179668,51.511654,51.507424,-0.134621
-0.18119,51.490945,51.479573,-0.179038
-0.130504,51.526838,51.51795,-0.108657
-0.129361,51.488365,51.511891,-0.107349
-0.191462,51.501364,51.511961,-0.097441
-0.087262,51.506304,51.514225,-0.08066
-0.086685,51.517075,51.515418,-0.09885
-0.122831,51.472509,51.523346,-0.120202
-0.074754,51.523648,51.51795,-0.108657
-0.105593,51.488852,51.505459,-0.105692
-0.111014,51.493686,51.486343,-0.122492
-0.013258,51.528828,51.507131,-0.06691
-0.17977,51.51348,51.503802,-0.215808
-0.075375,51.528187,51.525726,-0.088486
-0.08249,51.53558,51.517334,-0.103604
-0.110699,51.501444,51.499075,-0.085666
-0.17977,51.51348,51.520994,-0.139016
-0.19096,51.51244,51.504199,-0.210941
-0.105593,51.488852,51.518117,-0.144228
-0.10548,51.532199,51.536585,-0.075885
-0.113936,51.500139,51.507244,-0.106237
-0.141812,51.469259,51.493699,-0.121394
-0.125978,51.497622,51.505817,-0.100186
-0.145904,51.507069,51.512276,-0.157436
-0.081608,51.497855,51.51397,-0.09294
-0.011662,51.518811,51.513406,-0.076793
-0.106408,51.530515,51.518908,-0.079249
-0.124469,51.485917,51.493978,-0.127554
-0.165297,51.461923,51.473611,-0.191803
-0.163667,51.520331,51.518913,-0.156166
-0.17677,51.530889,51.500241,-0.15934
-0.019524,51.544836,51.514233,-0.073537
-0.112824,51.503791,51.514441,-0.087587
-0.116628,51.500089,51.493978,-0.127554
-0.047548,51.528869,51.518154,-0.062697
-0.123616,51.529943,51.515208,-0.117863
-0.112824,51.503791,51.493978,-0.127554
-0.163347,51.474392,51.506613,-0.142844
-0.025996,51.509303,51.516196,-0.029138
-0.125674,51.491884,51.518908,-0.079249
-0.048017,51.531127,51.502661,-0.021596
-0.136123,51.482362,51.493978,-0.127554
-0.130504,51.526838,51.514441,-0.087587
-0.159322,51.461343,51.495827,-0.135478
-0.101384,51.49652,51.517075,-0.086685
-0.163041,51.470538,51.470538,-0.163041
-0.18921,51.477276,51.492462,-0.159919
-0.08974,51.500823,51.510484,-0.082989
-0.121328,51.517606,51.490435,-0.122806
-0.124469,51.485917,51.493978,-0.127554
-0.187278,51.475142,51.488023,-0.166878
-0.112824,51.503791,51.511961,-0.097441
-0.112824,51.503791,51.49616,-0.140947
-0.18697,51.51616,51.504723,-0.192538
-0.112824,51.503791,51.52168,-0.130431
-0.026768,51.520398,51.514233,-0.073537
-0.112824,51.503791,51.497855,-0.081608
-0.112824,51.503791,51.514225,-0.08066
-0.112824,51.503791,51.511246,-0.093051
-0.170134,51.528341,51.515418,-0.09885
-0.226606,51.488108,51.510048,-0.138846
-0.087262,51.506304,51.496863,-0.142943
-0.09294,51.511553,51.499806,-0.176415
-0.08066,51.514225,51.527025,-0.088542
-0.112824,51.503791,51.515418,-0.09885
-0.112824,51.503791,51.520858,-0.089887
-0.109256,51.526443,51.516118,-0.128585
-0.057544,51.504749,51.510484,-0.082989
-0.112824,51.503791,51.516154,-0.082422
-0.112824,51.503791,51.493699,-0.121394
-0.142844,51.506613,51.513684,-0.13558
-0.190393,51.490163,51.493267,-0.21985
-0.122219,51.51477,51.49616,-0.140947
-0.053558,51.511066,51.509943,-0.117619
-0.083632,51.502153,51.50623,-0.02296
-0.176645,51.518622,51.517727,-0.127854
-0.025492,51.530535,51.533319,-0.111781
-0.075885,51.536585,51.520962,-0.085634
-0.21186,51.483217,51.490217,-0.215087
-0.223852,51.483732,51.489591,-0.209378
-0.129386,51.534123,51.533379,-0.139159
-0.18119,51.490945,51.507424,-0.134621
-0.037471,51.528224,51.513406,-0.076793
-0.058631,51.524583,51.521283,-0.084605
-0.166485,51.490664,51.516417,-0.179135
-0.106992,51.534504,51.501352,-0.153194
-0.174411,51.511933,51.517075,-0.086685
-0.103137,51.506692,51.511246,-0.093051
-0.121394,51.493699,51.496753,-0.138733
-0.066035,51.531864,51.515631,-0.132328
-0.193487,51.513735,51.499428,-0.179702
-0.020157,51.499041,51.493381,-0.007542
-0.141923,51.489856,51.490435,-0.122806
-0.124749,51.509462,51.513527,-0.13011
-0.11934,51.531066,51.521283,-0.084605
-0.112721,51.536392,51.518218,-0.100791
-0.113864,51.504027,51.520858,-0.089887
-0.091773,51.504627,51.511968,-0.120718
-0.14177,51.479501,51.520858,-0.089887
-0.122492,51.486343,51.50964,-0.08497
-0.075459,51.509506,51.52326,-0.104708
-0.129386,51.534123,51.518913,-0.156166
-0.091938,51.492807,51.500703,-0.129698
-0.112824,51.503791,51.496753,-0.138733
-0.112824,51.503791,51.512484,-0.099141
-0.112824,51.503791,51.530199,-0.122299
-0.112824,51.503791,51.521113,-0.078869
-0.106323,51.490757,51.500139,-0.113936
-0.139159,51.533379,51.517821,-0.096496
-0.099981,51.532661,51.515809,-0.10527
-0.112824,51.503791,51.495827,-0.135478
-0.168074,51.5343,51.524561,-0.165668
-0.198735,51.46067,51.490962,-0.139625
-0.142207,51.485357,51.488226,-0.135635
-0.110699,51.501444,51.506946,-0.058681
-0.09315,51.53356,51.520858,-0.089887
-0.10044,51.498898,51.502953,-0.158456
-0.123179,51.506543,51.49395,-0.147624
-0.02296,51.50623,51.520962,-0.085634
-0.138019,51.524438,51.517606,-0.121328
-0.105344,51.515059,51.500703,-0.129698
-0.0786,51.500647,51.506692,-0.103137
-0.163041,51.470538,51.51244,-0.19096
-0.091938,51.492807,51.500703,-0.129698
-0.062546,51.535678,51.521113,-0.078869
-0.058641,51.515256,51.503493,-0.07962
-0.201968,51.475089,51.512276,-0.157436
-0.06142,51.532091,51.51793,-0.067937
-0.06691,51.507131,51.513821,-0.107927
-0.124826,51.516226,51.511897,-0.137043
-0.180246,51.501026,51.516417,-0.179135
-0.113656,51.505354,51.503688,-0.098497
-0.091938,51.492807,51.518117,-0.144228
-0.112824,51.503791,51.515418,-0.09885
-0.112824,51.503791,51.517821,-0.096496
-0.021345,51.519265,51.50964,-0.08497
-0.037471,51.528224,51.519914,-0.136039
-0.018703,51.528169,51.514924,-0.066078
-0.033828,51.514115,51.515059,-0.105344
-0.128585,51.516118,51.522008,-0.151359
-0.104724,51.52836,51.50777,-0.130699
-0.223852,51.483732,51.488108,-0.226606
-0.112824,51.503791,51.512484,-0.099141
-0.147624,51.49395,51.493184,-0.167894
-0.102091,51.500693,51.506133,-0.114686
-0.094475,51.521747,51.524696,-0.084439
-0.077121,51.511594,51.515418,-0.09885
-0.054883,51.522561,51.511897,-0.137043
-0.08497,51.50964,51.500296,-0.092762
-0.201554,51.512136,51.490945,-0.18119
-0.062546,51.535678,51.528224,-0.037471
-0.056667,51.511542,51.50964,-0.08497
-0.113864,51.504027,51.511891,-0.107349
-0.097122,51.529423,51.50623,-0.02296
-0.115533,51.504942,51.518218,-0.100791
-0.093051,51.511246,51.50623,-0.02296
-0.066035,51.531864,51.525726,-0.088486
-0.174411,51.511933,51.506613,-0.142844
-0.109025,51.534408,51.516118,-0.128585
-0.074754,51.523648,51.506633,-0.131773
-0.123616,51.529943,51.506543,-0.123179
-0.21555,51.463211,51.467064,-0.193502
-0.083353,51.529537,51.523648,-0.074754
-0.033828,51.514115,51.509943,-0.117619
-0.08066,51.514225,51.53356,-0.09315
-0.096496,51.517821,51.514225,-0.08066
-0.083632,51.502153,51.511553,-0.09294
-0.117619,51.509943,51.521743,-0.081118
-0.155525,51.516204,51.51795,-0.108657
-0.113001,51.50486,51.513821,-0.107927
-0.07813,51.526377,51.520962,-0.085634
-0.112824,51.503791,51.514274,-0.111257
-0.112824,51.503791,51.511246,-0.093051
-0.168074,51.5343,51.51746,-0.12335
-0.083632,51.502153,51.497855,-0.081608
-0.140947,51.49616,51.508446,-0.131961
-0.168074,51.5343,51.52326,-0.104708
-0.104724,51.52836,51.506543,-0.123179
-0.165164,51.514746,51.511961,-0.097441
-0.100791,51.518218,51.521743,-0.081118
-0.058641,51.515256,51.50964,-0.08497
-0.191462,51.501364,51.51196,-0.142783
-0.088486,51.525726,51.517008,-0.093885
-0.147624,51.49395,51.495592,-0.179077
-0.155525,51.516204,51.51795,-0.108657
-0.112824,51.503791,51.505817,-0.100186
-0.08249,51.53558,51.517075,-0.086685
-0.160854,51.535892,51.519167,-0.147983
-0.075901,51.531091,51.521113,-0.078869
-0.116279,51.524564,51.525227,-0.135188
-0.014582,51.490645,51.499041,-0.020157
-0.09315,51.53356,51.490962,-0.139625
-0.009001,51.487129,51.511066,-0.053558
-0.096496,51.517821,51.529537,-0.083353
-0.077121,51.511594,51.524696,-0.084439
-0.113864,51.504027,51.515418,-0.09885
-0.058641,51.515256,51.506613,-0.142844
-0.124807,51.53724,51.528833,-0.13225
-0.12458,51.474567,51.520044,-0.092176
-0.026768,51.520398,51.517428,-0.107987
-0.148059,51.472865,51.502153,-0.083632
-0.112824,51.503791,51.533379,-0.139159
-0.174411,51.511933,51.486892,-0.170983
-0.107987,51.517428,51.508103,-0.126021
-0.138212,51.481335,51.488057,-0.140741
-0.174411,51.511933,51.516814,-0.151926
-0.141923,51.489856,51.500703,-0.129698
-0.191803,51.473611,51.479463,-0.195777
-0.086016,51.53114,51.521743,-0.081118
-0.109025,51.534408,51.511246,-0.093051
-0.104778,51.504044,51.515418,-0.09885
-0.112824,51.503791,51.502953,-0.158456
-0.075459,51.509506,51.507424,-0.134621
-0.163609,51.51809,51.506864,-0.150666
-0.169821,51.466633,51.477292,-0.164786
-0.10548,51.532199,51.518218,-0.100791
-0.144132,51.493204,51.493978,-0.127554
-0.14469,51.478172,51.489716,-0.170194
-0.179854,51.501715,51.515631,-0.132328
-0.093421,51.529154,51.520962,-0.085634
-0.113426,51.503919,51.521283,-0.084605
-0.15352,51.503117,51.509908,-0.187842
-0.082989,51.510484,51.495805,-0.127575
-0.132102,51.472918,51.507244,-0.106237
-0.086379,51.534042,51.504027,-0.113864
-0.091773,51.504627,51.51824,-0.11655
-0.121394,51.493699,51.503791,-0.112824
-0.206827,51.467601,51.496544,-0.150905
-0.096317,51.526008,51.517842,-0.090075
-0.148059,51.472865,51.498125,-0.132102
-0.028155,51.533283,51.523648,-0.074754
-0.110699,51.501444,51.520962,-0.085634
-0.112824,51.503791,51.49616,-0.140947
-0.141334,51.492345,51.513875,-0.117774
-0.183853,51.480898,51.479501,-0.14177
-0.099828,51.493146,51.517428,-0.107987
-0.081608,51.497855,51.507385,-0.09644
-0.107349,51.511891,51.514441,-0.087587
