Product Category,Units,Week Ending,Geography,Type,ASP
PLU 4770,0,7/11/2021,Northeast,Organic,1.85121426
Bulk GTIN,11210.53,7/11/2021,Northeast,Organic,1.85121426
Bagged,180596.87,7/11/2021,Northeast,Organic,1.85121426
PLU 4046,0,7/11/2021,Northeast,Organic,1.85121426
PLU 4225,0,7/4/2021,Northeast,Organic,1.766404014
PLU 4770,0,7/4/2021,Northeast,Organic,1.766404014
Bulk GTIN,17104.58,7/4/2021,Northeast,Organic,1.766404014
Bagged,197916.49,7/4/2021,Northeast,Organic,1.766404014
PLU 4046,0,7/4/2021,Northeast,Organic,1.766404014
PLU 4225,0,6/27/2021,Northeast,Organic,1.770567027
PLU 4770,0,6/27/2021,Northeast,Organic,1.770567027
Bulk GTIN,28680.21,6/27/2021,Northeast,Organic,1.770567027
Bagged,182300.73,6/27/2021,Northeast,Organic,1.770567027
PLU 4046,0,6/27/2021,Northeast,Organic,1.770567027
PLU 4225,0,6/20/2021,Northeast,Organic,1.724512919
PLU 4770,0,6/20/2021,Northeast,Organic,1.724512919
Bulk GTIN,14060.35,6/20/2021,Northeast,Organic,1.724512919
Bagged,212783.73,6/20/2021,Northeast,Organic,1.724512919
PLU 4046,0,6/20/2021,Northeast,Organic,1.724512919
PLU 4225,0,7/11/2021,Plains,Organic,1.578189257
PLU 4770,0,7/11/2021,Plains,Organic,1.578189257
Bulk GTIN,4920.89,7/11/2021,Plains,Organic,1.578189257
Bagged,22378.04,7/11/2021,Plains,Organic,1.578189257
PLU 4046,0,7/11/2021,Plains,Organic,1.578189257
PLU 4225,0,7/4/2021,Plains,Organic,1.597167273
PLU 4770,0,7/4/2021,Plains,Organic,1.597167273
Bulk GTIN,5195.28,7/4/2021,Plains,Organic,1.597167273
Bagged,33592.86,7/4/2021,Plains,Organic,1.597167273
PLU 4046,0,7/4/2021,Plains,Organic,1.597167273
PLU 4225,0,6/27/2021,Plains,Organic,1.607738192
PLU 4770,0,6/27/2021,Plains,Organic,1.607738192
Bulk GTIN,5381.7,6/27/2021,Plains,Organic,1.607738192
Bagged,32358.99,6/27/2021,Plains,Organic,1.607738192
PLU 4046,0,6/27/2021,Plains,Organic,1.607738192
PLU 4225,0,6/20/2021,Plains,Organic,1.593252856
PLU 4770,0,6/20/2021,Plains,Organic,1.593252856
Bulk GTIN,5182.77,6/20/2021,Plains,Organic,1.593252856
Bagged,33113.37,6/20/2021,Plains,Organic,1.593252856
PLU 4046,0,6/20/2021,Plains,Organic,1.593252856
PLU 4225,0,7/11/2021,South Central,Organic,1.492475836
PLU 4770,0,7/11/2021,South Central,Organic,1.492475836
Bulk GTIN,24830.46,7/11/2021,South Central,Organic,1.492475836
Bagged,74994.89,7/11/2021,South Central,Organic,1.492475836
PLU 4046,0,7/11/2021,South Central,Organic,1.492475836
PLU 4225,0,7/4/2021,South Central,Organic,1.460887733
PLU 4770,0,7/4/2021,South Central,Organic,1.460887733
Bulk GTIN,26810.7,7/4/2021,South Central,Organic,1.460887733
Bagged,108394.41,7/4/2021,South Central,Organic,1.460887733
PLU 4046,0,7/4/2021,South Central,Organic,1.460887733
PLU 4225,0,6/27/2021,South Central,Organic,1.459161394
PLU 4770,0,6/27/2021,South Central,Organic,1.459161394
Bulk GTIN,29382.41,6/27/2021,South Central,Organic,1.459161394
Bagged,103679.66,6/27/2021,South Central,Organic,1.459161394
PLU 4046,0,6/27/2021,South Central,Organic,1.459161394
PLU 4225,0,6/20/2021,South Central,Organic,1.480898133
PLU 4770,0,6/20/2021,South Central,Organic,1.480898133
Bulk GTIN,28828.11,6/20/2021,South Central,Organic,1.480898133
Bagged,104863.54,6/20/2021,South Central,Organic,1.480898133
PLU 4046,0,6/20/2021,South Central,Organic,1.480898133
PLU 4225,0,7/11/2021,Southeast,Organic,1.470307697
PLU 4770,0,7/11/2021,Southeast,Organic,1.470307697
Bulk GTIN,22125.02,7/11/2021,Southeast,Organic,1.470307697
Bagged,152607.39,7/11/2021,Southeast,Organic,1.470307697
PLU 4046,0,7/11/2021,Southeast,Organic,1.470307697
PLU 4225,0,7/4/2021,Southeast,Organic,1.494618325
PLU 4770,0,7/4/2021,Southeast,Organic,1.494618325
Bulk GTIN,27111.81,7/4/2021,Southeast,Organic,1.494618325
Bagged,220964.18,7/4/2021,Southeast,Organic,1.494618325
PLU 4046,0,7/4/2021,Southeast,Organic,1.494618325
PLU 4225,0,6/27/2021,Southeast,Organic,1.438439136
PLU 4770,0,6/27/2021,Southeast,Organic,1.438439136
Bulk GTIN,25857.95,6/27/2021,Southeast,Organic,1.438439136
Bagged,202935.32,6/27/2021,Southeast,Organic,1.438439136
PLU 4046,0,6/27/2021,Southeast,Organic,1.438439136
PLU 4225,0,6/20/2021,Southeast,Organic,1.329667418
PLU 4770,0,6/20/2021,Southeast,Organic,1.329667418
Bulk GTIN,26671.64,6/20/2021,Southeast,Organic,1.329667418
Bagged,252816.53,6/20/2021,Southeast,Organic,1.329667418
PLU 4046,0,6/20/2021,Southeast,Organic,1.329667418
PLU 4225,0,7/11/2021,West,Organic,1.89710106
PLU 4770,0,7/11/2021,West,Organic,1.89710106
Bulk GTIN,145547.86,7/11/2021,West,Organic,1.89710106
Bagged,95105.33,7/11/2021,West,Organic,1.89710106
PLU 4046,0,7/11/2021,West,Organic,1.89710106
PLU 4225,0,7/4/2021,West,Organic,1.895711797
PLU 4770,0,7/4/2021,West,Organic,1.895711797
Bulk GTIN,156696.75,7/4/2021,West,Organic,1.895711797
Bagged,107074.51,7/4/2021,West,Organic,1.895711797
PLU 4046,0,7/4/2021,West,Organic,1.895711797
PLU 4225,0,6/27/2021,West,Organic,1.880679144
PLU 4770,0,6/27/2021,West,Organic,1.880679144
Bulk GTIN,152093.04,6/27/2021,West,Organic,1.880679144
Bagged,108422.38,6/27/2021,West,Organic,1.880679144
PLU 4046,0,6/27/2021,West,Organic,1.880679144
PLU 4225,0,6/20/2021,West,Organic,1.868135336
PLU 4770,0,6/20/2021,West,Organic,1.868135336
Bulk GTIN,146852,6/20/2021,West,Organic,1.868135336
Bagged,109243.09,6/20/2021,West,Organic,1.868135336
PLU 4046,0,6/20/2021,West,Organic,1.868135336
PLU 4225,734679.35,8/8/2021,California,Conventional,1.228550238
PLU 4770,203708.1,8/8/2021,California,Conventional,1.228550238
Bulk GTIN,2454681.63,8/8/2021,California,Conventional,1.228550238
Bagged,1419227.2,8/8/2021,California,Conventional,1.228550238
PLU 4046,1356185.5,8/8/2021,California,Conventional,1.228550238
PLU 4225,692350.21,8/1/2021,California,Conventional,1.279567984
PLU 4770,185291.35,8/1/2021,California,Conventional,1.279567984
Bulk GTIN,2561269.27,8/1/2021,California,Conventional,1.279567984
Bagged,1390277.9,8/1/2021,California,Conventional,1.279567984
PLU 4046,1234001.56,8/1/2021,California,Conventional,1.279567984
PLU 4225,540066.11,7/25/2021,California,Conventional,1.324745302
PLU 4770,166240.24,7/25/2021,California,Conventional,1.324745302
Bulk GTIN,2512175.54,7/25/2021,California,Conventional,1.324745302
Bagged,1371779.71,7/25/2021,California,Conventional,1.324745302
PLU 4046,1161160.14,7/25/2021,California,Conventional,1.324745302
PLU 4225,517497.11,7/18/2021,California,Conventional,1.199959122
PLU 4770,187627.42,7/18/2021,California,Conventional,1.199959122
Bulk GTIN,2364008.37,7/18/2021,California,Conventional,1.199959122
Bagged,2181017.71,7/18/2021,California,Conventional,1.199959122
PLU 4046,1295200.75,7/18/2021,California,Conventional,1.199959122
PLU 4225,661049.98,8/8/2021,Great Lakes,Conventional,1.165899451
PLU 4770,158166.69,8/8/2021,Great Lakes,Conventional,1.165899451
Bulk GTIN,1190958.79,8/8/2021,Great Lakes,Conventional,1.165899451
Bagged,922000.58,8/8/2021,Great Lakes,Conventional,1.165899451
PLU 4046,631863.4,8/8/2021,Great Lakes,Conventional,1.165899451
PLU 4225,662540.25,8/1/2021,Great Lakes,Conventional,1.161587504
PLU 4770,148413.22,8/1/2021,Great Lakes,Conventional,1.161587504
Bulk GTIN,1157893.42,8/1/2021,Great Lakes,Conventional,1.161587504
Bagged,1008725.47,8/1/2021,Great Lakes,Conventional,1.161587504
PLU 4046,503235.69,8/1/2021,Great Lakes,Conventional,1.161587504
PLU 4225,924781.17,7/25/2021,Great Lakes,Conventional,1.042659777
PLU 4770,404530.75,7/25/2021,Great Lakes,Conventional,1.042659777
Bulk GTIN,1409087.76,7/25/2021,Great Lakes,Conventional,1.042659777
Bagged,881758.62,7/25/2021,Great Lakes,Conventional,1.042659777
PLU 4046,501404.56,7/25/2021,Great Lakes,Conventional,1.042659777
PLU 4225,1024813.02,7/18/2021,Great Lakes,Conventional,0.974761155
PLU 4770,412698.47,7/18/2021,Great Lakes,Conventional,0.974761155
Bulk GTIN,1710111.3,7/18/2021,Great Lakes,Conventional,0.974761155
Bagged,997710.25,7/18/2021,Great Lakes,Conventional,0.974761155
PLU 4046,533831.32,7/18/2021,Great Lakes,Conventional,0.974761155
PLU 4225,655843.32,8/8/2021,Midsouth,Conventional,1.194462071
PLU 4770,9537.47,8/8/2021,Midsouth,Conventional,1.194462071
Bulk GTIN,640659.15,8/8/2021,Midsouth,Conventional,1.194462071
Bagged,1032035.06,8/8/2021,Midsouth,Conventional,1.194462071
PLU 4046,1089382.57,8/8/2021,Midsouth,Conventional,1.194462071
PLU 4225,633714.45,8/1/2021,Midsouth,Conventional,1.142426517
PLU 4770,9088.47,8/1/2021,Midsouth,Conventional,1.142426517
Bulk GTIN,601044.02,8/1/2021,Midsouth,Conventional,1.142426517
Bagged,1279086.65,8/1/2021,Midsouth,Conventional,1.142426517
PLU 4046,1097601.2,8/1/2021,Midsouth,Conventional,1.142426517
PLU 4225,656697.21,7/25/2021,Midsouth,Conventional,1.161968315
PLU 4770,9338.4,7/25/2021,Midsouth,Conventional,1.161968315
Bulk GTIN,655558.1,7/25/2021,Midsouth,Conventional,1.161968315
Bagged,1185322.58,7/25/2021,Midsouth,Conventional,1.161968315
PLU 4046,1140703.36,7/25/2021,Midsouth,Conventional,1.161968315
PLU 4225,663648.74,7/18/2021,Midsouth,Conventional,1.121232253
PLU 4770,9573.4,7/18/2021,Midsouth,Conventional,1.121232253
Bulk GTIN,686639.52,7/18/2021,Midsouth,Conventional,1.121232253
Bagged,1381376.2,7/18/2021,Midsouth,Conventional,1.121232253
PLU 4046,1148023.09,7/18/2021,Midsouth,Conventional,1.121232253
PLU 4225,2871856.02,8/8/2021,Northeast,Conventional,1.229007594
PLU 4770,7456.48,8/8/2021,Northeast,Conventional,1.229007594
Bulk GTIN,284971.45,8/8/2021,Northeast,Conventional,1.229007594
Bagged,1452393.12,8/8/2021,Northeast,Conventional,1.229007594
PLU 4046,614190.05,8/8/2021,Northeast,Conventional,1.229007594
PLU 4225,2874219.47,8/1/2021,Northeast,Conventional,1.21252306
PLU 4770,7192.42,8/1/2021,Northeast,Conventional,1.21252306
Bulk GTIN,308342.16,8/1/2021,Northeast,Conventional,1.21252306
Bagged,1552994.19,8/1/2021,Northeast,Conventional,1.21252306
PLU 4046,642725.08,8/1/2021,Northeast,Conventional,1.21252306
PLU 4225,2648236.55,7/25/2021,Northeast,Conventional,1.257554748
PLU 4770,4578.94,7/25/2021,Northeast,Conventional,1.257554748
Bulk GTIN,299589.42,7/25/2021,Northeast,Conventional,1.257554748
Bagged,1583085.99,7/25/2021,Northeast,Conventional,1.257554748
PLU 4046,658957.4,7/25/2021,Northeast,Conventional,1.257554748
PLU 4225,2867282.62,7/18/2021,Northeast,Conventional,1.245617491
PLU 4770,6713.52,7/18/2021,Northeast,Conventional,1.245617491
Bulk GTIN,327346.69,7/18/2021,Northeast,Conventional,1.245617491
Bagged,1664879.98,7/18/2021,Northeast,Conventional,1.245617491
PLU 4046,664351.25,7/18/2021,Northeast,Conventional,1.245617491
PLU 4225,390131.17,8/8/2021,Plains,Conventional,1.080662235
PLU 4770,1329.85,8/8/2021,Plains,Conventional,1.080662235
Bulk GTIN,383668.65,8/8/2021,Plains,Conventional,1.080662235
Bagged,512034.09,8/8/2021,Plains,Conventional,1.080662235
PLU 4046,589730.82,8/8/2021,Plains,Conventional,1.080662235
PLU 4225,414716.34,8/1/2021,Plains,Conventional,1.058105826
PLU 4770,1470.39,8/1/2021,Plains,Conventional,1.058105826
Bulk GTIN,336084.92,8/1/2021,Plains,Conventional,1.058105826
Bagged,612525.69,8/1/2021,Plains,Conventional,1.058105826
PLU 4046,558630.68,8/1/2021,Plains,Conventional,1.058105826
PLU 4225,477880.7,7/25/2021,Plains,Conventional,0.98073914
PLU 4770,1493.2,7/25/2021,Plains,Conventional,0.98073914
Bulk GTIN,384541.12,7/25/2021,Plains,Conventional,0.98073914
Bagged,661472.46,7/25/2021,Plains,Conventional,0.98073914
PLU 4046,618778.23,7/25/2021,Plains,Conventional,0.98073914
PLU 4225,394956.84,7/18/2021,Plains,Conventional,0.993770077
PLU 4770,1939.65,7/18/2021,Plains,Conventional,0.993770077
Bulk GTIN,418120.34,7/18/2021,Plains,Conventional,0.993770077
Bagged,684787.59,7/18/2021,Plains,Conventional,0.993770077
PLU 4046,646556.72,7/18/2021,Plains,Conventional,0.993770077
PLU 4225,711592.94,8/8/2021,South Central,Conventional,0.831288243
PLU 4770,128753.56,8/8/2021,South Central,Conventional,0.831288243
Bulk GTIN,1087079.6,8/8/2021,South Central,Conventional,0.831288243
Bagged,1690756.28,8/8/2021,South Central,Conventional,0.831288243
PLU 4046,2324092.72,8/8/2021,South Central,Conventional,0.831288243
PLU 4225,742925.36,8/1/2021,South Central,Conventional,0.871654625
PLU 4770,128367.77,8/1/2021,South Central,Conventional,0.871654625
Bulk GTIN,900339.38,8/1/2021,South Central,Conventional,0.871654625
Bagged,1695802.38,8/1/2021,South Central,Conventional,0.871654625
PLU 4046,2057308.67,8/1/2021,South Central,Conventional,0.871654625
PLU 4225,712431.85,7/25/2021,South Central,Conventional,0.792361091
PLU 4770,146864.4,7/25/2021,South Central,Conventional,0.792361091
Bulk GTIN,1100538.9,7/25/2021,South Central,Conventional,0.792361091
Bagged,1766448.38,7/25/2021,South Central,Conventional,0.792361091
PLU 4046,2628754.55,7/25/2021,South Central,Conventional,0.792361091
PLU 4225,746010.15,7/18/2021,South Central,Conventional,0.794260641
PLU 4770,133082.45,7/18/2021,South Central,Conventional,0.794260641
Bulk GTIN,1169824.9,7/18/2021,South Central,Conventional,0.794260641
Bagged,1752279.44,7/18/2021,South Central,Conventional,0.794260641
PLU 4046,2562811.21,7/18/2021,South Central,Conventional,0.794260641
PLU 4225,302006.59,8/8/2021,Southeast,Conventional,1.133136964
PLU 4770,1892.52,8/8/2021,Southeast,Conventional,1.133136964
Bulk GTIN,1283284.15,8/8/2021,Southeast,Conventional,1.133136964
Bagged,1339902.51,8/8/2021,Southeast,Conventional,1.133136964
PLU 4046,1834448.12,8/8/2021,Southeast,Conventional,1.133136964
PLU 4225,297274.58,8/1/2021,Southeast,Conventional,1.114126094
PLU 4770,1946.68,8/1/2021,Southeast,Conventional,1.114126094
Bulk GTIN,1208831.09,8/1/2021,Southeast,Conventional,1.114126094
Bagged,1395964.54,8/1/2021,Southeast,Conventional,1.114126094
PLU 4046,1825278.55,8/1/2021,Southeast,Conventional,1.114126094
PLU 4225,335062.14,7/25/2021,Southeast,Conventional,0.969110577
PLU 4770,2232.34,7/25/2021,Southeast,Conventional,0.969110577
Bulk GTIN,1242907.67,7/25/2021,Southeast,Conventional,0.969110577
Bagged,1727913.3,7/25/2021,Southeast,Conventional,0.969110577
PLU 4046,1996162.56,7/25/2021,Southeast,Conventional,0.969110577
PLU 4225,306362.04,7/18/2021,Southeast,Conventional,0.960862726
PLU 4770,1890.96,7/18/2021,Southeast,Conventional,0.960862726
Bulk GTIN,1268285.31,7/18/2021,Southeast,Conventional,0.960862726
Bagged,1864121.34,7/18/2021,Southeast,Conventional,0.960862726
PLU 4046,2052267.23,7/18/2021,Southeast,Conventional,0.960862726
PLU 4225,1022921.03,8/8/2021,West,Conventional,1.023523259
PLU 4770,42672.03,8/8/2021,West,Conventional,1.023523259
Bulk GTIN,3325217.8,8/8/2021,West,Conventional,1.023523259
Bagged,1468584.87,8/8/2021,West,Conventional,1.023523259
PLU 4046,1386461.54,8/8/2021,West,Conventional,1.023523259
PLU 4225,924910.13,8/1/2021,West,Conventional,1.063984933
PLU 4770,40668.32,8/1/2021,West,Conventional,1.063984933
Bulk GTIN,3116464.39,8/1/2021,West,Conventional,1.063984933
Bagged,1564790.96,8/1/2021,West,Conventional,1.063984933
PLU 4046,1129045.54,8/1/2021,West,Conventional,1.063984933
PLU 4225,876283.11,7/25/2021,West,Conventional,1.050578071
PLU 4770,39025.33,7/25/2021,West,Conventional,1.050578071
Bulk GTIN,3375954.91,7/25/2021,West,Conventional,1.050578071
Bagged,1549501.09,7/25/2021,West,Conventional,1.050578071
PLU 4046,1375105.64,7/25/2021,West,Conventional,1.050578071
PLU 4225,788224.1,7/18/2021,West,Conventional,1.045221877
PLU 4770,40356.82,7/18/2021,West,Conventional,1.045221877
Bulk GTIN,3333628.46,7/18/2021,West,Conventional,1.045221877
Bagged,1579606.14,7/18/2021,West,Conventional,1.045221877
PLU 4046,1439564.88,7/18/2021,West,Conventional,1.045221877
PLU 4225,26766.78,8/8/2021,California,Organic,1.940333823
PLU 4770,23.61,8/8/2021,California,Organic,1.940333823
Bulk GTIN,113600.19,8/8/2021,California,Organic,1.940333823
Bagged,167159.4,8/8/2021,California,Organic,1.940333823
PLU 4046,16616.77,8/8/2021,California,Organic,1.940333823
PLU 4225,71647.6,8/1/2021,California,Organic,1.868103634
PLU 4770,242.79,8/1/2021,California,Organic,1.868103634
Bulk GTIN,99887.48,8/1/2021,California,Organic,1.868103634
Bagged,145083.38,8/1/2021,California,Organic,1.868103634
PLU 4046,14664.3,8/1/2021,California,Organic,1.868103634
PLU 4225,150796.94,7/25/2021,California,Organic,1.698949665
PLU 4770,538.3,7/25/2021,California,Organic,1.698949665
Bulk GTIN,99126.19,7/25/2021,California,Organic,1.698949665
Bagged,172889.63,7/25/2021,California,Organic,1.698949665
PLU 4046,15818.39,7/25/2021,California,Organic,1.698949665
PLU 4225,16667.57,7/18/2021,California,Organic,1.91784585
PLU 4770,24.96,7/18/2021,California,Organic,1.91784585
Bulk GTIN,116200.74,7/18/2021,California,Organic,1.91784585
Bagged,173136.73,7/18/2021,California,Organic,1.91784585
PLU 4046,16945.41,7/18/2021,California,Organic,1.91784585
PLU 4225,13735.2,8/8/2021,Great Lakes,Organic,1.763305706
PLU 4770,4.58,8/8/2021,Great Lakes,Organic,1.763305706
Bulk GTIN,59171.46,8/8/2021,Great Lakes,Organic,1.763305706
Bagged,84705.52,8/8/2021,Great Lakes,Organic,1.763305706
PLU 4046,4754.31,8/8/2021,Great Lakes,Organic,1.763305706
PLU 4225,13719.7,8/1/2021,Great Lakes,Organic,1.654285181
PLU 4770,0,8/1/2021,Great Lakes,Organic,1.654285181
Bulk GTIN,60417.9,8/1/2021,Great Lakes,Organic,1.654285181
Bagged,95509.56,8/1/2021,Great Lakes,Organic,1.654285181
PLU 4046,4572.24,8/1/2021,Great Lakes,Organic,1.654285181
PLU 4225,14933.04,7/25/2021,Great Lakes,Organic,1.628735564
PLU 4770,0,7/25/2021,Great Lakes,Organic,1.628735564
Bulk GTIN,58344.04,7/25/2021,Great Lakes,Organic,1.628735564
Bagged,89050.83,7/25/2021,Great Lakes,Organic,1.628735564
PLU 4046,3920.51,7/25/2021,Great Lakes,Organic,1.628735564
PLU 4225,14532.67,7/18/2021,Great Lakes,Organic,1.507930706
PLU 4770,0,7/18/2021,Great Lakes,Organic,1.507930706
Bulk GTIN,53785.46,7/18/2021,Great Lakes,Organic,1.507930706
Bagged,107346.17,7/18/2021,Great Lakes,Organic,1.507930706
PLU 4046,4452.61,7/18/2021,Great Lakes,Organic,1.507930706
PLU 4225,18925.66,8/8/2021,Midsouth,Organic,1.667671223
PLU 4770,30.9,8/8/2021,Midsouth,Organic,1.667671223
Bulk GTIN,27971.45,8/8/2021,Midsouth,Organic,1.667671223
Bagged,157994.01,8/8/2021,Midsouth,Organic,1.667671223
PLU 4046,1344.19,8/8/2021,Midsouth,Organic,1.667671223
PLU 4225,19040.8,8/1/2021,Midsouth,Organic,1.743162968
PLU 4770,29.56,8/1/2021,Midsouth,Organic,1.743162968
Bulk GTIN,31882.5,8/1/2021,Midsouth,Organic,1.743162968
Bagged,141443.1,8/1/2021,Midsouth,Organic,1.743162968
PLU 4046,1552.09,8/1/2021,Midsouth,Organic,1.743162968
PLU 4225,20302,7/25/2021,Midsouth,Organic,1.770360123
PLU 4770,61.94,7/25/2021,Midsouth,Organic,1.770360123
Bulk GTIN,38760.55,7/25/2021,Midsouth,Organic,1.770360123
Bagged,134709.1,7/25/2021,Midsouth,Organic,1.770360123
PLU 4046,1315.07,7/25/2021,Midsouth,Organic,1.770360123
PLU 4225,21340.91,7/18/2021,Midsouth,Organic,1.710624802
PLU 4770,50.77,7/18/2021,Midsouth,Organic,1.710624802
Bulk GTIN,34103.24,7/18/2021,Midsouth,Organic,1.710624802
Bagged,153728.66,7/18/2021,Midsouth,Organic,1.710624802
PLU 4046,1464.61,7/18/2021,Midsouth,Organic,1.710624802
PLU 4225,18816.47,8/8/2021,Northeast,Organic,1.88480079
PLU 4770,1.18,8/8/2021,Northeast,Organic,1.88480079
Bulk GTIN,14973.44,8/8/2021,Northeast,Organic,1.88480079
Bagged,199015.58,8/8/2021,Northeast,Organic,1.88480079
PLU 4046,10916.21,8/8/2021,Northeast,Organic,1.88480079
PLU 4225,18105.27,8/1/2021,Northeast,Organic,1.916719218
PLU 4770,16.27,8/1/2021,Northeast,Organic,1.916719218
Bulk GTIN,16928.74,8/1/2021,Northeast,Organic,1.916719218
Bagged,200771.43,8/1/2021,Northeast,Organic,1.916719218
PLU 4046,11659.3,8/1/2021,Northeast,Organic,1.916719218
PLU 4225,24249.14,7/25/2021,Northeast,Organic,1.879344691
PLU 4770,14.12,7/25/2021,Northeast,Organic,1.879344691
Bulk GTIN,16050.41,7/25/2021,Northeast,Organic,1.879344691
Bagged,197895.83,7/25/2021,Northeast,Organic,1.879344691
PLU 4046,15582.02,7/25/2021,Northeast,Organic,1.879344691
PLU 4225,20289.06,7/18/2021,Northeast,Organic,1.873999483
PLU 4770,29.62,7/18/2021,Northeast,Organic,1.873999483
Bulk GTIN,15340.79,7/18/2021,Northeast,Organic,1.873999483
Bagged,202937.45,7/18/2021,Northeast,Organic,1.873999483
PLU 4046,11028.22,7/18/2021,Northeast,Organic,1.873999483
PLU 4225,1872.41,8/8/2021,Plains,Organic,1.556457098
PLU 4770,76.32,8/8/2021,Plains,Organic,1.556457098
Bulk GTIN,5497.04,8/8/2021,Plains,Organic,1.556457098
Bagged,39213.28,8/8/2021,Plains,Organic,1.556457098
PLU 4046,7750.17,8/8/2021,Plains,Organic,1.556457098
PLU 4225,1723.78,8/1/2021,Plains,Organic,1.666985847
PLU 4770,54.37,8/1/2021,Plains,Organic,1.666985847
Bulk GTIN,5775.56,8/1/2021,Plains,Organic,1.666985847
Bagged,31966.36,8/1/2021,Plains,Organic,1.666985847
PLU 4046,7603.66,8/1/2021,Plains,Organic,1.666985847
PLU 4225,2020.99,7/25/2021,Plains,Organic,1.700074736
PLU 4770,16.78,7/25/2021,Plains,Organic,1.700074736
Bulk GTIN,5623.6,7/25/2021,Plains,Organic,1.700074736
Bagged,31035.61,7/25/2021,Plains,Organic,1.700074736
